"Time"	"Temperature  (*C)"	"Temperature  (*F)"	"A-D  (1-255)"
34024.5000116	3.75	38.76	203
34024.5208449	3.75	38.76	203
34024.5416782	3.75	38.76	203
34024.5625116	3.75	38.76	203
34024.5833449	3.75	38.76	203
34024.6041782	3.75	38.76	203
34024.6250116	3.75	38.76	203
34024.6458449	3.91	39.04	202
34024.6666782	3.91	39.04	202
34024.6875116	3.75	38.76	203
34024.7083449	3.75	38.76	203
34024.7291782	3.75	38.76	203
34024.7500116	3.75	38.76	203
34024.7708449	3.75	38.76	203
34024.7916782	3.75	38.76	203
34024.8125116	3.75	38.76	203
34024.8333449	3.75	38.76	203
34024.8541782	3.59	38.47	204
34024.8750116	3.59	38.47	204
34024.8958449	3.59	38.47	204
34024.9166782	3.59	38.47	204
34024.9375116	3.59	38.47	204
34024.9583449	3.59	38.47	204
34024.9791782	3.59	38.47	204
34025.0000116	3.59	38.47	204
34025.0208449	3.59	38.47	204
34025.0416782	3.59	38.47	204
34025.0625116	3.59	38.47	204
34025.0833449	3.59	38.47	204
34025.1041782	3.59	38.47	204
34025.1250116	3.59	38.47	204
34025.1458449	3.59	38.47	204
34025.1666782	3.59	38.47	204
34025.1875116	3.59	38.47	204
34025.2083449	3.59	38.47	204
34025.2291782	3.59	38.47	204
34025.2500116	3.59	38.47	204
34025.2708449	3.59	38.47	204
34025.2916782	3.59	38.47	204
34025.3125116	3.59	38.47	204
34025.3333449	3.59	38.47	204
34025.3541782	3.59	38.47	204
34025.3750116	3.59	38.47	204
34025.3958449	3.59	38.47	204
34025.4166782	3.59	38.47	204
34025.4375116	3.59	38.47	204
34025.4583449	3.59	38.47	204
34025.4791782	3.59	38.47	204
34025.5000116	3.75	38.76	203
34025.5208449	3.75	38.76	203
34025.5416782	3.75	38.76	203
34025.5625116	3.75	38.76	203
34025.5833449	3.75	38.76	203
34025.6041782	3.75	38.76	203
34025.6250116	3.75	38.76	203
34025.6458449	3.75	38.76	203
34025.6666782	3.75	38.76	203
34025.6875116	3.75	38.76	203
34025.7083449	3.75	38.76	203
34025.7291782	3.75	38.76	203
34025.7500116	3.75	38.76	203
34025.7708449	3.75	38.76	203
34025.7916782	3.75	38.76	203
34025.8125116	3.75	38.76	203
34025.8333449	3.59	38.47	204
34025.8541782	3.59	38.47	204
34025.8750116	3.59	38.47	204
34025.8958449	3.75	38.76	203
34025.9166782	3.59	38.47	204
34025.9375116	3.75	38.76	203
34025.9583449	3.75	38.76	203
34025.9791782	3.75	38.76	203
34026.0000116	3.75	38.76	203
34026.0208449	3.75	38.76	203
34026.0416782	3.75	38.76	203
34026.0625116	3.75	38.76	203
34026.0833449	3.75	38.76	203
34026.1041782	3.75	38.76	203
34026.1250116	3.75	38.76	203
34026.1458449	3.75	38.76	203
34026.1666782	3.75	38.76	203
34026.1875116	3.75	38.76	203
34026.2083449	3.75	38.76	203
34026.2291782	3.75	38.76	203
34026.2500116	3.75	38.76	203
34026.2708449	3.75	38.76	203
34026.2916782	3.75	38.76	203
34026.3125116	3.75	38.76	203
34026.3333449	3.75	38.76	203
34026.3541782	3.75	38.76	203
34026.3750116	3.75	38.76	203
34026.3958449	3.75	38.76	203
34026.4166782	3.75	38.76	203
34026.4375116	3.75	38.76	203
34026.4583449	3.75	38.76	203
34026.4791782	3.75	38.76	203
34026.5000116	3.75	38.76	203
34026.5208449	3.75	38.76	203
34026.5416782	3.75	38.76	203
34026.5625116	3.75	38.76	203
34026.5833449	3.75	38.76	203
34026.6041782	3.75	38.76	203
34026.6250116	3.75	38.76	203
34026.6458449	3.75	38.76	203
34026.6666782	3.75	38.76	203
34026.6875116	3.75	38.76	203
34026.7083449	3.75	38.76	203
34026.7291782	3.75	38.76	203
34026.7500116	3.75	38.76	203
34026.7708449	3.75	38.76	203
34026.7916782	3.75	38.76	203
34026.8125116	3.75	38.76	203
34026.8333449	3.75	38.76	203
34026.8541782	3.75	38.76	203
34026.8750116	3.75	38.76	203
34026.8958449	3.75	38.76	203
34026.9166782	3.75	38.76	203
34026.9375116	3.75	38.76	203
34026.9583449	3.75	38.76	203
34026.9791782	3.75	38.76	203
34027.0000116	3.75	38.76	203
34027.0208449	3.75	38.76	203
34027.0416782	3.75	38.76	203
34027.0625116	3.75	38.76	203
34027.0833449	3.75	38.76	203
34027.1041782	3.75	38.76	203
34027.1250116	3.75	38.76	203
34027.1458449	3.75	38.76	203
34027.1666782	3.91	39.04	202
34027.1875116	3.75	38.76	203
34027.2083449	3.91	39.04	202
34027.2291782	3.75	38.76	203
34027.2500116	3.75	38.76	203
34027.2708449	3.75	38.76	203
34027.2916782	3.75	38.76	203
34027.3125116	3.75	38.76	203
34027.3333449	3.75	38.76	203
34027.3541782	3.75	38.76	203
34027.3750116	3.75	38.76	203
34027.3958449	3.75	38.76	203
34027.4166782	3.75	38.76	203
34027.4375116	3.75	38.76	203
34027.4583449	3.75	38.76	203
34027.4791782	3.75	38.76	203
34027.5000116	3.91	39.04	202
34027.5208449	3.75	38.76	203
34027.5416782	3.75	38.76	203
34027.5625116	3.75	38.76	203
34027.5833449	3.91	39.04	202
34027.6041782	3.75	38.76	203
34027.6250116	3.91	39.04	202
34027.6458449	3.91	39.04	202
34027.6666782	3.91	39.04	202
34027.6875116	3.91	39.04	202
34027.7083449	3.75	38.76	203
34027.7291782	3.75	38.76	203
34027.7500116	3.75	38.76	203
34027.7708449	3.75	38.76	203
34027.7916782	3.75	38.76	203
34027.8125116	3.75	38.76	203
34027.8333449	3.75	38.76	203
34027.8541782	3.91	39.04	202
34027.8750116	3.75	38.76	203
34027.8958449	3.75	38.76	203
34027.9166782	3.75	38.76	203
34027.9375116	3.91	39.04	202
34027.9583449	3.91	39.04	202
34027.9791782	3.91	39.04	202
34028.0000116	3.75	38.76	203
34028.0208449	3.91	39.04	202
34028.0416782	3.75	38.76	203
34028.0625116	3.91	39.04	202
34028.0833449	3.75	38.76	203
34028.1041782	3.75	38.76	203
34028.1250116	3.75	38.76	203
34028.1458449	3.91	39.04	202
34028.1666782	3.91	39.04	202
34028.1875116	3.91	39.04	202
34028.2083449	3.91	39.04	202
34028.2291782	3.91	39.04	202
34028.2500116	3.91	39.04	202
34028.2708449	3.91	39.04	202
34028.2916782	3.91	39.04	202
34028.3125116	3.91	39.04	202
34028.3333449	3.91	39.04	202
34028.3541782	3.91	39.04	202
34028.3750116	3.91	39.04	202
34028.3958449	3.75	38.76	203
34028.4166782	3.75	38.76	203
34028.4375116	3.91	39.04	202
34028.4583449	3.91	39.04	202
34028.4791782	3.91	39.04	202
34028.5000116	3.91	39.04	202
34028.5208449	3.91	39.04	202
34028.5416782	3.91	39.04	202
34028.5625116	3.91	39.04	202
34028.5833449	3.91	39.04	202
34028.6041782	3.91	39.04	202
34028.6250116	3.91	39.04	202
34028.6458449	3.91	39.04	202
34028.6666782	3.91	39.04	202
34028.6875116	3.91	39.04	202
34028.7083449	3.91	39.04	202
34028.7291782	3.91	39.04	202
34028.7500116	3.91	39.04	202
34028.7708449	3.91	39.04	202
34028.7916782	3.91	39.04	202
34028.8125116	3.91	39.04	202
34028.8333449	3.91	39.04	202
34028.8541782	3.91	39.04	202
34028.8750116	3.91	39.04	202
34028.8958449	3.91	39.04	202
34028.9166782	3.91	39.04	202
34028.9375116	3.91	39.04	202
34028.9583449	3.91	39.04	202
34028.9791782	3.91	39.04	202
34029.0000116	3.91	39.04	202
34029.0208449	3.91	39.04	202
34029.0416782	3.91	39.04	202
34029.0625116	3.91	39.04	202
34029.0833449	3.91	39.04	202
34029.1041782	3.91	39.04	202
34029.1250116	3.91	39.04	202
34029.1458449	3.91	39.04	202
34029.1666782	3.91	39.04	202
34029.1875116	3.91	39.04	202
34029.2083449	3.91	39.04	202
34029.2291782	3.91	39.04	202
34029.2500116	3.91	39.04	202
34029.2708449	3.91	39.04	202
34029.2916782	3.91	39.04	202
34029.3125116	3.91	39.04	202
34029.3333449	3.91	39.04	202
34029.3541782	3.91	39.04	202
