"Time"	"Temperature   (*C)"	"Temperature   (*F)"
6/4/00 6:00:00.0 AM	7.77	45.99
6/4/00 6:30:00.0 AM	8.08	46.55
6/4/00 7:00:00.0 AM	8.23	46.82
6/4/00 7:30:00.0 AM	8.08	46.55
6/4/00 8:00:00.0 AM	7.77	45.99
6/4/00 8:30:00.0 AM	7.61	45.71
6/4/00 9:00:00.0 AM	7.46	45.44
6/4/00 9:30:00.0 AM	7.46	45.44
6/4/00 10:00:00.0 AM	7.15	44.88
6/4/00 10:30:00.0 AM	7.31	45.16
6/4/00 11:00:00.0 AM	7.46	45.44
6/4/00 11:30:00.0 AM	6.99	44.60
6/4/00 12:00:00.0 PM	6.99	44.60
6/4/00 12:30:00.0 PM	6.84	44.32
6/4/00 1:00:00.0 PM	6.99	44.60
6/4/00 1:30:00.0 PM	7.31	45.16
6/4/00 2:00:00.0 PM	7.61	45.71
6/4/00 2:30:00.0 PM	6.84	44.32
6/4/00 3:00:00.0 PM	6.84	44.32
6/4/00 3:30:00.0 PM	6.99	44.60
6/4/00 4:00:00.0 PM	7.15	44.88
6/4/00 4:30:00.0 PM	8.23	46.82
6/4/00 5:00:00.0 PM	7.92	46.27
6/4/00 5:30:00.0 PM	8.23	46.82
6/4/00 6:00:00.0 PM	8.38	47.10
6/4/00 6:30:00.0 PM	8.23	46.82
6/4/00 7:00:00.0 PM	7.61	45.71
6/4/00 7:30:00.0 PM	7.61	45.71
6/4/00 8:00:00.0 PM	7.61	45.71
6/4/00 8:30:00.0 PM	7.77	45.99
6/4/00 9:00:00.0 PM	6.99	44.60
6/4/00 9:30:00.0 PM	6.68	44.04
6/4/00 10:00:00.0 PM	7.15	44.88
6/4/00 10:30:00.0 PM	6.68	44.04
6/4/00 11:00:00.0 PM	6.68	44.04
6/4/00 11:30:00.0 PM	6.84	44.32
6/5/00 12:00:00.0 AM	6.84	44.32
6/5/00 12:30:00.0 AM	6.84	44.32
6/5/00 1:00:00.0 AM	6.99	44.60
6/5/00 1:30:00.0 AM	7.15	44.88
6/5/00 2:00:00.0 AM	7.46	45.44
6/5/00 2:30:00.0 AM	7.31	45.16
6/5/00 3:00:00.0 AM	7.77	45.99
6/5/00 3:30:00.0 AM	7.77	45.99
6/5/00 4:00:00.0 AM	8.08	46.55
6/5/00 4:30:00.0 AM	7.77	45.99
6/5/00 5:00:00.0 AM	7.77	45.99
6/5/00 5:30:00.0 AM	8.08	46.55
6/5/00 6:00:00.0 AM	7.77	45.99
6/5/00 6:30:00.0 AM	7.77	45.99
6/5/00 7:00:00.0 AM	7.92	46.27
6/5/00 7:30:00.0 AM	8.08	46.55
6/5/00 8:00:00.0 AM	7.92	46.27
6/5/00 8:30:00.0 AM	7.77	45.99
6/5/00 9:00:00.0 AM	7.92	46.27
6/5/00 9:30:00.0 AM	7.77	45.99
6/5/00 10:00:00.0 AM	7.15	44.88
6/5/00 10:30:00.0 AM	6.99	44.60
6/5/00 11:00:00.0 AM	7.31	45.16
6/5/00 11:30:00.0 AM	7.31	45.16
6/5/00 12:00:00.0 PM	7.15	44.88
6/5/00 12:30:00.0 PM	7.15	44.88
6/5/00 1:00:00.0 PM	7.15	44.88
6/5/00 1:30:00.0 PM	7.15	44.88
6/5/00 2:00:00.0 PM	6.99	44.60
6/5/00 2:30:00.0 PM	7.15	44.88
6/5/00 3:00:00.0 PM	7.31	45.16
6/5/00 3:30:00.0 PM	7.15	44.88
6/5/00 4:00:00.0 PM	7.92	46.27
6/5/00 4:30:00.0 PM	8.54	47.38
6/5/00 5:00:00.0 PM	8.23	46.82
6/5/00 5:30:00.0 PM	8.38	47.10
6/5/00 6:00:00.0 PM	8.23	46.82
6/5/00 6:30:00.0 PM	8.08	46.55
6/5/00 7:00:00.0 PM	8.23	46.82
6/5/00 7:30:00.0 PM	8.23	46.82
6/5/00 8:00:00.0 PM	8.23	46.82
6/5/00 8:30:00.0 PM	8.54	47.38
6/5/00 9:00:00.0 PM	8.69	47.66
6/5/00 9:30:00.0 PM	8.23	46.82
6/5/00 10:00:00.0 PM	8.54	47.38
6/5/00 10:30:00.0 PM	8.08	46.55
6/5/00 11:00:00.0 PM	8.08	46.55
6/5/00 11:30:00.0 PM	8.08	46.55
6/6/00 12:00:00.0 AM	7.61	45.71
6/6/00 12:30:00.0 AM	7.92	46.27
6/6/00 1:00:00.0 AM	7.31	45.16
6/6/00 1:30:00.0 AM	6.99	44.60
6/6/00 2:00:00.0 AM	7.31	45.16
6/6/00 2:30:00.0 AM	7.77	45.99
6/6/00 3:00:00.0 AM	8.08	46.55
6/6/00 3:30:00.0 AM	9.31	48.77
6/6/00 4:00:00.0 AM	10.09	50.17
6/6/00 4:30:00.0 AM	10.40	50.73
6/6/00 5:00:00.0 AM	10.87	51.57
6/6/00 5:30:00.0 AM	11.33	52.40
6/6/00 6:00:00.0 AM	11.18	52.13
6/6/00 6:30:00.0 AM	11.18	52.13
6/6/00 7:00:00.0 AM	11.48	52.68
6/6/00 7:30:00.0 AM	11.79	53.24
6/6/00 8:00:00.0 AM	12.57	54.64
6/6/00 8:30:00.0 AM	12.42	54.36
6/6/00 9:00:00.0 AM	12.26	54.08
6/6/00 9:30:00.0 AM	12.26	54.08
6/6/00 10:00:00.0 AM	12.26	54.08
6/6/00 10:30:00.0 AM	11.79	53.24
6/6/00 11:00:00.0 AM	10.56	51.01
6/6/00 11:30:00.0 AM	9.62	49.33
6/6/00 12:00:00.0 PM	9.62	49.33
6/6/00 12:30:00.0 PM	8.69	47.66
6/6/00 1:00:00.0 PM	8.38	47.10
6/6/00 1:30:00.0 PM	9.47	49.05
6/6/00 2:00:00.0 PM	9.62	49.33
6/6/00 2:30:00.0 PM	10.24	50.45
6/6/00 3:00:00.0 PM	10.09	50.17
6/6/00 3:30:00.0 PM	9.93	49.89
6/6/00 4:00:00.0 PM	9.78	49.61
6/6/00 4:30:00.0 PM	9.78	49.61
6/6/00 5:00:00.0 PM	9.93	49.89
6/6/00 5:30:00.0 PM	10.24	50.45
6/6/00 6:00:00.0 PM	9.93	49.89
6/6/00 6:30:00.0 PM	10.87	51.57
6/6/00 7:00:00.0 PM	12.57	54.64
6/6/00 7:30:00.0 PM	12.11	53.80
6/6/00 8:00:00.0 PM	12.57	54.64
6/6/00 8:30:00.0 PM	12.42	54.36
6/6/00 9:00:00.0 PM	12.11	53.80
6/6/00 9:30:00.0 PM	12.26	54.08
6/6/00 10:00:00.0 PM	11.95	53.52
6/6/00 10:30:00.0 PM	11.79	53.24
6/6/00 11:00:00.0 PM	11.95	53.52
6/6/00 11:30:00.0 PM	11.64	52.96
6/7/00 12:00:00.0 AM	11.79	53.24
6/7/00 12:30:00.0 AM	11.95	53.52
6/7/00 1:00:00.0 AM	11.48	52.68
6/7/00 1:30:00.0 AM	11.64	52.96
6/7/00 2:00:00.0 AM	11.64	52.96
6/7/00 2:30:00.0 AM	11.48	52.68
6/7/00 3:00:00.0 AM	11.48	52.68
6/7/00 3:30:00.0 AM	11.64	52.96
6/7/00 4:00:00.0 AM	11.48	52.68
6/7/00 4:30:00.0 AM	11.48	52.68
6/7/00 5:00:00.0 AM	11.48	52.68
6/7/00 5:30:00.0 AM	11.48	52.68
6/7/00 6:00:00.0 AM	11.48	52.68
6/7/00 6:30:00.0 AM	11.33	52.40
6/7/00 7:00:00.0 AM	11.48	52.68
6/7/00 7:30:00.0 AM	11.48	52.68
6/7/00 8:00:00.0 AM	11.64	52.96
6/7/00 8:30:00.0 AM	11.64	52.96
6/7/00 9:00:00.0 AM	11.48	52.68
6/7/00 9:30:00.0 AM	11.48	52.68
6/7/00 10:00:00.0 AM	11.48	52.68
6/7/00 10:30:00.0 AM	11.18	52.13
6/7/00 11:00:00.0 AM	11.18	52.13
6/7/00 11:30:00.0 AM	11.18	52.13
6/7/00 12:00:00.0 PM	11.33	52.40
6/7/00 12:30:00.0 PM	11.02	51.85
6/7/00 1:00:00.0 PM	10.87	51.57
6/7/00 1:30:00.0 PM	11.02	51.85
6/7/00 2:00:00.0 PM	11.02	51.85
6/7/00 2:30:00.0 PM	10.87	51.57
6/7/00 3:00:00.0 PM	10.87	51.57
6/7/00 3:30:00.0 PM	11.02	51.85
6/7/00 4:00:00.0 PM	11.02	51.85
6/7/00 4:30:00.0 PM	10.87	51.57
6/7/00 5:00:00.0 PM	10.87	51.57
6/7/00 5:30:00.0 PM	11.18	52.13
6/7/00 6:00:00.0 PM	11.02	51.85
6/7/00 6:30:00.0 PM	11.02	51.85
6/7/00 7:00:00.0 PM	10.87	51.57
6/7/00 7:30:00.0 PM	10.87	51.57
6/7/00 8:00:00.0 PM	11.18	52.13
6/7/00 8:30:00.0 PM	11.02	51.85
6/7/00 9:00:00.0 PM	11.18	52.13
6/7/00 9:30:00.0 PM	11.18	52.13
6/7/00 10:00:00.0 PM	11.33	52.40
6/7/00 10:30:00.0 PM	11.33	52.40
6/7/00 11:00:00.0 PM	11.33	52.40
6/7/00 11:30:00.0 PM	11.33	52.40
6/8/00 12:00:00.0 AM	11.48	52.68
6/8/00 12:30:00.0 AM	11.48	52.68
6/8/00 1:00:00.0 AM	11.48	52.68
6/8/00 1:30:00.0 AM	11.48	52.68
6/8/00 2:00:00.0 AM	11.64	52.96
6/8/00 2:30:00.0 AM	11.48	52.68
6/8/00 3:00:00.0 AM	11.48	52.68
6/8/00 3:30:00.0 AM	11.64	52.96
6/8/00 4:00:00.0 AM	11.02	51.85
6/8/00 4:30:00.0 AM	10.40	50.73
6/8/00 5:00:00.0 AM	10.71	51.29
6/8/00 5:30:00.0 AM	10.56	51.01
6/8/00 6:00:00.0 AM	10.71	51.29
6/8/00 6:30:00.0 AM	11.18	52.13
6/8/00 7:00:00.0 AM	10.71	51.29
6/8/00 7:30:00.0 AM	10.87	51.57
6/8/00 8:00:00.0 AM	10.87	51.57
6/8/00 8:30:00.0 AM	10.87	51.57
6/8/00 9:00:00.0 AM	11.02	51.85
6/8/00 9:30:00.0 AM	10.87	51.57
6/8/00 10:00:00.0 AM	11.02	51.85
6/8/00 10:30:00.0 AM	11.02	51.85
6/8/00 11:00:00.0 AM	11.02	51.85
6/8/00 11:30:00.0 AM	11.02	51.85
6/8/00 12:00:00.0 PM	10.87	51.57
6/8/00 12:30:00.0 PM	10.87	51.57
6/8/00 1:00:00.0 PM	10.87	51.57
6/8/00 1:30:00.0 PM	10.87	51.57
6/8/00 2:00:00.0 PM	10.71	51.29
6/8/00 2:30:00.0 PM	10.87	51.57
6/8/00 3:00:00.0 PM	10.71	51.29
6/8/00 3:30:00.0 PM	10.87	51.57
6/8/00 4:00:00.0 PM	10.87	51.57
6/8/00 4:30:00.0 PM	10.87	51.57
6/8/00 5:00:00.0 PM	10.71	51.29
6/8/00 5:30:00.0 PM	10.56	51.01
6/8/00 6:00:00.0 PM	10.71	51.29
6/8/00 6:30:00.0 PM	10.87	51.57
6/8/00 7:00:00.0 PM	10.87	51.57
6/8/00 7:30:00.0 PM	11.02	51.85
6/8/00 8:00:00.0 PM	11.02	51.85
6/8/00 8:30:00.0 PM	11.33	52.40
6/8/00 9:00:00.0 PM	11.33	52.40
6/8/00 9:30:00.0 PM	11.48	52.68
6/8/00 10:00:00.0 PM	11.79	53.24
6/8/00 10:30:00.0 PM	11.48	52.68
6/8/00 11:00:00.0 PM	11.48	52.68
6/8/00 11:30:00.0 PM	11.33	52.40
6/9/00 12:00:00.0 AM	11.33	52.40
6/9/00 12:30:00.0 AM	11.33	52.40
6/9/00 1:00:00.0 AM	11.18	52.13
6/9/00 1:30:00.0 AM	11.18	52.13
6/9/00 2:00:00.0 AM	11.18	52.13
6/9/00 2:30:00.0 AM	11.02	51.85
6/9/00 3:00:00.0 AM	10.71	51.29
6/9/00 3:30:00.0 AM	10.71	51.29
6/9/00 4:00:00.0 AM	10.56	51.01
6/9/00 4:30:00.0 AM	10.40	50.73
6/9/00 5:00:00.0 AM	10.40	50.73
6/9/00 5:30:00.0 AM	10.40	50.73
6/9/00 6:00:00.0 AM	10.40	50.73
6/9/00 6:30:00.0 AM	10.56	51.01
6/9/00 7:00:00.0 AM	10.40	50.73
6/9/00 7:30:00.0 AM	10.40	50.73
6/9/00 8:00:00.0 AM	10.40	50.73
6/9/00 8:30:00.0 AM	10.40	50.73
6/9/00 9:00:00.0 AM	10.40	50.73
6/9/00 9:30:00.0 AM	10.56	51.01
6/9/00 10:00:00.0 AM	10.56	51.01
6/9/00 10:30:00.0 AM	10.71	51.29
6/9/00 11:00:00.0 AM	10.71	51.29
6/9/00 11:30:00.0 AM	10.87	51.57
6/9/00 12:00:00.0 PM	10.87	51.57
6/9/00 12:30:00.0 PM	10.71	51.29
6/9/00 1:00:00.0 PM	10.87	51.57
6/9/00 1:30:00.0 PM	10.71	51.29
6/9/00 2:00:00.0 PM	10.71	51.29
6/9/00 2:30:00.0 PM	10.56	51.01
6/9/00 3:00:00.0 PM	10.71	51.29
6/9/00 3:30:00.0 PM	10.71	51.29
6/9/00 4:00:00.0 PM	10.71	51.29
6/9/00 4:30:00.0 PM	10.87	51.57
6/9/00 5:00:00.0 PM	11.02	51.85
6/9/00 5:30:00.0 PM	11.02	51.85
6/9/00 6:00:00.0 PM	11.02	51.85
6/9/00 6:30:00.0 PM	10.87	51.57
6/9/00 7:00:00.0 PM	10.87	51.57
6/9/00 7:30:00.0 PM	10.87	51.57
6/9/00 8:00:00.0 PM	10.87	51.57
6/9/00 8:30:00.0 PM	11.02	51.85
6/9/00 9:00:00.0 PM	11.02	51.85
6/9/00 9:30:00.0 PM	11.18	52.13
6/9/00 10:00:00.0 PM	11.02	51.85
6/9/00 10:30:00.0 PM	11.02	51.85
6/9/00 11:00:00.0 PM	10.87	51.57
6/9/00 11:30:00.0 PM	11.48	52.68
6/10/00 12:00:00.0 AM	11.48	52.68
6/10/00 12:30:00.0 AM	11.64	52.96
6/10/00 1:00:00.0 AM	11.64	52.96
6/10/00 1:30:00.0 AM	11.64	52.96
6/10/00 2:00:00.0 AM	11.64	52.96
6/10/00 2:30:00.0 AM	11.79	53.24
6/10/00 3:00:00.0 AM	11.79	53.24
6/10/00 3:30:00.0 AM	11.79	53.24
6/10/00 4:00:00.0 AM	11.95	53.52
6/10/00 4:30:00.0 AM	12.11	53.80
6/10/00 5:00:00.0 AM	11.48	52.68
6/10/00 5:30:00.0 AM	11.18	52.13
6/10/00 6:00:00.0 AM	10.71	51.29
6/10/00 6:30:00.0 AM	10.71	51.29
6/10/00 7:00:00.0 AM	10.71	51.29
6/10/00 7:30:00.0 AM	10.40	50.73
6/10/00 8:00:00.0 AM	10.56	51.01
6/10/00 8:30:00.0 AM	10.40	50.73
6/10/00 9:00:00.0 AM	10.24	50.45
6/10/00 9:30:00.0 AM	10.40	50.73
6/10/00 10:00:00.0 AM	10.40	50.73
6/10/00 10:30:00.0 AM	10.56	51.01
6/10/00 11:00:00.0 AM	10.71	51.29
6/10/00 11:30:00.0 AM	10.87	51.57
6/10/00 12:00:00.0 PM	11.02	51.85
6/10/00 12:30:00.0 PM	11.02	51.85
6/10/00 1:00:00.0 PM	11.18	52.13
6/10/00 1:30:00.0 PM	11.18	52.13
6/10/00 2:00:00.0 PM	11.18	52.13
6/10/00 2:30:00.0 PM	11.18	52.13
6/10/00 3:00:00.0 PM	10.87	51.57
6/10/00 3:30:00.0 PM	11.02	51.85
6/10/00 4:00:00.0 PM	11.02	51.85
6/10/00 4:30:00.0 PM	10.87	51.57
6/10/00 5:00:00.0 PM	10.87	51.57
6/10/00 5:30:00.0 PM	10.71	51.29
6/10/00 6:00:00.0 PM	10.71	51.29
6/10/00 6:30:00.0 PM	10.87	51.57
6/10/00 7:00:00.0 PM	10.71	51.29
6/10/00 7:30:00.0 PM	10.56	51.01
6/10/00 8:00:00.0 PM	10.56	51.01
6/10/00 8:30:00.0 PM	10.56	51.01
6/10/00 9:00:00.0 PM	10.56	51.01
6/10/00 9:30:00.0 PM	10.56	51.01
6/10/00 10:00:00.0 PM	11.18	52.13
6/10/00 10:30:00.0 PM	10.71	51.29
6/10/00 11:00:00.0 PM	11.18	52.13
6/10/00 11:30:00.0 PM	11.33	52.40
6/11/00 12:00:00.0 AM	10.87	51.57
6/11/00 12:30:00.0 AM	10.87	51.57
6/11/00 1:00:00.0 AM	11.18	52.13
6/11/00 1:30:00.0 AM	11.33	52.40
6/11/00 2:00:00.0 AM	11.02	51.85
6/11/00 2:30:00.0 AM	11.02	51.85
6/11/00 3:00:00.0 AM	10.87	51.57
6/11/00 3:30:00.0 AM	10.87	51.57
6/11/00 4:00:00.0 AM	11.48	52.68
6/11/00 4:30:00.0 AM	11.33	52.40
6/11/00 5:00:00.0 AM	11.95	53.52
6/11/00 5:30:00.0 AM	11.48	52.68
6/11/00 6:00:00.0 AM	11.33	52.40
6/11/00 6:30:00.0 AM	11.02	51.85
6/11/00 7:00:00.0 AM	11.64	52.96
6/11/00 7:30:00.0 AM	10.71	51.29
6/11/00 8:00:00.0 AM	10.40	50.73
6/11/00 8:30:00.0 AM	10.40	50.73
6/11/00 9:00:00.0 AM	10.56	51.01
6/11/00 9:30:00.0 AM	10.56	51.01
6/11/00 10:00:00.0 AM	10.56	51.01
6/11/00 10:30:00.0 AM	10.71	51.29
6/11/00 11:00:00.0 AM	10.56	51.01
6/11/00 11:30:00.0 AM	10.56	51.01
6/11/00 12:00:00.0 PM	10.87	51.57
6/11/00 12:30:00.0 PM	11.02	51.85
6/11/00 1:00:00.0 PM	11.02	51.85
6/11/00 1:30:00.0 PM	11.02	51.85
6/11/00 2:00:00.0 PM	11.02	51.85
6/11/00 2:30:00.0 PM	11.02	51.85
6/11/00 3:00:00.0 PM	11.02	51.85
6/11/00 3:30:00.0 PM	11.02	51.85
6/11/00 4:00:00.0 PM	11.02	51.85
6/11/00 4:30:00.0 PM	10.87	51.57
6/11/00 5:00:00.0 PM	10.71	51.29
6/11/00 5:30:00.0 PM	10.87	51.57
6/11/00 6:00:00.0 PM	10.71	51.29
6/11/00 6:30:00.0 PM	10.87	51.57
6/11/00 7:00:00.0 PM	10.87	51.57
6/11/00 7:30:00.0 PM	10.87	51.57
6/11/00 8:00:00.0 PM	10.71	51.29
6/11/00 8:30:00.0 PM	10.71	51.29
6/11/00 9:00:00.0 PM	10.71	51.29
6/11/00 9:30:00.0 PM	10.40	50.73
6/11/00 10:00:00.0 PM	10.09	50.17
6/11/00 10:30:00.0 PM	10.24	50.45
6/11/00 11:00:00.0 PM	10.40	50.73
6/11/00 11:30:00.0 PM	10.40	50.73
6/12/00 12:00:00.0 AM	10.56	51.01
6/12/00 12:30:00.0 AM	10.71	51.29
6/12/00 1:00:00.0 AM	10.71	51.29
6/12/00 1:30:00.0 AM	10.87	51.57
6/12/00 2:00:00.0 AM	11.02	51.85
6/12/00 2:30:00.0 AM	11.02	51.85
6/12/00 3:00:00.0 AM	11.02	51.85
6/12/00 3:30:00.0 AM	11.33	52.40
6/12/00 4:00:00.0 AM	11.33	52.40
6/12/00 4:30:00.0 AM	10.87	51.57
6/12/00 5:00:00.0 AM	10.71	51.29
6/12/00 5:30:00.0 AM	10.71	51.29
6/12/00 6:00:00.0 AM	10.87	51.57
6/12/00 6:30:00.0 AM	11.18	52.13
6/12/00 7:00:00.0 AM	10.87	51.57
6/12/00 7:30:00.0 AM	10.56	51.01
6/12/00 8:00:00.0 AM	10.24	50.45
6/12/00 8:30:00.0 AM	10.24	50.45
6/12/00 9:00:00.0 AM	10.09	50.17
6/12/00 9:30:00.0 AM	10.87	51.57
6/12/00 10:00:00.0 AM	10.56	51.01
6/12/00 10:30:00.0 AM	10.40	50.73
6/12/00 11:00:00.0 AM	10.24	50.45
6/12/00 11:30:00.0 AM	10.24	50.45
6/12/00 12:00:00.0 PM	10.40	50.73
6/12/00 12:30:00.0 PM	10.24	50.45
6/12/00 1:00:00.0 PM	10.56	51.01
6/12/00 1:30:00.0 PM	11.02	51.85
6/12/00 2:00:00.0 PM	10.40	50.73
6/12/00 2:30:00.0 PM	10.87	51.57
6/12/00 3:00:00.0 PM	11.18	52.13
6/12/00 3:30:00.0 PM	11.02	51.85
6/12/00 4:00:00.0 PM	10.56	51.01
6/12/00 4:30:00.0 PM	10.56	51.01
6/12/00 5:00:00.0 PM	10.40	50.73
6/12/00 5:30:00.0 PM	10.87	51.57
6/12/00 6:00:00.0 PM	11.18	52.13
6/12/00 6:30:00.0 PM	11.18	52.13
6/12/00 7:00:00.0 PM	11.18	52.13
6/12/00 7:30:00.0 PM	11.02	51.85
6/12/00 8:00:00.0 PM	10.24	50.45
6/12/00 8:30:00.0 PM	9.00	48.21
6/12/00 9:00:00.0 PM	9.93	49.89
6/12/00 9:30:00.0 PM	10.09	50.17
6/12/00 10:00:00.0 PM	10.09	50.17
6/12/00 10:30:00.0 PM	9.78	49.61
6/12/00 11:00:00.0 PM	10.56	51.01
6/12/00 11:30:00.0 PM	10.40	50.73
6/13/00 12:00:00.0 AM	10.09	50.17
6/13/00 12:30:00.0 AM	9.78	49.61
6/13/00 1:00:00.0 AM	10.24	50.45
6/13/00 1:30:00.0 AM	10.24	50.45
6/13/00 2:00:00.0 AM	10.40	50.73
6/13/00 2:30:00.0 AM	10.40	50.73
6/13/00 3:00:00.0 AM	10.71	51.29
6/13/00 3:30:00.0 AM	10.56	51.01
6/13/00 4:00:00.0 AM	10.56	51.01
6/13/00 4:30:00.0 AM	10.56	51.01
6/13/00 5:00:00.0 AM	10.56	51.01
6/13/00 5:30:00.0 AM	10.56	51.01
6/13/00 6:00:00.0 AM	10.40	50.73
6/13/00 6:30:00.0 AM	10.24	50.45
6/13/00 7:00:00.0 AM	9.93	49.89
6/13/00 7:30:00.0 AM	9.78	49.61
6/13/00 8:00:00.0 AM	9.78	49.61
6/13/00 8:30:00.0 AM	9.62	49.33
6/13/00 9:00:00.0 AM	9.16	48.49
6/13/00 9:30:00.0 AM	9.47	49.05
6/13/00 10:00:00.0 AM	9.78	49.61
6/13/00 10:30:00.0 AM	10.09	50.17
6/13/00 11:00:00.0 AM	9.47	49.05
6/13/00 11:30:00.0 AM	9.78	49.61
6/13/00 12:00:00.0 PM	9.78	49.61
6/13/00 12:30:00.0 PM	9.62	49.33
6/13/00 1:00:00.0 PM	9.78	49.61
6/13/00 1:30:00.0 PM	10.09	50.17
6/13/00 2:00:00.0 PM	10.09	50.17
6/13/00 2:30:00.0 PM	10.09	50.17
6/13/00 3:00:00.0 PM	10.09	50.17
6/13/00 3:30:00.0 PM	10.09	50.17
6/13/00 4:00:00.0 PM	10.24	50.45
6/13/00 4:30:00.0 PM	10.09	50.17
6/13/00 5:00:00.0 PM	10.09	50.17
6/13/00 5:30:00.0 PM	10.40	50.73
6/13/00 6:00:00.0 PM	10.40	50.73
6/13/00 6:30:00.0 PM	9.93	49.89
6/13/00 7:00:00.0 PM	10.24	50.45
6/13/00 7:30:00.0 PM	9.62	49.33
6/13/00 8:00:00.0 PM	8.69	47.66
6/13/00 8:30:00.0 PM	8.38	47.10
6/13/00 9:00:00.0 PM	9.00	48.21
6/13/00 9:30:00.0 PM	8.38	47.10
6/13/00 10:00:00.0 PM	8.38	47.10
6/13/00 10:30:00.0 PM	8.38	47.10
6/13/00 11:00:00.0 PM	8.54	47.38
6/13/00 11:30:00.0 PM	9.62	49.33
6/14/00 12:00:00.0 AM	9.62	49.33
6/14/00 12:30:00.0 AM	9.78	49.61
6/14/00 1:00:00.0 AM	9.93	49.89
6/14/00 1:30:00.0 AM	9.93	49.89
6/14/00 2:00:00.0 AM	9.93	49.89
6/14/00 2:30:00.0 AM	9.62	49.33
6/14/00 3:00:00.0 AM	9.93	49.89
6/14/00 3:30:00.0 AM	10.24	50.45
6/14/00 4:00:00.0 AM	10.09	50.17
6/14/00 4:30:00.0 AM	10.09	50.17
6/14/00 5:00:00.0 AM	10.40	50.73
6/14/00 5:30:00.0 AM	10.56	51.01
6/14/00 6:00:00.0 AM	10.40	50.73
6/14/00 6:30:00.0 AM	10.40	50.73
6/14/00 7:00:00.0 AM	10.24	50.45
6/14/00 7:30:00.0 AM	9.78	49.61
6/14/00 8:00:00.0 AM	9.78	49.61
6/14/00 8:30:00.0 AM	9.62	49.33
6/14/00 9:00:00.0 AM	9.62	49.33
6/14/00 9:30:00.0 AM	9.62	49.33
6/14/00 10:00:00.0 AM	9.31	48.77
6/14/00 10:30:00.0 AM	9.47	49.05
6/14/00 11:00:00.0 AM	9.31	48.77
6/14/00 11:30:00.0 AM	9.31	48.77
6/14/00 12:00:00.0 PM	10.40	50.73
6/14/00 12:30:00.0 PM	10.09	50.17
6/14/00 1:00:00.0 PM	10.40	50.73
6/14/00 1:30:00.0 PM	11.18	52.13
6/14/00 2:00:00.0 PM	10.24	50.45
6/14/00 2:30:00.0 PM	10.09	50.17
6/14/00 3:00:00.0 PM	9.78	49.61
6/14/00 3:30:00.0 PM	9.78	49.61
6/14/00 4:00:00.0 PM	10.56	51.01
6/14/00 4:30:00.0 PM	9.47	49.05
6/14/00 5:00:00.0 PM	9.16	48.49
6/14/00 5:30:00.0 PM	9.47	49.05
6/14/00 6:00:00.0 PM	9.78	49.61
6/14/00 6:30:00.0 PM	10.09	50.17
6/14/00 7:00:00.0 PM	9.93	49.89
6/14/00 7:30:00.0 PM	9.31	48.77
6/14/00 8:00:00.0 PM	8.69	47.66
6/14/00 8:30:00.0 PM	8.84	47.93
6/14/00 9:00:00.0 PM	8.54	47.38
6/14/00 9:30:00.0 PM	8.38	47.10
6/14/00 10:00:00.0 PM	8.38	47.10
6/14/00 10:30:00.0 PM	8.54	47.38
6/14/00 11:00:00.0 PM	8.54	47.38
6/14/00 11:30:00.0 PM	8.54	47.38
6/15/00 12:00:00.0 AM	8.54	47.38
6/15/00 12:30:00.0 AM	9.47	49.05
6/15/00 1:00:00.0 AM	9.47	49.05
6/15/00 1:30:00.0 AM	8.69	47.66
6/15/00 2:00:00.0 AM	9.78	49.61
6/15/00 2:30:00.0 AM	8.69	47.66
6/15/00 3:00:00.0 AM	8.84	47.93
6/15/00 3:30:00.0 AM	9.31	48.77
6/15/00 4:00:00.0 AM	9.16	48.49
6/15/00 4:30:00.0 AM	8.69	47.66
6/15/00 5:00:00.0 AM	8.84	47.93
6/15/00 5:30:00.0 AM	9.00	48.21
6/15/00 6:00:00.0 AM	9.00	48.21
6/15/00 6:30:00.0 AM	9.93	49.89
6/15/00 7:00:00.0 AM	9.47	49.05
6/15/00 7:30:00.0 AM	8.54	47.38
6/15/00 8:00:00.0 AM	8.38	47.10
6/15/00 8:30:00.0 AM	8.23	46.82
6/15/00 9:00:00.0 AM	8.38	47.10
6/15/00 9:30:00.0 AM	8.38	47.10
6/15/00 10:00:00.0 AM	8.23	46.82
6/15/00 10:30:00.0 AM	8.23	46.82
6/15/00 11:00:00.0 AM	8.08	46.55
6/15/00 11:30:00.0 AM	7.92	46.27
6/15/00 12:00:00.0 PM	7.77	45.99
6/15/00 12:30:00.0 PM	8.08	46.55
6/15/00 1:00:00.0 PM	8.38	47.10
6/15/00 1:30:00.0 PM	8.38	47.10
6/15/00 2:00:00.0 PM	8.38	47.10
6/15/00 2:30:00.0 PM	8.69	47.66
6/15/00 3:00:00.0 PM	8.54	47.38
6/15/00 3:30:00.0 PM	8.69	47.66
6/15/00 4:00:00.0 PM	8.54	47.38
6/15/00 4:30:00.0 PM	8.23	46.82
6/15/00 5:00:00.0 PM	8.38	47.10
6/15/00 5:30:00.0 PM	8.38	47.10
6/15/00 6:00:00.0 PM	9.00	48.21
6/15/00 6:30:00.0 PM	9.00	48.21
6/15/00 7:00:00.0 PM	8.84	47.93
6/15/00 7:30:00.0 PM	8.23	46.82
6/15/00 8:00:00.0 PM	8.23	46.82
6/15/00 8:30:00.0 PM	8.23	46.82
