"Time"	"Temperature   (*C)"	"Temperature   (*F)"
9/18/00 1:00:00.0 AM	9.30	48.75
9/18/00 1:30:00.0 AM	9.30	48.75
9/18/00 2:00:00.0 AM	9.61	49.31
9/18/00 2:30:00.0 AM	9.46	49.03
9/18/00 3:00:00.0 AM	9.46	49.03
9/18/00 3:30:00.0 AM	9.46	49.03
9/18/00 4:00:00.0 AM	9.30	48.75
9/18/00 4:30:00.0 AM	9.46	49.03
9/18/00 5:00:00.0 AM	9.61	49.31
9/18/00 5:30:00.0 AM	9.77	49.59
9/18/00 6:00:00.0 AM	9.92	49.87
9/18/00 6:30:00.0 AM	9.92	49.87
9/18/00 7:00:00.0 AM	9.77	49.59
9/18/00 7:30:00.0 AM	9.77	49.59
9/18/00 8:00:00.0 AM	9.61	49.31
9/18/00 8:30:00.0 AM	9.77	49.59
9/18/00 9:00:00.0 AM	9.77	49.59
9/18/00 9:30:00.0 AM	9.77	49.59
9/18/00 10:00:00.0 AM	9.77	49.59
9/18/00 10:30:00.0 AM	9.61	49.31
9/18/00 11:00:00.0 AM	9.77	49.59
9/18/00 11:30:00.0 AM	9.77	49.59
9/18/00 12:00:00.0 PM	9.92	49.87
9/18/00 12:30:00.0 PM	9.46	49.03
9/18/00 1:00:00.0 PM	9.46	49.03
9/18/00 1:30:00.0 PM	9.30	48.75
9/18/00 2:00:00.0 PM	9.77	49.59
9/18/00 2:30:00.0 PM	9.61	49.31
9/18/00 3:00:00.0 PM	9.46	49.03
9/18/00 3:30:00.0 PM	9.61	49.31
9/18/00 4:00:00.0 PM	9.46	49.03
9/18/00 4:30:00.0 PM	9.77	49.59
9/18/00 5:00:00.0 PM	9.92	49.87
9/18/00 5:30:00.0 PM	9.92	49.87
9/18/00 6:00:00.0 PM	9.92	49.87
9/18/00 6:30:00.0 PM	9.92	49.87
9/18/00 7:00:00.0 PM	9.61	49.31
9/18/00 7:30:00.0 PM	10.24	50.44
9/18/00 8:00:00.0 PM	10.08	50.16
9/18/00 8:30:00.0 PM	10.08	50.16
9/18/00 9:00:00.0 PM	10.24	50.44
9/18/00 9:30:00.0 PM	9.92	49.87
9/18/00 10:00:00.0 PM	9.61	49.31
9/18/00 10:30:00.0 PM	9.61	49.31
9/18/00 11:00:00.0 PM	9.61	49.31
9/18/00 11:30:00.0 PM	9.61	49.31
9/19/00 12:00:00.0 AM	9.46	49.03
9/19/00 12:30:00.0 AM	9.61	49.31
9/19/00 1:00:00.0 AM	9.61	49.31
9/19/00 1:30:00.0 AM	9.77	49.59
9/19/00 2:00:00.0 AM	9.77	49.59
9/19/00 2:30:00.0 AM	10.24	50.44
9/19/00 3:00:00.0 AM	10.08	50.16
9/19/00 3:30:00.0 AM	10.08	50.16
9/19/00 4:00:00.0 AM	10.08	50.16
9/19/00 4:30:00.0 AM	9.92	49.87
9/19/00 5:00:00.0 AM	9.92	49.87
9/19/00 5:30:00.0 AM	9.92	49.87
9/19/00 6:00:00.0 AM	10.24	50.44
9/19/00 6:30:00.0 AM	9.92	49.87
9/19/00 7:00:00.0 AM	10.24	50.44
9/19/00 7:30:00.0 AM	10.39	50.72
9/19/00 8:00:00.0 AM	10.24	50.44
9/19/00 8:30:00.0 AM	10.24	50.44
9/19/00 9:00:00.0 AM	10.39	50.72
9/19/00 9:30:00.0 AM	10.24	50.44
9/19/00 10:00:00.0 AM	10.39	50.72
9/19/00 10:30:00.0 AM	10.39	50.72
9/19/00 11:00:00.0 AM	10.24	50.44
9/19/00 11:30:00.0 AM	10.24	50.44
9/19/00 12:00:00.0 PM	10.39	50.72
9/19/00 12:30:00.0 PM	10.39	50.72
9/19/00 1:00:00.0 PM	10.39	50.72
9/19/00 1:30:00.0 PM	10.39	50.72
9/19/00 2:00:00.0 PM	10.24	50.44
9/19/00 2:30:00.0 PM	10.39	50.72
9/19/00 3:00:00.0 PM	10.39	50.72
9/19/00 3:30:00.0 PM	10.24	50.44
9/19/00 4:00:00.0 PM	10.71	51.28
9/19/00 4:30:00.0 PM	10.86	51.56
9/19/00 5:00:00.0 PM	10.86	51.56
9/19/00 5:30:00.0 PM	10.86	51.56
9/19/00 6:00:00.0 PM	10.86	51.56
9/19/00 6:30:00.0 PM	11.02	51.84
9/19/00 7:00:00.0 PM	10.86	51.56
9/19/00 7:30:00.0 PM	11.48	52.68
9/19/00 8:00:00.0 PM	11.33	52.40
9/19/00 8:30:00.0 PM	11.33	52.40
9/19/00 9:00:00.0 PM	11.48	52.68
9/19/00 9:30:00.0 PM	11.48	52.68
9/19/00 10:00:00.0 PM	11.64	52.96
9/19/00 10:30:00.0 PM	11.33	52.40
9/19/00 11:00:00.0 PM	10.55	51.00
9/19/00 11:30:00.0 PM	11.02	51.84
9/20/00 12:00:00.0 AM	10.86	51.56
9/20/00 12:30:00.0 AM	10.55	51.00
9/20/00 1:00:00.0 AM	10.55	51.00
9/20/00 1:30:00.0 AM	10.55	51.00
9/20/00 2:00:00.0 AM	10.55	51.00
9/20/00 2:30:00.0 AM	10.39	50.72
9/20/00 3:00:00.0 AM	10.39	50.72
9/20/00 3:30:00.0 AM	10.24	50.44
9/20/00 4:00:00.0 AM	10.39	50.72
9/20/00 4:30:00.0 AM	11.02	51.84
9/20/00 5:00:00.0 AM	10.86	51.56
9/20/00 5:30:00.0 AM	11.17	52.12
9/20/00 6:00:00.0 AM	10.39	50.72
9/20/00 6:30:00.0 AM	10.86	51.56
9/20/00 7:00:00.0 AM	10.86	51.56
9/20/00 7:30:00.0 AM	10.24	50.44
9/20/00 8:00:00.0 AM	10.86	51.56
9/20/00 8:30:00.0 AM	11.17	52.12
9/20/00 9:00:00.0 AM	11.64	52.96
9/20/00 9:30:00.0 AM	11.33	52.40
9/20/00 10:00:00.0 AM	11.17	52.12
9/20/00 10:30:00.0 AM	11.17	52.12
9/20/00 11:00:00.0 AM	11.33	52.40
9/20/00 11:30:00.0 AM	11.02	51.84
9/20/00 12:00:00.0 PM	10.86	51.56
9/20/00 12:30:00.0 PM	11.02	51.84
9/20/00 1:00:00.0 PM	10.86	51.56
9/20/00 1:30:00.0 PM	10.86	51.56
9/20/00 2:00:00.0 PM	10.71	51.28
9/20/00 2:30:00.0 PM	10.71	51.28
9/20/00 3:00:00.0 PM	10.71	51.28
9/20/00 3:30:00.0 PM	10.39	50.72
9/20/00 4:00:00.0 PM	10.24	50.44
9/20/00 4:30:00.0 PM	10.39	50.72
9/20/00 5:00:00.0 PM	10.39	50.72
9/20/00 5:30:00.0 PM	10.55	51.00
9/20/00 6:00:00.0 PM	11.17	52.12
9/20/00 6:30:00.0 PM	9.92	49.87
9/20/00 7:00:00.0 PM	10.71	51.28
9/20/00 7:30:00.0 PM	10.86	51.56
9/20/00 8:00:00.0 PM	10.86	51.56
9/20/00 8:30:00.0 PM	11.02	51.84
9/20/00 9:00:00.0 PM	11.17	52.12
9/20/00 9:30:00.0 PM	11.17	52.12
9/20/00 10:00:00.0 PM	11.02	51.84
9/20/00 10:30:00.0 PM	10.86	51.56
9/20/00 11:00:00.0 PM	10.55	51.00
9/20/00 11:30:00.0 PM	10.55	51.00
9/21/00 12:00:00.0 AM	10.24	50.44
9/21/00 12:30:00.0 AM	10.55	51.00
9/21/00 1:00:00.0 AM	10.55	51.00
9/21/00 1:30:00.0 AM	10.55	51.00
9/21/00 2:00:00.0 AM	10.55	51.00
9/21/00 2:30:00.0 AM	10.39	50.72
9/21/00 3:00:00.0 AM	10.55	51.00
9/21/00 3:30:00.0 AM	10.24	50.44
9/21/00 4:00:00.0 AM	9.77	49.59
9/21/00 4:30:00.0 AM	10.24	50.44
9/21/00 5:00:00.0 AM	10.24	50.44
9/21/00 5:30:00.0 AM	10.24	50.44
9/21/00 6:00:00.0 AM	10.39	50.72
9/21/00 6:30:00.0 AM	10.39	50.72
9/21/00 7:00:00.0 AM	10.24	50.44
9/21/00 7:30:00.0 AM	10.55	51.00
9/21/00 8:00:00.0 AM	11.17	52.12
9/21/00 8:30:00.0 AM	10.86	51.56
9/21/00 9:00:00.0 AM	11.48	52.68
9/21/00 9:30:00.0 AM	11.48	52.68
9/21/00 10:00:00.0 AM	11.17	52.12
9/21/00 10:30:00.0 AM	11.02	51.84
9/21/00 11:00:00.0 AM	10.86	51.56
9/21/00 11:30:00.0 AM	10.71	51.28
9/21/00 12:00:00.0 PM	11.02	51.84
9/21/00 12:30:00.0 PM	11.17	52.12
9/21/00 1:00:00.0 PM	11.17	52.12
9/21/00 1:30:00.0 PM	10.39	50.72
9/21/00 2:00:00.0 PM	10.55	51.00
9/21/00 2:30:00.0 PM	10.71	51.28
9/21/00 3:00:00.0 PM	10.39	50.72
9/21/00 3:30:00.0 PM	10.24	50.44
9/21/00 4:00:00.0 PM	9.77	49.59
9/21/00 4:30:00.0 PM	9.61	49.31
9/21/00 5:00:00.0 PM	9.46	49.03
9/21/00 5:30:00.0 PM	9.46	49.03
9/21/00 6:00:00.0 PM	9.61	49.31
9/21/00 6:30:00.0 PM	9.30	48.75
9/21/00 7:00:00.0 PM	9.30	48.75
9/21/00 7:30:00.0 PM	9.92	49.87
9/21/00 8:00:00.0 PM	9.92	49.87
9/21/00 8:30:00.0 PM	9.30	48.75
9/21/00 9:00:00.0 PM	9.61	49.31
9/21/00 9:30:00.0 PM	9.46	49.03
9/21/00 10:00:00.0 PM	9.46	49.03
9/21/00 10:30:00.0 PM	9.46	49.03
9/21/00 11:00:00.0 PM	9.92	49.87
9/21/00 11:30:00.0 PM	9.77	49.59
9/22/00 12:00:00.0 AM	10.39	50.72
9/22/00 12:30:00.0 AM	9.92	49.87
9/22/00 1:00:00.0 AM	9.92	49.87
9/22/00 1:30:00.0 AM	9.92	49.87
9/22/00 2:00:00.0 AM	10.08	50.16
9/22/00 2:30:00.0 AM	10.39	50.72
9/22/00 3:00:00.0 AM	10.08	50.16
9/22/00 3:30:00.0 AM	10.55	51.00
9/22/00 4:00:00.0 AM	9.92	49.87
9/22/00 4:30:00.0 AM	9.92	49.87
9/22/00 5:00:00.0 AM	9.77	49.59
9/22/00 5:30:00.0 AM	9.46	49.03
9/22/00 6:00:00.0 AM	9.61	49.31
9/22/00 6:30:00.0 AM	9.46	49.03
9/22/00 7:00:00.0 AM	9.46	49.03
9/22/00 7:30:00.0 AM	9.46	49.03
9/22/00 8:00:00.0 AM	9.30	48.75
9/22/00 8:30:00.0 AM	9.46	49.03
9/22/00 9:00:00.0 AM	9.14	48.47
9/22/00 9:30:00.0 AM	9.14	48.47
9/22/00 10:00:00.0 AM	9.30	48.75
9/22/00 10:30:00.0 AM	9.30	48.75
9/22/00 11:00:00.0 AM	9.30	48.75
9/22/00 11:30:00.0 AM	9.46	49.03
9/22/00 12:00:00.0 PM	9.46	49.03
9/22/00 12:30:00.0 PM	9.61	49.31
9/22/00 1:00:00.0 PM	9.61	49.31
9/22/00 1:30:00.0 PM	9.61	49.31
9/22/00 2:00:00.0 PM	9.46	49.03
9/22/00 2:30:00.0 PM	9.61	49.31
9/22/00 3:00:00.0 PM	9.46	49.03
9/22/00 3:30:00.0 PM	9.92	49.87
9/22/00 4:00:00.0 PM	9.92	49.87
9/22/00 4:30:00.0 PM	9.77	49.59
9/22/00 5:00:00.0 PM	9.92	49.87
9/22/00 5:30:00.0 PM	10.08	50.16
9/22/00 6:00:00.0 PM	9.61	49.31
9/22/00 6:30:00.0 PM	9.92	49.87
9/22/00 7:00:00.0 PM	9.92	49.87
9/22/00 7:30:00.0 PM	9.77	49.59
9/22/00 8:00:00.0 PM	10.55	51.00
9/22/00 8:30:00.0 PM	10.39	50.72
9/22/00 9:00:00.0 PM	9.92	49.87
9/22/00 9:30:00.0 PM	9.46	49.03
9/22/00 10:00:00.0 PM	9.46	49.03
9/22/00 10:30:00.0 PM	9.77	49.59
9/22/00 11:00:00.0 PM	9.77	49.59
9/22/00 11:30:00.0 PM	9.46	49.03
9/23/00 12:00:00.0 AM	9.77	49.59
9/23/00 12:30:00.0 AM	9.77	49.59
9/23/00 1:00:00.0 AM	9.77	49.59
9/23/00 1:30:00.0 AM	9.92	49.87
9/23/00 2:00:00.0 AM	9.77	49.59
9/23/00 2:30:00.0 AM	9.61	49.31
9/23/00 3:00:00.0 AM	9.77	49.59
9/23/00 3:30:00.0 AM	9.61	49.31
9/23/00 4:00:00.0 AM	9.77	49.59
9/23/00 4:30:00.0 AM	9.61	49.31
9/23/00 5:00:00.0 AM	9.92	49.87
9/23/00 5:30:00.0 AM	9.46	49.03
9/23/00 6:00:00.0 AM	9.92	49.87
9/23/00 6:30:00.0 AM	10.08	50.16
9/23/00 7:00:00.0 AM	10.08	50.16
9/23/00 7:30:00.0 AM	10.39	50.72
9/23/00 8:00:00.0 AM	10.39	50.72
9/23/00 8:30:00.0 AM	10.24	50.44
9/23/00 9:00:00.0 AM	10.39	50.72
9/23/00 9:30:00.0 AM	9.77	49.59
9/23/00 10:00:00.0 AM	10.24	50.44
9/23/00 10:30:00.0 AM	10.71	51.28
9/23/00 11:00:00.0 AM	10.86	51.56
9/23/00 11:30:00.0 AM	10.86	51.56
9/23/00 12:00:00.0 PM	11.17	52.12
9/23/00 12:30:00.0 PM	11.33	52.40
9/23/00 1:00:00.0 PM	11.48	52.68
9/23/00 1:30:00.0 PM	11.33	52.40
9/23/00 2:00:00.0 PM	11.17	52.12
9/23/00 2:30:00.0 PM	11.33	52.40
9/23/00 3:00:00.0 PM	11.33	52.40
9/23/00 3:30:00.0 PM	11.17	52.12
9/23/00 4:00:00.0 PM	11.17	52.12
9/23/00 4:30:00.0 PM	11.48	52.68
9/23/00 5:00:00.0 PM	11.64	52.96
9/23/00 5:30:00.0 PM	11.33	52.40
9/23/00 6:00:00.0 PM	11.17	52.12
9/23/00 6:30:00.0 PM	11.17	52.12
9/23/00 7:00:00.0 PM	11.02	51.84
9/23/00 7:30:00.0 PM	10.86	51.56
9/23/00 8:00:00.0 PM	10.55	51.00
9/23/00 8:30:00.0 PM	10.71	51.28
9/23/00 9:00:00.0 PM	10.86	51.56
9/23/00 9:30:00.0 PM	10.55	51.00
9/23/00 10:00:00.0 PM	10.08	50.16
9/23/00 10:30:00.0 PM	10.86	51.56
9/23/00 11:00:00.0 PM	10.86	51.56
9/23/00 11:30:00.0 PM	10.71	51.28
9/24/00 12:00:00.0 AM	10.86	51.56
9/24/00 12:30:00.0 AM	11.33	52.40
9/24/00 1:00:00.0 AM	11.02	51.84
9/24/00 1:30:00.0 AM	11.02	51.84
9/24/00 2:00:00.0 AM	11.33	52.40
9/24/00 2:30:00.0 AM	11.33	52.40
9/24/00 3:00:00.0 AM	11.17	52.12
9/24/00 3:30:00.0 AM	11.48	52.68
9/24/00 4:00:00.0 AM	11.17	52.12
9/24/00 4:30:00.0 AM	11.33	52.40
9/24/00 5:00:00.0 AM	10.86	51.56
9/24/00 5:30:00.0 AM	11.02	51.84
9/24/00 6:00:00.0 AM	11.02	51.84
9/24/00 6:30:00.0 AM	11.02	51.84
9/24/00 7:00:00.0 AM	10.71	51.28
9/24/00 7:30:00.0 AM	10.86	51.56
9/24/00 8:00:00.0 AM	10.55	51.00
9/24/00 8:30:00.0 AM	10.55	51.00
9/24/00 9:00:00.0 AM	10.55	51.00
9/24/00 9:30:00.0 AM	10.86	51.56
9/24/00 10:00:00.0 AM	11.17	52.12
9/24/00 10:30:00.0 AM	11.17	52.12
9/24/00 11:00:00.0 AM	10.86	51.56
9/24/00 11:30:00.0 AM	11.02	51.84
9/24/00 12:00:00.0 PM	11.02	51.84
9/24/00 12:30:00.0 PM	11.17	52.12
9/24/00 1:00:00.0 PM	11.33	52.40
9/24/00 1:30:00.0 PM	11.33	52.40
9/24/00 2:00:00.0 PM	11.33	52.40
9/24/00 2:30:00.0 PM	11.33	52.40
9/24/00 3:00:00.0 PM	10.71	51.28
9/24/00 3:30:00.0 PM	10.86	51.56
9/24/00 4:00:00.0 PM	10.86	51.56
9/24/00 4:30:00.0 PM	10.86	51.56
9/24/00 5:00:00.0 PM	10.24	50.44
9/24/00 5:30:00.0 PM	10.24	50.44
9/24/00 6:00:00.0 PM	10.39	50.72
9/24/00 6:30:00.0 PM	10.55	51.00
9/24/00 7:00:00.0 PM	10.39	50.72
9/24/00 7:30:00.0 PM	10.24	50.44
9/24/00 8:00:00.0 PM	10.08	50.16
9/24/00 8:30:00.0 PM	10.24	50.44
9/24/00 9:00:00.0 PM	9.92	49.87
9/24/00 9:30:00.0 PM	10.24	50.44
9/24/00 10:00:00.0 PM	10.24	50.44
9/24/00 10:30:00.0 PM	10.08	50.16
9/24/00 11:00:00.0 PM	10.86	51.56
9/24/00 11:30:00.0 PM	11.33	52.40
9/25/00 12:00:00.0 AM	11.64	52.96
9/25/00 12:30:00.0 AM	11.17	52.12
9/25/00 1:00:00.0 AM	11.02	51.84
9/25/00 1:30:00.0 AM	11.33	52.40
9/25/00 2:00:00.0 AM	11.64	52.96
9/25/00 2:30:00.0 AM	10.86	51.56
9/25/00 3:00:00.0 AM	10.71	51.28
9/25/00 3:30:00.0 AM	10.39	50.72
9/25/00 4:00:00.0 AM	10.55	51.00
9/25/00 4:30:00.0 AM	10.39	50.72
9/25/00 5:00:00.0 AM	10.71	51.28
9/25/00 5:30:00.0 AM	10.55	51.00
9/25/00 6:00:00.0 AM	10.24	50.44
9/25/00 6:30:00.0 AM	10.39	50.72
9/25/00 7:00:00.0 AM	9.92	49.87
9/25/00 7:30:00.0 AM	9.77	49.59
9/25/00 8:00:00.0 AM	9.61	49.31
9/25/00 8:30:00.0 AM	9.61	49.31
9/25/00 9:00:00.0 AM	9.61	49.31
9/25/00 9:30:00.0 AM	9.46	49.03
9/25/00 10:00:00.0 AM	9.46	49.03
9/25/00 10:30:00.0 AM	9.92	49.87
9/25/00 11:00:00.0 AM	10.24	50.44
9/25/00 11:30:00.0 AM	10.55	51.00
9/25/00 12:00:00.0 PM	10.55	51.00
9/25/00 12:30:00.0 PM	11.17	52.12
9/25/00 1:00:00.0 PM	11.48	52.68
9/25/00 1:30:00.0 PM	11.33	52.40
9/25/00 2:00:00.0 PM	11.33	52.40
9/25/00 2:30:00.0 PM	11.33	52.40
9/25/00 3:00:00.0 PM	11.48	52.68
9/25/00 3:30:00.0 PM	11.79	53.24
9/25/00 4:00:00.0 PM	11.48	52.68
9/25/00 4:30:00.0 PM	11.02	51.84
9/25/00 5:00:00.0 PM	10.86	51.56
9/25/00 5:30:00.0 PM	10.71	51.28
9/25/00 6:00:00.0 PM	10.39	50.72
9/25/00 6:30:00.0 PM	10.39	50.72
9/25/00 7:00:00.0 PM	10.39	50.72
9/25/00 7:30:00.0 PM	10.39	50.72
9/25/00 8:00:00.0 PM	10.24	50.44
9/25/00 8:30:00.0 PM	10.08	50.16
9/25/00 9:00:00.0 PM	10.24	50.44
9/25/00 9:30:00.0 PM	10.08	50.16
9/25/00 10:00:00.0 PM	10.39	50.72
9/25/00 10:30:00.0 PM	9.92	49.87
9/25/00 11:00:00.0 PM	10.08	50.16
9/25/00 11:30:00.0 PM	9.77	49.59
9/26/00 12:00:00.0 AM	10.24	50.44
9/26/00 12:30:00.0 AM	10.55	51.00
9/26/00 1:00:00.0 AM	10.55	51.00
9/26/00 1:30:00.0 AM	10.71	51.28
9/26/00 2:00:00.0 AM	11.33	52.40
9/26/00 2:30:00.0 AM	12.26	54.08
9/26/00 3:00:00.0 AM	11.95	53.52
9/26/00 3:30:00.0 AM	12.11	53.80
9/26/00 4:00:00.0 AM	11.95	53.52
9/26/00 4:30:00.0 AM	12.26	54.08
9/26/00 5:00:00.0 AM	12.58	54.65
9/26/00 5:30:00.0 AM	12.11	53.80
9/26/00 6:00:00.0 AM	12.11	53.80
9/26/00 6:30:00.0 AM	12.26	54.08
9/26/00 7:00:00.0 AM	13.20	55.77
9/26/00 7:30:00.0 AM	13.36	56.05
9/26/00 8:00:00.0 AM	13.82	56.88
9/26/00 8:30:00.0 AM	12.89	55.21
9/26/00 9:00:00.0 AM	12.73	54.93
9/26/00 9:30:00.0 AM	10.86	51.56
9/26/00 10:00:00.0 AM	11.33	52.40
9/26/00 10:30:00.0 AM	11.48	52.68
9/26/00 11:00:00.0 AM	11.33	52.40
9/26/00 11:30:00.0 AM	11.79	53.24
9/26/00 12:00:00.0 PM	13.67	56.61
9/26/00 12:30:00.0 PM	13.67	56.61
9/26/00 1:00:00.0 PM	13.51	56.33
9/26/00 1:30:00.0 PM	13.20	55.77
9/26/00 2:00:00.0 PM	13.67	56.61
9/26/00 2:30:00.0 PM	13.04	55.49
9/26/00 3:00:00.0 PM	13.97	57.16
9/26/00 3:30:00.0 PM	14.13	57.44
9/26/00 4:00:00.0 PM	14.13	57.44
9/26/00 4:30:00.0 PM	14.13	57.44
9/26/00 5:00:00.0 PM	14.13	57.44
9/26/00 5:30:00.0 PM	14.13	57.44
9/26/00 6:00:00.0 PM	14.13	57.44
9/26/00 6:30:00.0 PM	14.13	57.44
9/26/00 7:00:00.0 PM	13.51	56.33
9/26/00 7:30:00.0 PM	13.04	55.49
9/26/00 8:00:00.0 PM	13.36	56.05
9/26/00 8:30:00.0 PM	13.36	56.05
9/26/00 9:00:00.0 PM	12.42	54.37
9/26/00 9:30:00.0 PM	12.58	54.65
9/26/00 10:00:00.0 PM	12.73	54.93
9/26/00 10:30:00.0 PM	12.89	55.21
9/26/00 11:00:00.0 PM	12.26	54.08
9/26/00 11:30:00.0 PM	12.11	53.80
9/27/00 12:00:00.0 AM	12.89	55.21
9/27/00 12:30:00.0 AM	13.67	56.61
9/27/00 1:00:00.0 AM	13.97	57.16
9/27/00 1:30:00.0 AM	14.13	57.44
9/27/00 2:00:00.0 AM	13.97	57.16
9/27/00 2:30:00.0 AM	13.82	56.88
9/27/00 3:00:00.0 AM	14.13	57.44
9/27/00 3:30:00.0 AM	13.97	57.16
9/27/00 4:00:00.0 AM	13.82	56.88
9/27/00 4:30:00.0 AM	14.28	57.72
9/27/00 5:00:00.0 AM	14.28	57.72
9/27/00 5:30:00.0 AM	14.28	57.72
9/27/00 6:00:00.0 AM	14.28	57.72
9/27/00 6:30:00.0 AM	14.28	57.72
9/27/00 7:00:00.0 AM	14.28	57.72
9/27/00 7:30:00.0 AM	13.97	57.16
9/27/00 8:00:00.0 AM	13.97	57.16
9/27/00 8:30:00.0 AM	13.36	56.05
9/27/00 9:00:00.0 AM	12.11	53.80
9/27/00 9:30:00.0 AM	11.95	53.52
9/27/00 10:00:00.0 AM	11.64	52.96
9/27/00 10:30:00.0 AM	11.02	51.84
9/27/00 11:00:00.0 AM	10.86	51.56
9/27/00 11:30:00.0 AM	10.55	51.00
9/27/00 12:00:00.0 PM	10.55	51.00
9/27/00 12:30:00.0 PM	10.71	51.28
9/27/00 1:00:00.0 PM	11.95	53.52
9/27/00 1:30:00.0 PM	11.79	53.24
9/27/00 2:00:00.0 PM	11.64	52.96
9/27/00 2:30:00.0 PM	12.58	54.65
9/27/00 3:00:00.0 PM	13.36	56.05
9/27/00 3:30:00.0 PM	13.20	55.77
9/27/00 4:00:00.0 PM	13.51	56.33
9/27/00 4:30:00.0 PM	13.97	57.16
9/27/00 5:00:00.0 PM	14.13	57.44
9/27/00 5:30:00.0 PM	14.28	57.72
9/27/00 6:00:00.0 PM	13.97	57.16
9/27/00 6:30:00.0 PM	14.28	57.72
9/27/00 7:00:00.0 PM	14.28	57.72
9/27/00 7:30:00.0 PM	14.28	57.72
9/27/00 8:00:00.0 PM	14.28	57.72
9/27/00 8:30:00.0 PM	13.04	55.49
9/27/00 9:00:00.0 PM	12.58	54.65
9/27/00 9:30:00.0 PM	12.26	54.08
9/27/00 10:00:00.0 PM	11.79	53.24
9/27/00 10:30:00.0 PM	11.33	52.40
9/27/00 11:00:00.0 PM	11.17	52.12
9/27/00 11:30:00.0 PM	10.71	51.28
9/28/00 12:00:00.0 AM	10.39	50.72
9/28/00 12:30:00.0 AM	10.24	50.44
9/28/00 1:00:00.0 AM	10.39	50.72
9/28/00 1:30:00.0 AM	10.08	50.16
9/28/00 2:00:00.0 AM	11.02	51.84
9/28/00 2:30:00.0 AM	11.17	52.12
9/28/00 3:00:00.0 AM	11.79	53.24
9/28/00 3:30:00.0 AM	11.48	52.68
9/28/00 4:00:00.0 AM	12.26	54.08
9/28/00 4:30:00.0 AM	12.26	54.08
9/28/00 5:00:00.0 AM	13.36	56.05
9/28/00 5:30:00.0 AM	13.04	55.49
9/28/00 6:00:00.0 AM	13.04	55.49
9/28/00 6:30:00.0 AM	13.51	56.33
9/28/00 7:00:00.0 AM	14.13	57.44
9/28/00 7:30:00.0 AM	14.13	57.44
9/28/00 8:00:00.0 AM	13.36	56.05
9/28/00 8:30:00.0 AM	13.04	55.49
9/28/00 9:00:00.0 AM	12.58	54.65
9/28/00 9:30:00.0 AM	11.79	53.24
9/28/00 10:00:00.0 AM	11.95	53.52
9/28/00 10:30:00.0 AM	11.48	52.68
9/28/00 11:00:00.0 AM	11.33	52.40
9/28/00 11:30:00.0 AM	11.48	52.68
9/28/00 12:00:00.0 PM	11.48	52.68
9/28/00 12:30:00.0 PM	10.86	51.56
9/28/00 1:00:00.0 PM	10.55	51.00
9/28/00 1:30:00.0 PM	10.39	50.72
9/28/00 2:00:00.0 PM	10.39	50.72
9/28/00 2:30:00.0 PM	12.58	54.65
9/28/00 3:00:00.0 PM	11.79	53.24
9/28/00 3:30:00.0 PM	12.42	54.37
9/28/00 4:00:00.0 PM	13.36	56.05
9/28/00 4:30:00.0 PM	13.51	56.33
9/28/00 5:00:00.0 PM	13.67	56.61
9/28/00 5:30:00.0 PM	13.97	57.16
9/28/00 6:00:00.0 PM	14.13	57.44
9/28/00 6:30:00.0 PM	14.28	57.72
9/28/00 7:00:00.0 PM	14.28	57.72
9/28/00 7:30:00.0 PM	14.28	57.72
9/28/00 8:00:00.0 PM	14.28	57.72
9/28/00 8:30:00.0 PM	14.28	57.72
9/28/00 9:00:00.0 PM	13.67	56.61
9/28/00 9:30:00.0 PM	14.13	57.44
9/28/00 10:00:00.0 PM	12.58	54.65
9/28/00 10:30:00.0 PM	12.26	54.08
9/28/00 11:00:00.0 PM	12.26	54.08
9/28/00 11:30:00.0 PM	12.11	53.80
9/29/00 12:00:00.0 AM	11.64	52.96
9/29/00 12:30:00.0 AM	11.17	52.12
9/29/00 1:00:00.0 AM	11.33	52.40
9/29/00 1:30:00.0 AM	11.64	52.96
9/29/00 2:00:00.0 AM	11.79	53.24
9/29/00 2:30:00.0 AM	12.58	54.65
9/29/00 3:00:00.0 AM	13.04	55.49
9/29/00 3:30:00.0 AM	12.26	54.08
9/29/00 4:00:00.0 AM	12.73	54.93
9/29/00 4:30:00.0 AM	13.36	56.05
9/29/00 5:00:00.0 AM	13.67	56.61
9/29/00 5:30:00.0 AM	13.82	56.88
9/29/00 6:00:00.0 AM	13.97	57.16
9/29/00 6:30:00.0 AM	13.82	56.88
9/29/00 7:00:00.0 AM	13.36	56.05
9/29/00 7:30:00.0 AM	13.67	56.61
9/29/00 8:00:00.0 AM	13.82	56.88
9/29/00 8:30:00.0 AM	13.82	56.88
9/29/00 9:00:00.0 AM	13.97	57.16
9/29/00 9:30:00.0 AM	13.67	56.61
9/29/00 10:00:00.0 AM	13.36	56.05
9/29/00 10:30:00.0 AM	13.36	56.05
9/29/00 11:00:00.0 AM	13.67	56.61
9/29/00 11:30:00.0 AM	13.67	56.61
9/29/00 12:00:00.0 PM	13.97	57.16
9/29/00 12:30:00.0 PM	14.13	57.44
9/29/00 1:00:00.0 PM	13.97	57.16
9/29/00 1:30:00.0 PM	14.13	57.44
9/29/00 2:00:00.0 PM	13.36	56.05
9/29/00 2:30:00.0 PM	13.67	56.61
9/29/00 3:00:00.0 PM	13.97	57.16
9/29/00 3:30:00.0 PM	13.36	56.05
