Date Time	Temperature   (*C)
05/18/01 17:00:00.0	8.09
05/18/01 17:30:00.0	7.78
05/18/01 18:00:00.0	7.16
05/18/01 18:30:00.0	7.78
05/18/01 19:00:00.0	6.07
05/18/01 19:30:00.0	5.76
05/18/01 20:00:00.0	6.38
05/18/01 20:30:00.0	6.85
05/18/01 21:00:00.0	6.54
05/18/01 21:30:00.0	6.85
05/18/01 22:00:00.0	6.69
05/18/01 22:30:00.0	7.32
05/18/01 23:00:00.0	7.63
05/18/01 23:30:00.0	8.56
05/19/01 00:00:00.0	8.72
05/19/01 00:30:00.0	9.02
05/19/01 01:00:00.0	9.64
05/19/01 01:30:00.0	9.18
05/19/01 02:00:00.0	8.56
05/19/01 02:30:00.0	7.94
05/19/01 03:00:00.0	8.41
05/19/01 03:30:00.0	7.78
05/19/01 04:00:00.0	8.25
05/19/01 04:30:00.0	7.16
05/19/01 05:00:00.0	6.69
05/19/01 05:30:00.0	5.92
05/19/01 06:00:00.0	5.29
05/19/01 06:30:00.0	5.45
05/19/01 07:00:00.0	5.61
05/19/01 07:30:00.0	5.14
05/19/01 08:00:00.0	5.14
05/19/01 08:30:00.0	5.29
05/19/01 09:00:00.0	6.07
05/19/01 09:30:00.0	6.23
05/19/01 10:00:00.0	6.38
05/19/01 10:30:00.0	5.76
05/19/01 11:00:00.0	6.69
05/19/01 11:30:00.0	7.01
05/19/01 12:00:00.0	6.69
05/19/01 12:30:00.0	6.85
05/19/01 13:00:00.0	6.38
05/19/01 13:30:00.0	6.38
05/19/01 14:00:00.0	7.78
05/19/01 14:30:00.0	6.69
05/19/01 15:00:00.0	6.85
05/19/01 15:30:00.0	6.07
05/19/01 16:00:00.0	5.92
05/19/01 16:30:00.0	5.76
05/19/01 17:00:00.0	5.61
05/19/01 17:30:00.0	5.92
05/19/01 18:00:00.0	5.45
05/19/01 18:30:00.0	5.14
05/19/01 19:00:00.0	5.29
05/19/01 19:30:00.0	4.82
05/19/01 20:00:00.0	4.82
05/19/01 20:30:00.0	4.82
05/19/01 21:00:00.0	4.82
05/19/01 21:30:00.0	4.82
05/19/01 22:00:00.0	4.98
05/19/01 22:30:00.0	4.82
05/19/01 23:00:00.0	5.14
05/19/01 23:30:00.0	5.29
05/20/01 00:00:00.0	6.38
05/20/01 00:30:00.0	6.85
05/20/01 01:00:00.0	8.09
05/20/01 01:30:00.0	8.87
05/20/01 02:00:00.0	9.02
05/20/01 02:30:00.0	9.02
05/20/01 03:00:00.0	8.87
05/20/01 03:30:00.0	9.02
05/20/01 04:00:00.0	9.02
05/20/01 04:30:00.0	8.87
05/20/01 05:00:00.0	8.25
05/20/01 05:30:00.0	8.25
05/20/01 06:00:00.0	8.25
05/20/01 06:30:00.0	7.94
05/20/01 07:00:00.0	8.72
05/20/01 07:30:00.0	7.47
05/20/01 08:00:00.0	6.85
05/20/01 08:30:00.0	6.38
05/20/01 09:00:00.0	6.69
05/20/01 09:30:00.0	6.85
05/20/01 10:00:00.0	7.32
05/20/01 10:30:00.0	7.01
05/20/01 11:00:00.0	6.38
05/20/01 11:30:00.0	6.69
05/20/01 12:00:00.0	6.69
05/20/01 12:30:00.0	6.69
05/20/01 13:00:00.0	8.56
05/20/01 13:30:00.0	9.18
05/20/01 14:00:00.0	8.25
05/20/01 14:30:00.0	8.25
05/20/01 15:00:00.0	8.56
05/20/01 15:30:00.0	8.72
05/20/01 16:00:00.0	8.09
05/20/01 16:30:00.0	7.47
05/20/01 17:00:00.0	7.94
05/20/01 17:30:00.0	8.09
05/20/01 18:00:00.0	7.32
05/20/01 18:30:00.0	6.23
05/20/01 19:00:00.0	6.23
05/20/01 19:30:00.0	6.38
05/20/01 20:00:00.0	6.54
05/20/01 20:30:00.0	5.92
05/20/01 21:00:00.0	5.92
05/20/01 21:30:00.0	5.29
05/20/01 22:00:00.0	5.29
05/20/01 22:30:00.0	5.29
05/20/01 23:00:00.0	5.14
05/20/01 23:30:00.0	4.98
05/21/01 00:00:00.0	4.98
05/21/01 00:30:00.0	4.98
05/21/01 01:00:00.0	5.14
05/21/01 01:30:00.0	5.45
05/21/01 02:00:00.0	5.45
05/21/01 02:30:00.0	5.45
05/21/01 03:00:00.0	6.23
05/21/01 03:30:00.0	7.47
05/21/01 04:00:00.0	7.94
05/21/01 04:30:00.0	8.25
05/21/01 05:00:00.0	7.94
05/21/01 05:30:00.0	6.85
05/21/01 06:00:00.0	6.54
05/21/01 06:30:00.0	6.23
05/21/01 07:00:00.0	5.92
05/21/01 07:30:00.0	6.07
05/21/01 08:00:00.0	5.45
05/21/01 08:30:00.0	5.45
05/21/01 09:00:00.0	5.29
05/21/01 09:30:00.0	5.29
05/21/01 10:00:00.0	5.29
05/21/01 10:30:00.0	5.14
05/21/01 11:00:00.0	5.29
05/21/01 11:30:00.0	6.07
05/21/01 12:00:00.0	6.69
05/21/01 12:30:00.0	5.92
05/21/01 13:00:00.0	6.23
05/21/01 13:30:00.0	5.61
05/21/01 14:00:00.0	5.61
05/21/01 14:30:00.0	7.32
05/21/01 15:00:00.0	7.47
05/21/01 15:30:00.0	7.01
05/21/01 16:00:00.0	7.01
05/21/01 16:30:00.0	6.54
05/21/01 17:00:00.0	6.38
05/21/01 17:30:00.0	6.23
05/21/01 18:00:00.0	6.23
05/21/01 18:30:00.0	6.38
05/21/01 19:00:00.0	6.38
05/21/01 19:30:00.0	6.38
05/21/01 20:00:00.0	5.76
05/21/01 20:30:00.0	5.29
05/21/01 21:00:00.0	5.29
05/21/01 21:30:00.0	5.29
05/21/01 22:00:00.0	5.29
05/21/01 22:30:00.0	4.98
05/21/01 23:00:00.0	4.98
05/21/01 23:30:00.0	4.98
05/22/01 00:00:00.0	4.98
05/22/01 00:30:00.0	5.45
05/22/01 01:00:00.0	5.45
05/22/01 01:30:00.0	5.92
05/22/01 02:00:00.0	6.23
05/22/01 02:30:00.0	6.23
05/22/01 03:00:00.0	7.32
05/22/01 03:30:00.0	7.63
05/22/01 04:00:00.0	8.56
05/22/01 04:30:00.0	9.02
05/22/01 05:00:00.0	8.09
05/22/01 05:30:00.0	7.63
05/22/01 06:00:00.0	6.85
