Date,YY,MM,godas_5,godas_15,godas_25
2006-12-01,2006,12,8.421258544921898,8.413629150390648,8.439569091796898
2007-01-01,2007,1,6.844964599609398,6.835809326171898,6.864801025390648
2007-02-01,2007,2,4.406549072265648,4.400445556640648,4.418756103515648
2007-03-01,2007,3,3.7442871093750223,3.7381835937500223,3.7473388671875223
2007-04-01,2007,4,4.313470458984398,4.160852050781273,4.165429687500023
2007-05-01,2007,5,7.850549316406273,6.463494873046898,5.735620117187523
2007-06-01,2007,6,11.448693847656273,8.994989013671898,8.163354492187523
2007-07-01,2007,7,15.683129882812525,11.080926513671898,10.850518798828148
2007-08-01,2007,8,16.497979736328148,12.503106689453148,12.460382080078148
2007-09-01,2007,9,15.246697998046898,14.204492187500025,13.966455078125025
2007-10-01,2007,10,13.984765625000025,14.350976562500025,14.590570068359398
2007-11-01,2007,11,9.886132812500025,10.394281005859398,11.473107910156273
2007-12-01,2007,12,5.865319824218773,6.507745361328148,7.574365234375023
2008-01-01,2008,1,4.002160644531273,4.775811767578148,5.947717285156273
2008-02-01,2008,2,3.3048339843750227,4.130334472656273,5.084039306640648
2008-03-01,2008,3,3.1155944824218977,3.7015625000000223,4.827691650390648
2008-04-01,2008,4,4.917718505859398,4.635430908203148,5.059625244140648
2008-05-01,2008,5,7.461450195312523,7.177606201171898,6.631341552734398
2008-06-01,2008,6,13.319451904296898,10.575860595703148,9.802209472656273
2008-07-01,2008,7,16.304162597656273,10.197412109375025,10.218774414062525
2008-08-01,2008,8,16.623101806640648,6.899896240234398,8.247277832031273
2008-09-01,2008,9,14.265527343750025,8.486871337890648,6.977716064453148
2008-10-01,2008,10,10.844415283203148,9.638940429687525,8.830194091796898
2008-11-01,2008,11,7.717797851562523,7.978723144531273,8.511285400390648
2008-12-01,2008,12,5.134393310546898,5.848535156250023,6.826654052734398
2009-01-01,2009,1,1.5652709960937727,2.8943420410156477,4.463006591796898
2009-02-01,2009,2,1.6293579101562727,2.3358703613281477,3.5703369140625227
2009-03-01,2009,3,2.0581298828125227,2.7173400878906477,3.3506103515625227
2009-04-01,2009,4,4.342462158203148,3.8144775390625223,4.119653320312523
2009-05-01,2009,5,8.399896240234398,4.463006591796898,5.195428466796898
2009-06-01,2009,6,12.074304199218773,8.004663085937523,7.488916015625023
2009-07-01,2009,7,15.666345214843773,10.154687500000025,8.589105224609398
2009-08-01,2009,8,18.535089111328148,9.622155761718773,8.833245849609398
2009-09-01,2009,9,14.856072998046898,9.309320068359398,7.798669433593773
2009-10-01,2009,10,10.731500244140648,9.570275878906273,9.234552001953148
2009-11-01,2009,11,8.813409423828148,9.008721923828148,9.103326416015648
2009-12-01,2009,12,5.299218750000023,5.744775390625023,6.799188232421898
2010-01-01,2010,1,2.9034973144531477,3.2773681640625227,3.9792724609375223
2010-02-01,2010,2,2.5433898925781477,2.5815368652343977,2.6471496582031477
2010-03-01,2010,3,3.7732788085937727,3.6985107421875223,3.7076660156250223
2010-04-01,2010,4,6.045373535156273,5.250360107421898,5.146600341796898
2010-05-01,2010,5,9.788476562500025,9.069757080078148,8.705072021484398
2010-06-01,2010,6,14.976617431640648,11.259454345703148,11.573815917968773
2010-07-01,2010,7,17.828576660156273,12.344384765625025,12.129235839843773
2010-08-01,2010,8,18.260400390625023,12.069726562500025,10.990899658203148
2010-09-01,2010,9,16.002038574218773,11.282342529296898,9.835778808593773
2010-10-01,2010,10,11.952233886718773,11.654687500000025,10.711663818359398
2010-11-01,2010,11,8.352593994140648,8.366326904296898,8.474664306640648
2010-12-01,2010,12,5.683740234375023,5.692895507812523,5.764611816406273
2011-01-01,2011,1,3.7625976562500223,3.7595458984375223,3.7687011718750223
2011-02-01,2011,2,2.7799011230468977,2.7875305175781477,2.8073669433593977
2011-03-01,2011,3,2.9111267089843977,2.9477478027343977,3.0835510253906477
2011-04-01,2011,4,5.033685302734398,5.100823974609398,5.209161376953148
2011-05-01,2011,5,9.040765380859398,8.470086669921898,8.470086669921898
2011-06-01,2011,6,13.806237792968773,11.662316894531273,11.926293945312525
2011-07-01,2011,7,17.863671875000023,14.218225097656273,13.827600097656273
2011-08-01,2011,8,18.133752441406273,15.031549072265648,13.215692138671898
