YY,MM,DD,AverageTemp
1997,6,18,10.498125
1997,6,19,10.064583333333333
1997,6,20,10.641458333333333
1997,6,21,10.716875
1997,6,22,8.582708333333333
1997,6,23,8.045625
1997,6,24,9.126666666666667
1997,6,25,9.293958333333332
1997,6,26,8.7725
1997,6,27,8.572708333333333
1997,6,28,9.606875
1997,6,29,9.770416666666666
1997,6,30,9.455208333333333
1997,7,1,9.11375
1997,7,2,9.767954545454545
1997,7,3,9.2560416666666665
1997,7,4,8.212083333333334
1997,7,5,7.687708333333333
1997,7,6,8.737083333333334
1997,7,7,9.044166666666666
1997,7,8,8.857291666666667
1997,7,9,8.376666666666667
1997,7,10,8.352916666666667
1997,7,11,9.0877083333333335
1997,7,12,9.164583333333333
1997,7,13,9.44875
1997,7,14,10.09625
1997,7,15,10.615
1997,7,16,11.429375
1997,7,17,12.319583333333334
1997,7,18,11.641458333333333
1997,7,19,11.945416666666667
1997,7,20,12.081666666666667
1997,7,21,14.080416666666666
1997,7,22,14.540625
1997,7,23,15.323125000000001
1997,7,24,14.91
1997,7,25,16.880208333333332
1997,7,26,16.80375
1997,7,27,16.810833333333335
1997,7,28,15.727291666666666
1997,7,29,15.710833333333333
1997,7,30,15.623333333333333
1997,7,31,15.598333333333333
1997,8,1,14.717708333333333
1997,8,2,13.27
1997,8,3,12.132916666666667
1997,8,4,13.7075
1997,8,5,15.995416666666667
1997,8,6,17.177291666666665
1997,8,7,17.005208333333332
1997,8,8,16.141041666666666
1997,8,9,14.023541666666667
1997,8,10,12.467291666666666
1997,8,11,10.760416666666666
1997,8,12,11.020208333333333
1997,8,13,12.184583333333334
1997,8,14,10.512083333333333
1997,8,15,11.387916666666666
1997,8,16,10.505833333333333
1997,8,17,10.172291666666666
1997,8,18,10.749583333333334
1997,8,19,12.107291666666667
1997,8,20,12.463125
1997,8,21,15.229583333333334
1997,8,22,14.452291666666667
1997,8,23,10.733541666666667
1997,8,24,12.710208333333334
1997,8,25,13.914166666666667
1997,8,26,15.570208333333333
1997,8,27,15.123125
1997,8,28,13.179166666666667
1997,8,29,13.341458333333334
1997,8,30,13.394583333333333
1997,8,31,13.699166666666667
1997,9,1,13.56625
1997,9,2,13.552291666666667
1997,9,3,12.813958333333334
1997,9,4,14.376875
1997,9,5,14.982708333333333
1997,9,6,14.794583333333334
1997,9,7,14.975208333333333
1997,9,8,15.2340625
1997,12,5,7.239166666666667
1997,12,6,7.420833333333333
1997,12,7,7.372708333333334
1997,12,8,7.194375
1997,12,9,6.9937499999999995
1997,12,10,6.981875
1997,12,11,6.84125
1997,12,12,6.636666666666667
1997,12,13,6.697291666666667
1997,12,14,6.58375
1997,12,15,6.150833333333333
1997,12,16,6.30625
1997,12,17,6.33375
1997,12,18,6.207083333333333
1997,12,19,6.13
1997,12,20,5.9775
1997,12,21,5.766875
1997,12,22,5.473333333333334
1997,12,23,5.999583333333334
1997,12,24,6.12125
1997,12,25,6.076458333333333
1997,12,26,6.105
1997,12,27,5.770208333333334
1997,12,28,5.6725
1997,12,29,5.606458333333333
1997,12,30,5.642083333333333
1997,12,31,5.43375
1998,1,1,4.861041666666667
1998,1,2,4.883333333333334
1998,1,3,4.863541666666666
1998,1,4,4.873333333333333
1998,1,5,4.713333333333334
1998,1,6,4.880208333333333
1998,1,7,4.85625
1998,1,8,5.075208333333333
1998,1,9,5.3654166666666665
1998,1,10,5.3133333333333335
1998,1,11,5.220000000000001
1998,1,12,4.995208333333333
1998,1,13,5.15
1998,1,14,5.294791666666667
1998,1,15,5.04375
1998,1,16,5.011875
1998,1,17,4.67
1998,1,18,4.478958333333333
1998,1,19,4.623958333333333
1998,1,20,4.54875
1998,1,21,4.358125
1998,1,22,4.254166666666666
1998,1,23,4.0495833333333335
1998,1,24,4.099166666666667
1998,1,25,4.2275
1998,1,26,3.98875
1998,1,27,3.87
1998,1,28,3.7533333333333334
1998,1,29,3.816666666666667
1998,1,30,3.9333333333333336
1998,1,31,3.836666666666667
1998,2,1,3.636041666666667
1998,2,2,3.5652083333333335
1998,2,3,3.7310416666666666
1998,2,4,3.876666666666667
1998,2,5,3.6308333333333334
1998,2,6,3.4366666666666665
1998,2,7,3.2602083333333334
1998,2,8,3.05375
1998,2,9,3.2045833333333333
1998,2,10,3.165625
1998,2,11,3.21875
1998,2,12,3.4595833333333332
1998,2,13,3.620625
1998,2,14,3.45625
1998,2,15,3.210625
1998,2,16,3.009583333333333
1998,2,17,2.8825
1998,2,18,3.001875
1998,2,19,3.16
1998,2,20,3.26
1998,2,21,3.30375
1998,2,22,3.230208333333333
1998,2,23,3.2266666666666666
1998,2,24,3.2
1998,2,25,3.2066666666666666
1998,2,26,3.32
1998,2,27,3.3233333333333333
1998,2,28,3.4483333333333333
1998,3,1,3.5549999999999997
1998,3,2,3.564583333333333
1998,3,3,3.5872916666666668
1998,3,4,3.61125
1998,3,5,3.63
1998,3,6,3.63
1998,3,7,3.725
1998,3,8,3.8512500000000003
1998,3,9,3.8575
1998,3,10,3.81375
1998,3,11,3.706666666666667
1998,3,12,3.433333333333333
1998,3,13,3.21625
1998,3,14,3.2504166666666667
1998,3,15,3.2308333333333334
1998,3,16,3.063333333333333
1998,3,17,3.05
1998,3,18,3.08
1998,3,19,3.09625
1998,3,20,3.0931249999999997
1998,3,21,2.966666666666667
1998,3,22,2.8633333333333333
1998,3,23,2.8200000000000003
1998,3,24,2.966666666666667
1998,3,25,3.053125
1998,3,26,3.194583333333333
1998,3,27,3.4070833333333335
1998,3,28,3.6783333333333332
1998,3,29,3.59375
1998,3,30,3.8910416666666667
1998,3,31,4.037083333333333
1998,4,1,4.1825
1998,4,2,4.237708333333333
1998,4,3,4.692708333333334
1998,4,4,4.838333333333333
1998,4,5,4.71
1998,4,6,4.673333333333334
1998,4,7,4.7058333333333335
1998,4,8,4.974166666666667
1998,4,9,5.1189583333333335
1998,4,10,5.2058333333333335
1998,4,11,5.168333333333333
1998,4,12,5.284583333333333
1998,4,13,5.73
1998,4,14,5.778333333333333
1998,4,15,5.804375
1998,4,16,5.8525
1998,4,17,5.221875
1998,4,18,4.935
1998,4,19,4.9347916666666665
1998,4,20,5.03125
1998,4,21,5.460833333333333
1998,4,22,5.958333333333333
1998,4,23,6.422916666666667
1998,4,24,6.502291666666666
1998,4,25,6.508125
1998,4,26,6.65625
1998,4,27,6.508541666666667
1998,4,28,6.317083333333334
1998,4,29,6.7316666666666665
1998,4,30,6.425208333333334
1998,5,1,6.391875
1998,5,2,7.272083333333333
1998,5,3,7.0841666666666665
1998,5,4,7.740833333333334
1998,5,5,8.214791666666667
1998,5,6,7.944583333333333
1998,5,7,8.434166666666666
1998,5,8,8.628333333333334
1998,5,9,8.870416666666667
1998,5,10,8.6375
1998,5,11,8.04
1998,5,12,8.148541666666667
1998,5,13,8.1925
1998,5,14,8.449791666666666
1998,5,15,8.373958333333333
1998,5,16,8.180454545454545
1998,5,17,8.559375
1998,5,18,7.405208333333333
1998,5,19,7.293541666666667
1998,5,20,6.948125
1998,5,21,6.744791666666667
1998,5,22,7.946458333333333
1998,5,23,8.887708333333334
1998,5,24,8.842916666666666
1998,5,25,8.011875
1998,5,26,7.144583333333333
1998,5,27,7.711458333333333
1998,5,28,6.832083333333333
1998,5,29,6.140625
1998,5,30,6.328333333333333
1998,5,31,6.642916666666666
1998,6,1,6.517291666666667
1998,6,2,6.666041666666667
1998,6,3,6.50125
1998,6,4,6.412708333333334
1998,6,5,7.147083333333334
1998,6,6,9.247291666666667
1998,6,7,9.515416666666667
1998,6,8,10.505
1998,6,9,9.473125
1998,6,10,8.369583333333333
1998,6,11,7.9991666666666665
1998,6,12,7.358125
1998,6,13,9.380625
1998,6,14,8.968958333333333
1998,6,15,7.7006250000000005
1998,6,16,8.873125
1998,6,17,9.653333333333334
1998,6,18,10.179791666666667
1998,6,19,10.210208333333334
1998,6,20,10.175625
1998,6,21,10.81875
1998,6,22,10.552083333333334
1998,6,23,10.1825
1998,6,24,9.871041666666667
1998,6,25,9.836458333333333
1998,6,26,9.817083333333333
1998,6,27,11.828541666666666
1998,6,28,13.602291666666666
1998,6,29,12.347708333333333
1998,6,30,10.680625
1998,7,1,10.027083333333334
1998,7,2,10.767083333333334
1998,7,3,10.169791666666667
1998,7,4,9.369375
1998,7,5,9.697291666666667
1998,7,6,10.108333333333334
1998,7,7,10.068958333333333
1998,7,8,9.412083333333333
1998,7,9,9.534583333333334
1998,7,10,8.943958333333333
1998,7,11,10.862083333333333
1998,7,12,12.17625
1998,7,13,9.280208333333333
1998,7,14,8.233958333333334
1998,7,15,8.186458333333334
1998,7,16,8.550625
1998,7,17,8.8125
1998,7,18,9.039791666666666
1998,7,19,8.782083333333333
1998,7,20,8.39
1998,7,21,8.684166666666666
1998,7,22,8.89125
1998,7,23,9.142291666666667
1998,7,24,9.323125000000001
1998,7,25,9.921875
1998,7,26,10.079166666666666
1998,7,27,9.627291666666666
1998,7,28,7.71875
1998,7,29,6.786666666666667
1998,7,30,6.857708333333333
1998,7,31,7.435208333333334
1998,8,1,7.941041666666667
1998,8,2,7.974166666666667
1998,8,3,7.95375
1998,8,4,8.41
1998,8,5,8.430416666666666
1998,8,6,8.876666666666667
1998,8,7,8.8966666666666665
1998,8,8,9.2595833333333335
1998,8,9,8.672708333333333
1998,8,10,7.860833333333334
1998,8,11,7.554375
1998,8,12,9.285625
1998,8,13,9.377916666666668
1998,8,14,8.903541666666667
1998,8,15,7.763541666666667
1998,8,16,7.710416666666666
1998,8,17,8.1814583333333335
1998,8,18,8.461666666666666
1998,8,19,11.133750000000001
1998,8,20,11.662708333333333
1998,8,21,11.8
1998,8,22,11.391458333333333
1998,8,23,10.942708333333334
1998,8,24,10.288541666666667
1998,8,25,9.482916666666666
1998,8,26,9.600208333333333
1998,8,27,9.527708333333333
1998,8,28,10.417083333333334
1998,8,29,12.544583333333334
1998,8,30,13.799791666666668
1998,8,31,13.912708333333333
1998,9,1,13.404791666666666
1998,9,2,13.676041666666666
1998,9,3,13.915625
1998,9,4,14.138333333333334
1998,9,5,12.695
1998,9,6,13.835625
1998,9,7,11.831875
1998,9,8,12.321458333333332
1998,9,9,11.504583333333333
1998,9,10,11.728125
1998,9,11,14.325833333333334
1998,9,12,14.414166666666667
1998,9,13,14.469791666666667
1998,9,14,13.980208333333334
1998,9,15,12.559583333333332
1998,9,16,11.725624999999999
1998,9,17,12.012291666666666
1998,9,18,14.3725
1998,9,19,12.638958333333333
1998,9,20,10.801874999999999
1998,9,21,10.850208333333333
1998,9,22,10.431666666666667
1998,9,23,12.686666666666667
1998,9,24,13.298541666666667
1998,9,25,13.259375
1998,9,26,12.756875
1998,9,27,11.9225
1998,9,28,10.297083333333333
1998,9,29,10.957083333333333
1998,9,30,10.9125
1998,10,1,9.858125000000001
1998,10,2,8.866458333333334
1998,10,3,9.017083333333334
1998,10,4,9.310833333333333
1998,10,5,10.151250000000001
1998,10,6,10.661249999999999
1998,10,7,10.965
1998,10,8,10.704791666666667
1998,10,9,11.274375
1998,10,10,12.044375
1998,10,11,12.244583333333333
1998,10,12,11.719999999999999
1998,10,13,11.850208333333333
1998,10,14,12.035625
1998,10,15,12.090833333333334
1998,10,16,11.95375
1998,10,17,12.026458333333334
1998,10,18,11.938541666666666
1998,10,19,11.892708333333333
1998,10,20,11.758333333333333
1998,10,21,11.366666666666667
1998,10,22,11.022083333333333
1998,10,23,10.859166666666667
1998,10,24,11.0675
1998,10,25,11.208541666666667
1998,10,26,11.200208333333334
1998,10,27,11.227916666666667
1998,10,28,11.155000000000001
1998,10,29,10.788958333333333
1998,10,30,9.203333333333333
1998,10,31,9.661041666666666
1998,11,1,10.221875
1998,11,2,10.404166666666667
1998,11,3,10.086875000000001
1998,11,4,9.800625
1998,11,5,9.453125
1998,11,6,9.1925
1998,11,7,9.113125
1998,11,8,9.167083333333334
1998,11,9,8.988125
1998,11,10,8.904583333333333
1998,11,11,8.76125
1998,11,12,8.751666666666667
1998,11,13,8.5725
1998,11,14,8.753125
1998,11,15,8.727291666666666
1998,11,16,8.461875
1998,11,17,8.885833333333334
1998,11,18,8.698541666666667
1998,11,19,8.8075
1998,11,20,8.646458333333333
1998,11,21,8.566666666666666
1998,11,22,8.355625
1998,11,23,8.075
1998,11,24,7.775416666666667
1998,11,25,7.833541666666667
1998,11,26,7.870208333333333
1998,11,27,7.746666666666667
1998,11,28,7.779583333333333
1998,11,29,7.753333333333333
1998,11,30,7.783333333333333
1998,12,1,7.67
1998,12,2,7.610625
1998,12,3,7.58875
1998,12,4,7.67
1998,12,5,7.716666666666667
1998,12,6,8.039375
1998,12,7,8.151041666666666
1998,12,8,8.086666666666668
1998,12,9,7.955
1998,12,10,7.901875
1998,12,11,7.733333333333333
1998,12,12,7.57625
1998,12,13,7.51
1998,12,14,7.26625
1998,12,15,7.176666666666667
1998,12,16,7.21
1998,12,17,7.156666666666666
1998,12,18,7.1625
1998,12,19,6.993333333333333
1998,12,20,7.066666666666666
1998,12,21,7.029999999999999
1998,12,22,6.976666666666667
1998,12,23,6.765000000000001
1998,12,24,6.766041666666666
1998,12,25,6.621666666666667
1998,12,26,6.63
1998,12,27,6.478541666666667
1998,12,28,5.939375
1998,12,29,5.979791666666666
1998,12,30,5.965833333333333
1998,12,31,5.627083333333333
1999,1,1,5.746666666666667
1999,1,2,5.1258333333333335
1999,1,3,5.194791666666666
1999,1,4,5.206875
1999,1,5,5.253541666666667
1999,1,6,5.151875
1999,1,7,4.821666666666667
1999,1,8,4.797083333333333
1999,1,9,4.776249999999999
1999,1,10,4.760208333333333
1999,1,11,4.500208333333333
1999,1,12,4.716666666666667
1999,1,13,4.656666666666667
1999,1,14,4.260416666666667
1999,1,15,4.355416666666667
1999,1,16,4.12625
1999,1,17,3.946875
1999,1,18,4.023124999999999
1999,1,19,4.203125
1999,1,20,4.164791666666667
1999,1,21,3.946458333333333
1999,1,22,3.899583333333333
1999,1,23,3.940625
1999,1,24,4.275
1999,1,25,4.358125
1999,1,26,4.363333333333333
1999,1,27,4.371041666666667
1999,1,28,4.129166666666666
1999,1,29,3.9
1999,1,30,3.5316666666666667
1999,1,31,3.3472916666666666
1999,2,1,3.4591666666666665
1999,2,2,3.2935416666666666
1999,2,3,3.5191666666666666
1999,2,4,3.5266666666666664
1999,2,5,3.680625
1999,2,6,3.6039583333333334
1999,2,7,3.0727083333333334
1999,2,8,2.997708333333333
1999,2,9,2.9010416666666665
1999,2,10,3.1704166666666667
1999,2,11,3.3375
1999,2,12,3.3200000000000003
1999,2,13,3.549583333333333
1999,2,14,3.3866666666666667
1999,2,15,3.2668749999999998
1999,2,16,3.236666666666667
1999,2,17,3.2666666666666666
1999,2,18,3.3495833333333334
1999,2,19,3.3133333333333335
1999,2,20,3.243333333333333
1999,2,21,3.1758333333333333
1999,2,22,3.06875
1999,2,23,2.8333333333333335
1999,2,24,2.7664583333333335
1999,2,25,2.926458333333333
1999,2,26,2.9066666666666667
1999,2,27,2.7866666666666666
1999,2,28,2.8266666666666667
1999,3,1,3
1999,3,2,3.0620833333333333
1999,3,3,3.080625
1999,3,4,3.236666666666667
1999,3,5,3.216666666666667
1999,3,6,3.1435416666666667
1999,3,7,3.1760416666666664
1999,3,8,3.095833333333333
1999,3,9,2.743333333333333
1999,3,10,2.578333333333333
1999,3,11,2.5891666666666664
1999,3,12,2.535833333333333
1999,3,13,2.49125
1999,3,14,2.469375
1999,3,15,2.5404166666666668
1999,3,16,2.6510416666666665
1999,3,17,2.783333333333333
1999,3,18,2.8666666666666667
1999,3,19,2.8633333333333333
1999,3,20,2.9633333333333334
1999,3,21,2.956666666666667
1999,3,22,3.0033333333333334
1999,3,23,3.1241666666666665
1999,3,24,3.1679166666666667
1999,3,25,3.0545833333333334
1999,3,26,3.3514583333333334
1999,3,27,3.46
1999,3,28,3.4966666666666666
1999,3,29,3.5033333333333334
1999,3,30,3.6377083333333333
1999,3,31,3.8229166666666665
1999,4,1,3.9795833333333333
1999,4,2,4.633958333333333
1999,4,3,4.938124999999999
1999,4,4,4.583333333333333
1999,4,5,4.909375
1999,4,6,4.828541666666667
1999,4,7,4.8620833333333335
1999,4,8,4.717083333333333
1999,4,9,5.198125
1999,4,10,5.401041666666667
1999,4,11,5.416875
1999,4,12,5.5616666666666665
1999,4,13,5.586041666666667
1999,4,14,5.7225
1999,4,15,5.9558333333333335
1999,4,16,6.123333333333333
1999,4,17,6.020208333333334
1999,4,18,5.73875
1999,4,19,6.26375
1999,4,20,5.923958333333333
1999,4,21,6.080416666666666
1999,4,22,5.238125
1999,4,23,5.065833333333333
1999,4,24,6.049166666666666
1999,4,25,6.7022916666666665
1999,4,26,6.769375
1999,4,27,7.323333333333333
1999,4,28,7.6589583333333335
1999,4,29,7.809375
1999,4,30,7.9227083333333335
1999,5,1,8.067499999999999
1999,5,2,8.076875
1999,5,3,8.757291666666667
1999,5,4,8.588958333333334
1999,5,5,8.110833333333334
1999,5,6,8.357291666666667
1999,5,7,8.569166666666666
1999,5,8,8.270624999999999
1999,5,9,8.057083333333333
1999,5,10,7.895625
1999,5,11,8.179375
1999,5,12,7.971666666666667
1999,5,13,8.9825
1999,5,14,9.733333333333333
1999,5,15,9.062291666666667
1999,5,16,8.909583333333334
1999,5,17,8.298541666666667
1999,5,18,8.205625
1999,5,19,8.333958333333333
1999,5,20,8.935
1999,5,21,9.45375
1999,5,22,10.070625
1999,5,23,9.894583333333333
1999,5,24,10.577083333333334
1999,5,25,7.56625
1999,5,26,6.739375
1999,5,27,7.58125
1999,5,28,7.895625
1999,5,29,8.120833333333334
1999,5,30,8.291666666666666
1999,5,31,8.608958333333334
1999,6,1,8.13125
1999,6,2,7.475681818181818
1999,6,3,6.7941666666666665
1999,6,4,7.655833333333334
1999,6,5,9.117708333333333
1999,6,6,8.13375
1999,6,7,7.0945833333333335
1999,6,8,7.179583333333333
1999,6,9,9.014166666666666
1999,6,10,11.318333333333333
1999,6,11,12.265625
1999,6,12,12.182083333333333
1999,6,13,11.592083333333333
1999,6,14,11.34375
1999,6,15,10.187916666666666
1999,6,16,11.781458333333333
1999,6,17,12.108125
1999,6,18,12.698333333333334
1999,6,19,13.181458333333333
1999,6,20,13.270416666666666
1999,6,21,11.214375
1999,6,22,11.2375
1999,6,23,11.488333333333333
1999,6,24,11.492291666666667
1999,6,25,11.069375
1999,6,26,10.136041666666667
1999,6,27,10.750625
1999,6,28,10.988541666666666
1999,6,29,10.065833333333334
1999,6,30,9.611458333333333
1999,7,1,10.416666666666666
1999,7,2,8.907291666666666
1999,7,3,8.432916666666667
1999,7,4,8.807083333333333
1999,7,5,8.7752083333333335
1999,7,6,9.240625
1999,7,7,10.046875
1999,7,8,10.284583333333334
1999,7,9,10.704791666666667
1999,7,10,10.408125
1999,7,11,10.240208333333333
1999,7,12,12.101458333333333
1999,7,13,12.709791666666666
1999,7,14,12.247083333333332
1999,7,15,10.873541666666666
1999,7,16,9.839375
1999,7,17,9.281458333333333
1999,7,18,9.826875
1999,7,19,10.169166666666667
1999,7,20,11.308333333333334
1999,7,21,12.275
1999,7,22,11.349583333333333
1999,7,23,9.9825
1999,7,24,9.56875
1999,7,25,10.098333333333333
1999,7,26,11.139166666666666
1999,7,27,11.689166666666667
1999,7,28,11.595
1999,7,29,12.041041666666667
1999,7,30,13.026875
1999,7,31,12.827291666666667
1999,8,1,11.818958333333333
1999,8,2,10.850625
1999,8,3,11.628333333333334
1999,8,4,11.45
1999,8,5,11.225208333333333
1999,8,6,10.634166666666667
1999,8,7,10.201666666666666
1999,8,8,10.855
1999,8,9,11.133541666666666
1999,8,10,12.882708333333333
1999,8,11,13.300416666666667
1999,8,12,13.116666666666667
1999,8,13,13.085833333333333
1999,8,14,10.8725
1999,8,15,11.85625
1999,8,16,12.662291666666667
1999,8,17,13.013958333333333
1999,8,18,11.652916666666666
1999,8,19,12.74375
1999,8,20,12.846875
1999,8,21,14.77875
1999,8,22,16.564791666666665
1999,8,23,14.602708333333332
1999,8,24,12.864791666666667
1999,8,25,13.146458333333333
1999,8,26,12.308333333333334
1999,8,27,11.502916666666668
1999,8,28,10.69375
1999,8,29,10.1425
1999,8,30,11.99
1999,8,31,14.475625
1999,9,1,13.874791666666667
1999,9,2,12.586875
1999,9,3,10.921458333333334
1999,9,4,10.648541666666667
1999,9,5,10.803958333333334
1999,9,6,10.767916666666666
1999,9,7,10.768333333333333
1999,9,8,10.590416666666666
1999,9,9,10.408333333333333
1999,9,10,10.453333333333333
1999,9,11,9.966458333333334
1999,9,12,9.852708333333332
1999,9,13,11.048541666666667
1999,9,14,10.564583333333333
1999,9,15,10.039583333333333
1999,9,16,12.851875
1999,9,17,11.558958333333333
1999,9,18,11.84
1999,9,19,14.667708333333334
1999,9,20,14.730208333333334
1999,9,21,13.900416666666667
1999,9,22,13.679791666666667
1999,9,23,13.678958333333334
1999,9,24,14.49625
1999,9,25,12.776458333333334
1999,9,26,12.391875
1999,9,27,12.022708333333334
1999,9,28,10.822916666666666
1999,9,29,10.250416666666666
1999,9,30,9.955208333333333
1999,10,1,9.637916666666666
1999,10,2,9.700208333333334
1999,10,3,10.256666666666668
1999,10,4,11.496458333333333
1999,10,5,13.154583333333333
1999,10,6,13.348333333333333
1999,10,7,13.160416666666666
1999,10,8,13.324375
1999,10,9,13.154166666666667
1999,10,10,13.085416666666667
1999,10,11,12.700833333333334
1999,10,12,12.361458333333333
