YY,MM,DD,AverageTemp
1999,10,13,12.624583333333334
1999,10,14,11.518125
1999,10,15,11.536666666666667
1999,10,16,10.926875
1999,10,17,11.041458333333333
1999,10,18,11.594166666666666
1999,10,19,11.935
1999,10,20,12.045833333333333
1999,10,21,11.989583333333334
1999,10,22,11.942708333333334
1999,10,23,11.566458333333333
1999,10,24,10.662083333333333
1999,10,25,10.170625
1999,10,26,10.565625
1999,10,27,10.6025
1999,10,28,11.017916666666666
1999,10,29,10.786666666666667
1999,10,30,10.707916666666668
1999,10,31,10.600208333333333
1999,11,1,10.36
1999,11,2,10.548958333333333
1999,11,3,10.652916666666666
1999,11,4,9.54375
1999,11,5,9.344166666666666
1999,11,6,8.922916666666667
1999,11,7,9.0877083333333335
1999,11,8,9.006666666666668
1999,11,9,8.985208333333333
1999,11,10,8.851875
1999,11,11,9.02125
1999,11,12,9.288333333333334
1999,11,13,9.113125
1999,11,14,9.029583333333333
1999,11,15,8.8875
1999,11,16,8.808541666666667
1999,11,17,8.315625
1999,11,18,8.365208333333333
1999,11,19,8.702916666666667
1999,11,20,8.258541666666666
1999,11,21,8.404583333333333
1999,11,22,8.55375
1999,11,23,8.604583333333334
1999,11,24,8.761666666666667
1999,11,25,8.745625
1999,11,26,8.810208333333334
1999,11,27,8.864791666666667
1999,11,28,8.6425
1999,11,29,8.499375
1999,11,30,8.344999999999999
1999,12,1,8.328333333333333
1999,12,2,8.210208333333334
1999,12,3,8.083125
1999,12,4,7.970625
1999,12,5,8.058125
1999,12,6,8.058125
1999,12,7,8.0175
1999,12,8,7.914375
1999,12,9,7.83
1999,12,10,7.723333333333333
1999,12,11,7.6425
1999,12,12,7.2752083333333335
1999,12,13,7.254642857142857
1999,12,14,7.27046511627907
1999,12,15,7.508958333333333
1999,12,16,7.546458333333334
1999,12,17,7.550000000000001
1999,12,18,7.44
1999,12,19,7.392708333333333
1999,12,20,7.096666666666667
1999,12,21,7.002916666666667
1999,12,22,7.066458333333333
1999,12,23,7.354166666666667
1999,12,24,7.232083333333333
1999,12,25,6.877083333333333
1999,12,26,6.638541666666667
1999,12,27,6.583541666666666
1999,12,28,6.034375
1999,12,29,6.173541666666667
1999,12,30,6.057083333333333
1999,12,31,6.413541666666667
2000,1,1,6.445625000000001
2000,1,2,6.178333333333334
2000,1,3,5.982083333333334
2000,1,4,5.976666666666667
2000,1,5,6.069583333333333
2000,1,6,5.898333333333333
2000,1,7,5.632291666666666
2000,1,8,5.689375
2000,1,9,5.8325000000000005
2000,1,10,5.870625
2000,1,11,5.811458333333333
2000,1,12,5.970208333333333
2000,1,13,5.891666666666667
2000,1,14,5.378333333333333
2000,1,15,4.3064583333333335
2000,1,16,3.8558333333333334
2000,1,17,4.355625
2000,1,18,4.17375
2000,1,19,4.410208333333333
2000,1,20,4.336041666666667
2000,1,21,4.09
2000,1,22,3.5210416666666666
2000,1,23,3.1241666666666665
2000,1,24,3.64375
2000,1,25,3.4139583333333334
2000,1,26,3.40625
2000,1,27,3.4033333333333333
2000,1,28,3.1
2000,1,29,2.1997916666666666
2000,1,30,1.5718750000000001
2000,1,31,2.0308333333333333
2000,2,1,2.3064583333333335
2000,2,2,2.6233333333333335
2000,2,3,2.2354166666666666
2000,2,4,2.396666666666667
2000,2,5,2.373125
2000,2,6,2.674166666666667
2000,2,7,2.7504166666666667
2000,2,8,3.0300000000000002
2000,2,9,2.850625
2000,2,10,2.9833333333333334
2000,2,11,2.91
2000,2,12,2.77
2000,2,13,2.5608333333333335
2000,2,14,2.6
2000,2,15,2.5745833333333334
2000,2,16,2.566666666666667
2000,2,17,2.7025
2000,2,18,2.598125
2000,2,19,2.5966666666666667
2000,2,20,2.6502083333333335
2000,2,21,2.84
2000,2,22,2.7800000000000002
2000,2,23,2.7600000000000002
2000,2,24,2.973333333333333
2000,2,25,3.086666666666667
2000,2,26,3.1900000000000004
2000,2,27,3.3033333333333332
2000,2,28,3.4652083333333334
2000,2,29,3.489375
2000,3,1,3.554375
2000,3,2,3.7
2000,3,3,3.683333333333333
2000,3,4,3.66125
2000,3,5,3.7133333333333334
2000,3,6,3.6933333333333334
2000,3,7,3.8233333333333333
2000,3,8,3.83
2000,3,9,4.119791666666667
2000,3,10,4.244166666666667
2000,3,11,4.160625
2000,3,12,4.118125
2000,3,13,4.068125
2000,3,14,4.061875
2000,3,15,4.071666666666666
2000,3,16,4.26
2000,3,17,4.39875
2000,3,18,4.031458333333333
2000,3,19,3.9800000000000004
2000,3,20,3.9533333333333336
2000,3,21,3.9033333333333333
2000,3,22,3.8733333333333335
2000,3,23,3.8833333333333333
2000,3,24,3.9400000000000004
2000,3,25,4.068125
2000,3,26,4.162708333333334
2000,3,27,4.208333333333333
2000,3,28,4.586875
2000,3,29,4.773541666666667
2000,3,30,4.551875
2000,3,31,4.7179166666666665
2000,4,1,4.910208333333333
2000,4,2,4.874583333333333
2000,4,3,4.88125
2000,4,4,5.007083333333333
2000,4,5,4.6554166666666665
2000,4,6,4.332708333333334
2000,4,7,4.5285416666666665
2000,4,8,5.076458333333333
2000,4,9,5.35375
2000,4,10,4.870833333333333
2000,4,11,4.938124999999999
2000,4,12,5.182708333333333
2000,4,13,5.25
2000,4,14,5.540208333333333
2000,4,15,5.736041666666667
2000,4,16,5.9331249999999995
2000,4,17,6.092083333333333
2000,4,18,6.263958333333333
2000,4,19,6.220416666666667
2000,4,20,6.166875
2000,4,21,6.378958333333333
2000,4,22,6.357916666666667
2000,4,23,6.083125
2000,4,24,6.0325
2000,4,25,6.171666666666667
2000,4,26,6.253125
2000,4,27,6.1325
2000,4,28,6.2275
2000,4,29,6.230416666666667
2000,4,30,6.499375
2000,5,1,6.851458333333333
2000,5,2,7.018541666666667
2000,5,3,7.148125
2000,5,4,7.5095833333333335
2000,5,5,6.7993749999999995
2000,5,6,6.730833333333333
2000,5,7,7.112291666666667
2000,5,8,7.03125
2000,5,9,7.264375
2000,5,10,8.862916666666667
2000,5,11,9.10125
2000,5,12,8.932916666666667
2000,5,13,8.804791666666667
2000,5,14,8.878541666666667
2000,5,15,9.205
2000,5,16,9.072291666666667
2000,5,17,9.642916666666666
2000,5,18,10.133125
2000,5,19,8.658958333333333
2000,5,20,9.470416666666667
2000,5,21,9.265833333333333
2000,5,22,9.379375
2000,5,23,9.57625
2000,5,24,9.868333333333334
2001,3,20,3.5827272727272725
2001,3,21,3.643333333333333
2001,3,22,3.71
2001,3,23,3.63
2001,3,24,3.6889583333333333
2001,3,25,3.7460416666666667
2001,3,26,3.7516666666666665
2001,3,27,3.6966666666666668
2001,3,28,3.75375
2001,3,29,3.8654166666666665
2001,3,30,3.83125
2001,3,31,3.75
2001,4,1,3.75
2001,4,2,3.6266666666666665
2001,4,3,3.6266666666666665
2001,4,4,3.7347916666666667
2001,4,5,4.001875
2001,4,6,3.9979166666666663
2001,4,7,4.2941666666666665
2001,4,8,4.300208333333333
2001,4,9,4.2475
2001,4,10,4.503125
2001,4,11,4.7162500000000005
2001,4,12,4.73
2001,4,13,4.2664583333333335
2001,4,14,4.473958333333333
2001,4,15,4.796666666666667
2001,4,16,5.036666666666667
2001,4,17,5.2275
2001,4,18,5.386458333333334
2001,4,19,5.3999999999999995
2001,4,20,5.496041666666667
2001,4,21,5.542708333333334
2001,4,22,5.311875
2001,4,23,5.805833333333333
2001,4,24,5.305625
2001,4,25,5.331041666666667
2001,4,26,5.7214583333333335
2001,4,27,6.339166666666666
2001,4,28,6.940416666666667
2001,4,29,7.276458333333333
2001,4,30,6.75125
2001,5,1,6.829375
2001,5,2,5.91625
2001,5,3,5.689166666666667
2001,5,4,5.768125
2001,5,5,6.1466666666666665
2001,5,6,8.829166666666666
2001,5,7,8.9122916666666665
2001,5,8,7.994791666666666
2001,5,9,6.20125
2001,5,10,5.357708333333333
2001,5,11,5.158541666666666
2001,5,12,5.175625
2001,5,13,5.777291666666667
2001,5,14,9.378541666666667
2001,5,15,9.618541666666667
2001,5,16,10.104583333333332
2001,5,17,10
2001,5,18,10.53
2001,5,19,10.43375
2001,5,20,10.8825
2001,5,21,11.253958333333333
2001,5,22,11.376875
2001,5,23,11.507083333333334
2001,5,24,11.779583333333333
2001,5,25,12.01
2001,5,26,12.024166666666666
2001,5,27,11.974791666666667
2001,5,28,11.543125
2001,5,29,10.255833333333333
2001,5,30,9.092708333333333
2001,5,31,8.295208333333333
2001,6,1,9.630208333333334
2001,6,2,10.391666666666667
2001,6,3,10.530833333333334
2001,6,4,9.571666666666667
2001,6,5,8.098958333333334
2001,6,6,8.957708333333333
2001,6,7,10.297916666666667
2001,6,8,10.414375
2001,6,9,10.474583333333333
2001,6,10,10.291458333333333
2001,6,11,10.07375
2001,6,12,9.545625
2001,6,13,9.952916666666667
2001,6,14,9.398125
2001,6,15,9.217708333333334
2001,6,16,8.897083333333333
2001,6,17,8.374583333333334
2001,6,18,8.884791666666667
2001,6,19,9.25375
2001,6,20,8.467708333333334
2001,6,21,8.65625
2001,6,22,10.303958333333334
2001,6,23,9.656458333333333
2001,6,24,8.54125
2001,6,25,8.27
2001,6,26,8.732083333333334
2001,6,27,9.052708333333333
2001,6,28,9.033958333333333
2001,6,29,10.681458333333333
2001,6,30,10.126875
2001,7,1,9.169583333333334
2001,7,2,8.073333333333334
2001,7,3,9.800625
2001,7,4,10.419791666666667
2001,7,5,9.692291666666666
2001,7,6,8.506458333333333
2001,7,7,8.0841666666666665
2001,7,8,8.601041666666667
2001,7,9,8.726875
2001,7,10,8.601041666666667
2001,7,11,8.544375
2001,7,12,8.114583333333334
2001,7,13,8.06125
2001,7,14,8.640833333333333
2001,7,15,9.3725
2001,7,16,9.8654166666666665
2001,7,17,9.840208333333333
2001,7,18,10.35875
2001,7,19,11.267708333333333
2001,7,20,11.885208333333333
2001,7,21,11.76125
2001,7,22,10.088333333333333
2001,7,23,8.796458333333334
2001,7,24,8.231666666666667
2001,7,25,8.25375
2001,7,26,9.52875
2001,7,27,11.177916666666667
2001,7,28,11.830208333333333
2001,7,29,11.565
2001,7,30,11.236458333333333
2001,7,31,11.224166666666667
2001,8,1,11.51125
2001,8,2,11.89125
2001,8,3,10.222916666666666
2001,8,4,10.27875
2001,8,5,10.585833333333333
2001,8,6,11.133541666666666
2001,8,7,10.603125
2001,8,8,10.750833333333333
2001,8,9,10.888541666666667
2001,8,10,10.246458333333333
2001,8,11,10.04
2001,8,12,11.191041666666667
2001,8,13,11.8075
2001,8,14,12.730416666666667
2001,8,15,12.606666666666667
2001,8,16,12.539791666666666
2001,8,17,10.575833333333334
2001,8,18,9.688541666666667
2001,8,19,9.592916666666667
2001,8,20,10.371875
2001,8,21,10.802083333333334
2001,8,22,11.536875
2001,8,23,12.043541666666666
2001,8,24,12.639166666666666
2001,8,25,14.683333333333334
2001,8,26,14.827916666666667
2001,8,27,11.953541666666666
2001,8,28,11.0325
2001,8,29,10.8125
2001,8,30,11.466458333333334
2001,8,31,11.658958333333333
2001,9,1,10.016875
2001,9,2,11.92375
2001,9,3,12.130208333333334
2001,9,4,9.911249999999999
2001,9,5,10.435208333333334
2001,9,6,10.38795918367347
2001,9,7,10.949791666666666
2001,9,8,10.282916666666667
2001,9,9,9.314583333333333
2001,9,10,9.587291666666667
2001,9,11,10.443125
2001,9,12,10.227708333333334
2001,9,13,11.383958333333334
2001,9,14,11.730833333333333
2001,9,15,13.776041666666666
2001,9,16,13.314583333333333
2001,9,17,13.840833333333334
2001,9,18,13.72
2001,9,19,14.172083333333333
2001,9,20,15.053333333333333
2001,9,21,13.375416666666666
2001,9,22,10.914166666666667
2001,9,23,11.095208333333334
2001,9,24,11.673125
2001,9,25,12.813125
2001,9,26,11.732708333333333
2001,9,27,10.427916666666667
2001,9,28,11.11375
2001,9,29,14.020833333333334
2001,9,30,14.095833333333333
2001,10,1,14.169791666666667
2001,10,2,14.097083333333334
2001,10,3,14.3775
2001,10,4,14.236041666666667
2001,10,5,14.022291666666666
2001,10,6,12.952291666666667
2001,10,7,11.793541666666666
2001,10,8,10.147499999999999
2001,10,9,12.03625
2001,10,10,12.663958333333333
2001,10,11,11.691041666666667
2001,10,12,11.326458333333333
2001,10,13,11.72875
2001,10,14,12.211875
2001,10,15,12.305625000000001
2001,10,16,12.65
2001,10,17,11.371458333333333
2001,10,18,9.461666666666666
2001,10,19,9.689166666666667
2001,10,20,9.895208333333333
2001,10,21,9.9125
2001,10,22,9.8925
2001,10,23,10.939791666666666
2001,10,24,10.583958333333333
2001,10,25,10.359375
2001,10,26,9.654375
2001,10,27,9.107916666666666
2001,10,28,9.019583333333333
2001,10,29,9.157083333333333
2001,10,30,9.569166666666668
2001,10,31,9.702291666666667
2001,11,1,10.11375
2001,11,2,10.133958333333334
2001,11,3,10.082708333333333
2001,11,4,9.879166666666666
2001,11,5,9.489791666666667
2001,11,6,9.45375
2001,11,7,9.862916666666667
2001,11,8,9.588
2001,11,9,9.635416666666668
2001,11,10,9.541666666666668
2001,11,11,9.249791666666667
2001,11,12,9.14
2001,11,13,8.903333333333332
2001,11,14,8.87375
2001,11,15,8.854166666666666
2001,11,16,8.879999999999999
2001,11,17,8.85375
2001,11,18,8.725625
2001,11,19,8.641666666666667
2001,11,20,9.020624999999999
2001,11,21,8.791875000000001
2001,11,22,8.518333333333334
2001,11,23,8.911666666666667
2001,11,24,8.7225
2001,11,25,8.725625
2001,11,26,8.74125
2001,11,27,8.866666666666667
2001,11,28,8.79125
2001,11,29,8.813125
2001,11,30,8.728750000000002
2001,12,1,8.795
2001,12,2,8.750625000000001
2001,12,3,8.65375
2001,12,4,8.56625
2001,12,5,8.558541666666667
2001,12,6,8.60375
2001,12,7,8.66
2001,12,8,8.468958333333333
2001,12,9,8.315625
2001,12,10,8.16
2001,12,11,8.192708333333334
2001,12,12,8.25875
2001,12,13,8.211875
2001,12,14,8.269791666666666
2001,12,15,8.286666666666667
2001,12,16,7.895208333333334
2001,12,17,7.6575
2001,12,18,7.6535416666666665
2001,12,19,7.5460416666666665
2001,12,20,7.839583333333334
2001,12,21,7.885
2001,12,22,7.687916666666666
2001,12,23,7.3675
2001,12,24,7.578541666666667
2001,12,25,7.803333333333334
2001,12,26,7.78
2001,12,27,7.626458333333333
2001,12,28,7.454375
2001,12,29,7.179375
2001,12,30,7.116666666666667
2001,12,31,6.825625
2002,1,1,6.688958333333334
2002,1,2,6.463125
2002,1,3,6.506666666666667
2002,1,4,6.379166666666666
2002,1,5,6.116875
2002,1,6,6.236458333333333
2002,1,7,6.375416666666666
2002,1,8,6.262083333333334
2002,1,9,6.080208333333333
2002,1,10,5.73625
2002,1,11,5.800833333333333
2002,1,12,5.903333333333333
2002,1,13,5.9575
2002,1,14,5.8933333333333335
2002,1,15,5.811458333333333
2002,1,16,5.611458333333333
2002,1,17,5.583541666666667
2002,1,18,5.503333333333334
2002,1,19,5.706875
2002,1,20,5.5633333333333335
2002,1,21,5.43
2002,1,22,5.316666666666666
2002,1,23,5.393958333333334
2002,1,24,5.398958333333334
2002,1,25,5.246041666666667
2002,1,26,5.300208333333333
2002,1,27,5.45
2002,1,28,5.43
2002,1,29,5.486458333333333
2002,1,30,5.466666666666667
2002,1,31,5.20875
2002,2,1,5.036666666666667
2002,2,2,5.206041666666667
2002,2,3,5
2002,2,4,5.1154166666666665
2002,2,5,4.95375
2002,2,6,4.818333333333333
2002,2,7,4.736666666666666
2002,2,8,4.833958333333333
2002,2,9,4.711041666666667
2002,2,10,4.82
2002,2,11,4.996458333333334
2002,2,12,4.687291666666667
2002,2,13,4.645416666666667
2002,2,14,4.4107843137254905
2002,2,15,4.510208333333333
2002,2,16,4.603333333333333
2002,2,17,4.6
2002,2,18,4.3879166666666665
2002,2,19,4.4
2002,2,20,4.41
2002,2,21,4.315625
2002,2,22,4.329166666666667
2002,2,23,4.4002083333333335
2002,2,24,4.406875
2002,2,25,4.406666666666667
2002,2,26,4.553333333333333
2002,2,27,4.713333333333333
2002,2,28,4.760416666666666
2002,3,1,4.696666666666666
2002,3,2,4.68
2002,3,3,4.782291666666667
2002,3,4,4.874375
2002,3,5,4.678541666666667
2002,3,6,4.669791666666667
2002,3,7,4.708541666666666
2002,3,8,4.75125
2002,3,9,4.893958333333334
2002,3,10,5.131458333333334
2002,3,11,4.983333333333333
2002,3,12,4.9
2002,3,13,4.903333333333333
2002,3,14,4.913958333333333
2002,3,15,5.070625
2002,3,16,5.18
2002,3,17,5.089375
2002,3,18,5.0200000000000005
2002,3,19,4.92
2002,3,20,4.845
2002,3,21,4.920208333333333
2002,3,22,4.848541666666667
2002,3,23,4.7825
2002,3,24,4.80125
2002,3,25,4.91375
2002,3,26,4.87
2002,3,27,4.87
2002,3,28,4.867291666666667
2002,3,29,5.028333333333333
2002,3,30,5.07375
2002,3,31,5.150625
2002,4,1,5.132916666666667
2002,4,2,5.261875
2002,4,3,5.334375
2002,4,4,5.510208333333333
2002,4,5,5.648541666666667
2002,4,6,5.53
2002,4,7,5.504583333333334
2002,4,8,5.559583333333333
2002,4,9,5.759375
2002,4,10,6
2002,4,11,6.247708333333334
2002,4,12,6.539375
2002,4,13,6.458958333333333
2002,4,14,6.372708333333334
2002,4,15,6.7612499999999995
2002,4,16,6.865625
2002,4,17,7.066458333333333
2002,4,18,7.840416666666666
2002,4,19,8.149166666666668
2002,4,20,8.304583333333333
2002,4,21,8.558125
2002,4,22,8.298333333333334
2002,4,23,7.777916666666666
2002,4,24,7.816041666666667
2002,4,25,7.7225
2002,4,26,7.522708333333333
2002,4,27,7.535208333333333
2002,4,28,7.755
2002,4,29,7.584583333333333
2002,4,30,7.21875
2002,5,1,7.202708333333333
2002,5,2,7.422083333333333
2002,5,3,7.255
2002,5,4,7.797291666666666
2002,5,5,7.912708333333334
2002,5,6,7.9539583333333335
2002,5,7,7.989166666666667
2002,5,8,8.001458333333334
2002,5,9,8.379166666666666
2002,5,10,7.533541666666666
2002,5,11,6.939166666666667
2002,5,12,7.960208333333333
2002,5,13,8.948958333333334
2002,5,14,8.506874999999999
2002,5,15,8.042291666666667
2002,5,16,8.371041666666667
2002,5,17,8.472916666666666
2002,5,18,9.109375
2002,5,19,8.891666666666667
2002,5,20,9.080833333333333
2002,5,21,8.7716666666666665
2002,5,22,9.342083333333333
2002,5,23,9.178333333333333
2002,5,24,8.712083333333334
2002,5,25,9.251458333333334
2002,5,26,9.13
2002,5,27,8.147708333333334
2002,5,28,8.11625
2002,5,29,8.125
2002,5,30,7.990833333333334
2002,5,31,7.2775
2002,6,1,6.70625
2002,6,2,7.0564583333333335
2002,6,3,8.6925
2002,6,4,10.359583333333333
2002,6,5,9.373958333333333
2002,6,6,7.72375
2002,6,7,8.909375
2002,6,8,9.756666666666666
2002,6,9,8.4725
2002,6,10,7.349583333333333
2002,6,11,7.951333333333333
2002,6,12,10.888333333333334
2002,6,13,11.390416666666667
2002,6,14,11.670416666666666
2002,6,15,11.825833333333334
2002,6,16,11.723125
2002,6,17,11.929375
2002,6,18,11.713333333333333
2002,6,19,12.055416666666666
2002,6,20,12.084583333333333
2002,6,21,11.716041666666667
2002,6,22,11.470416666666667
2002,6,23,11.600208333333333
2002,6,24,11.759375
2002,6,25,12.408541666666666
2002,6,26,11.46125
2002,6,27,10.979375000000001
2002,6,28,10.542083333333334
2002,6,29,10.633125
2002,6,30,10.9475
2002,7,1,9.665000000000001
2002,7,2,8.899583333333334
2002,7,3,9.264166666666666
2002,7,4,9.662083333333333
2002,7,5,9.6502083333333335
2002,7,6,12.391041666666666
2002,7,7,13.091875
2002,7,8,12.736875
2002,7,9,11.030208333333334
2002,7,10,10.318333333333333
2002,7,11,12.217916666666667
2002,7,12,14.536249999999999
2002,7,13,13.070833333333333
2002,7,14,10.61
2002,7,15,9.710416666666667
2002,7,16,9.429375
2002,7,17,9.994375
2002,7,18,10.35375
2002,7,19,10.195625
2002,7,20,12.400416666666667
2002,7,21,13.218541666666667
2002,7,22,11.942708333333334
2002,7,23,9.196458333333334
2002,7,24,11.079166666666667
2002,7,25,12.953541666666666
2002,7,26,13.992708333333333
2002,7,27,13.782083333333333
2002,7,28,12.796666666666667
2002,7,29,11.348749999999999
2002,7,30,10.733125
2002,7,31,11.371041666666667
2002,8,1,12.710208333333334
2002,8,2,13.435
2002,8,3,12.07625
2002,8,4,12.370625
2002,8,5,11.359791666666666
2002,8,6,11.037291666666667
2002,8,7,14.640208333333334
2002,8,8,17.1012
2002,8,9,17.166041666666665
2002,8,10,15.8225
2002,8,11,13.774791666666667
2002,8,12,12.368541666666667
2002,8,13,11.522083333333333
2002,8,14,11.142708333333333
2002,8,15,10.882291666666667
2002,8,16,10.5725
2002,8,17,10.595625
2002,8,18,11.154375
2002,8,19,11.491875
2002,8,20,12.177916666666667
2002,8,21,13.117083333333333
2002,8,22,13.486666666666666
2002,8,23,13.322291666666667
2002,8,24,14.662708333333333
2002,8,25,15.638125
2002,8,26,15.488333333333333
2002,8,27,15.853333333333333
2002,8,28,16.632708333333333
2002,8,29,16.891458333333333
2002,8,30,17.026666666666667
2002,8,31,17.13
2002,9,1,17.146666666666665
2002,9,2,17.476666666666667
2002,9,3,17.496666666666666
2002,9,4,17.776666666666667
2002,9,5,17.58
2002,9,6,17.686666666666667
2002,9,7,17.770416666666666
2002,9,8,17.758125
2002,9,9,17.142916666666668
2002,9,10,15.784791666666667
2002,9,11,13.631666666666666
2002,9,12,12.112291666666666
2002,9,13,13.31875
2002,9,14,14.303541666666666
2002,9,15,13.722916666666666
2002,9,16,13.893958333333334
2002,9,17,13.808125
2002,9,18,13.492083333333333
2002,9,19,13.192291666666666
2002,9,20,12.253958333333333
2002,9,21,11.976875
2002,9,22,11.764583333333334
2002,9,23,11.617083333333333
2002,9,24,13.179583333333333
2002,9,25,14.134791666666667
2002,9,26,14.94125
2002,9,27,15.860833333333334
2002,9,28,15.176458333333333
2002,9,29,15.798541666666667
2002,9,30,15.312083333333334
2002,10,1,13.348958333333334
2002,10,2,12.802708333333333
2002,10,3,14.045625
2002,10,4,15.057500000000001
2002,10,5,13.784166666666668
2002,10,6,13.763541666666667
2002,10,7,14.174791666666668
2002,10,8,14.092291666666666
2002,10,9,14.118541666666667
2002,10,10,14.136666666666667
2002,10,11,14.27125
2002,10,12,14.443333333333333
2002,10,13,14.602708333333332
2002,10,14,14.449166666666667
2002,10,15,14.05875
2002,10,16,13.682708333333334
2002,10,17,13.505625
2002,10,18,13.530625
2002,10,19,13.435625
2002,10,20,13.32125
2002,10,21,13.070625
2002,10,22,12.886875
2002,10,23,12.677708333333333
2002,10,24,12.447708333333333
2002,10,25,12.263333333333332
2002,10,26,12.204583333333332
2002,10,27,12.077916666666667
2002,10,28,11.898958333333335
2002,10,29,11.727692307692308
2004,8,12,10.46
2004,8,13,10.092916666666667
2004,8,14,9.265833333333333
2004,8,15,9.393333333333334
2004,8,16,11.64875
2004,8,17,12.883333333333333
2004,8,18,11.68125
2004,8,19,10.17625
2004,8,20,9.642291666666667
2004,8,21,9.2025
2004,8,22,9.5975
2004,8,23,10.4825
2004,8,24,11.094166666666666
2004,8,25,11.933333333333334
2004,8,26,11.385833333333332
2004,8,27,10.337708333333333
2004,8,28,10.3125
2004,8,29,10.564166666666667
2004,8,30,11.084999999999999
2004,8,31,11.118333333333334
2004,9,1,11.980416666666667
2004,9,2,13.468125
2004,9,3,13.005416666666667
2004,9,4,12.01
2004,9,5,14.755625
2004,9,6,13.865416666666667
2004,9,7,13.041458333333333
2004,9,8,12.50125
2004,9,9,14.287708333333333
2004,9,10,11.275416666666667
2004,9,11,12.356666666666667
2004,9,12,13.967083333333333
2004,9,13,13.991041666666666
2004,9,14,14.768125
2004,9,15,14.315
2004,9,16,12.991875
2004,9,17,12.746041666666667
2004,9,18,13.810416666666667
2004,9,19,14.333541666666667
2004,9,20,14.550416666666667
2004,9,21,14.425416666666667
2004,9,22,14.5925
2004,9,23,14.890833333333333
2004,9,24,15.12125
2004,9,25,14.50375
2004,9,26,14.68375
2004,9,27,14.599791666666667
2004,9,28,14.089791666666667
2004,9,29,14.611666666666666
2004,9,30,14.550416666666667
2004,10,1,14.788958333333333
2004,10,2,14.983333333333334
2004,10,3,14.72625
2004,10,4,14.850416666666666
2004,10,5,14.597291666666667
2004,10,6,14.514999999999999
2004,10,7,14.366875
2004,10,8,14.379583333333333
2004,10,9,14.242708333333333
2004,10,10,13.4075
2004,10,11,13.45375
2004,10,12,13.707916666666668
2004,10,13,13.562083333333334
2004,10,14,13.580625
2004,10,15,13.694375
2004,10,16,13.590625
2004,10,17,12.863333333333333
2004,10,18,11.361875
2004,10,19,12.048333333333334
2004,10,20,12.315416666666666
2004,10,21,12.502916666666666
2004,10,22,12.355625
2004,10,23,12.045
2004,10,24,11.82
2004,10,25,11.600416666666666
2004,10,26,11.4675
2004,10,27,11.42375
2004,10,28,11.305
2004,10,29,11.227291666666666
2004,10,30,11.18375
2004,10,31,11.108749999999999
2004,11,1,11.143958333333332
2004,11,2,11.063749999999999
2004,11,3,10.768333333333334
2004,11,4,10.646666666666667
2004,11,5,10.509375
2004,11,6,10.306666666666667
2004,11,7,10.35
2004,11,8,10.1975
2004,11,9,9.953333333333333
2004,11,10,9.715625000000001
2004,11,11,9.560625
2004,11,12,9.48875
2004,11,13,9.287708333333333
2004,11,14,8.953333333333333
2004,11,15,8.841458333333334
2004,11,16,8.861041666666667
2004,11,17,8.924791666666668
2004,11,18,8.967916666666667
2004,11,19,8.981666666666667
2004,11,20,8.896875000000001
2004,11,21,8.659375
2004,11,22,8.65
2004,11,23,8.783750000000001
2004,11,24,8.863333333333333
2004,11,25,8.916666666666668
2004,11,26,8.750833333333334
2004,11,27,8.621875000000001
2004,11,28,8.65
2004,11,29,8.571875
2004,11,30,8.486666666666666
2004,12,1,8.44
2004,12,2,8.370416666666667
2004,12,3,8.321458333333332
2004,12,4,8.136875
2004,12,5,8.1525
2004,12,6,8.036666666666665
2004,12,7,7.748125
2004,12,8,7.605625
2004,12,9,7.496666666666667
2004,12,10,7.454166666666667
2004,12,11,7.45
2004,12,12,7.467083333333333
2004,12,13,7.4418750000000005
2004,12,14,7.479375
2004,12,15,7.233124999999999
2004,12,16,6.948333333333333
2004,12,17,6.7995833333333335
2004,12,18,6.5531250000000005
2004,12,19,6.357083333333334
2004,12,20,6.30875
2004,12,21,5.78875
2004,12,22,5.3275
2004,12,23,5.517916666666666
2004,12,24,5.68875
2004,12,25,5.704791666666666
2004,12,26,5.561875
2004,12,27,5.713125
2004,12,28,5.401041666666667
2004,12,29,5.352916666666666
2004,12,30,5.293333333333333
2004,12,31,5.059375
2005,1,1,5.011666666666667
2005,1,2,4.9662500000000005
2005,1,3,5.363333333333333
2005,1,4,5.25
2005,1,5,4.9852083333333335
2005,1,6,4.78
2005,1,7,4.86
2005,1,8,4.733125
2005,1,9,4.651041666666667
2005,1,10,4.7370833333333335
2005,1,11,4.555208333333333
2005,1,12,4.53375
2005,1,13,4.651041666666667
2005,1,14,4.822291666666667
2005,1,15,4.714583333333334
2005,1,16,4.673541666666667
2005,1,17,4.870416666666667
2005,1,18,4.471666666666667
2005,1,19,3.79375
2005,1,20,3.888125
2005,1,21,3.268125
2005,1,22,2.9233333333333333
2005,1,23,3.2645833333333334
2005,1,24,3.2325
2005,1,25,3.3049999999999997
2005,8,8,9.0175
2005,8,9,9.005833333333333
2005,8,10,8.45
2005,8,11,8.229375
2005,8,12,9.029166666666667
2005,8,13,9.15625
2005,8,14,9.195
2005,8,15,10.660416666666666
2005,8,16,13.443333333333333
2005,8,17,12.487916666666667
2005,8,18,13.339583333333334
2005,8,19,13.426875
2005,8,20,12.43
2005,8,21,11.911458333333334
2005,8,22,11.160625
2005,8,23,11.671875
2005,8,24,12.922291666666666
2005,8,25,14.480208333333334
2005,8,26,14.402291666666667
2005,8,27,13.759791666666667
