MM,DD,YY,HRI_AverageTemp,HRI_MaxTemp,HRI_TempDifference,Samples_per_day
4,5,2006,4.67,4.78,0.11000000000000032,48
4,5,2008,3.68,3.68,0,48
4,5,2009,3.62075,4.115,0.4942500000000001,48
4,5,2010,3.6616666666666666,3.71,0.04833333333333334,48
4,5,2012,6.2885,6.484,0.1955,48
4,5,2013,4.236583333333334,4.35,0.11341666666666583,48
4,5,2014,3.1056041666666667,3.168,0.06239583333333343,48
4,5,2015,2.7928333333333333,2.983,0.19016666666666682,48
4,5,2016,5.017270833333333,5.102,0.08472916666666741,48
4,6,2000,4.000625,4.42,0.4193749999999996,48
4,6,2001,3.886041666666667,4.32,0.43395833333333345,48
4,6,2002,5.4679166666666665,5.87,0.40208333333333357,48
4,6,2005,3.056875,3.67,0.6131250000000001,48
4,6,2006,4.623333333333333,4.78,0.15666666666666718,48
4,6,2008,3.68,3.68,0,48
4,6,2009,3.8502916666666667,4.246,0.3957083333333338,48
4,6,2010,3.7220833333333334,4,0.2779166666666666,48
4,6,2012,6.399125,6.712,0.312875,48
4,6,2013,4.323458333333334,4.558,0.23454166666666598,48
4,6,2014,3.2041458333333335,3.406,0.20185416666666667,48
4,6,2015,2.83975,3.327,0.48724999999999996,48
4,6,2016,5.018958333333333,5.076,0.05704166666666666,48
4,7,2000,4.07,4.27,0.1999999999999993,48
4,7,2001,4.2195833333333335,4.48,0.26041666666666696,48
4,7,2002,5.400416666666667,5.56,0.15958333333333297,48
4,7,2005,3.12,3.36,0.23999999999999977,48
4,7,2006,4.5304166666666665,4.78,0.2495833333333337,48
4,7,2008,3.68,3.68,0,48
4,7,2009,4.047541666666667,4.402,0.35445833333333354,48
4,7,2010,3.71,3.71,0,48
4,7,2012,6.569979166666666,7.015,0.4450208333333334,48
4,7,2013,4.546083333333334,4.766,0.21991666666666632,48
4,7,2014,3.2411666666666665,3.38,0.13883333333333336,48
4,7,2015,2.9041041666666665,3.248,0.34389583333333373,48
4,7,2016,5.068333333333333,5.179,0.11066666666666691,48
4,8,2000,4.260833333333333,4.89,0.6291666666666664,48
4,8,2001,4.307708333333333,4.63,0.32229166666666664,48
4,8,2002,5.380000000000001,5.4,0.019999999999999574,48
4,8,2005,3.243125,3.51,0.26687499999999975,48
4,8,2006,4.500208333333333,4.78,0.2797916666666671,48
4,8,2008,3.68,3.68,0,48
4,8,2009,3.6770416666666668,4.194,0.5169583333333332,48
4,8,2010,3.71,3.71,0,48
4,8,2012,6.6085625,6.763,0.15443750000000023,48
4,8,2013,4.643041666666667,4.74,0.09695833333333326,48
4,8,2014,3.2974583333333336,3.406,0.10854166666666654,48
4,8,2015,3.2507083333333333,3.485,0.23429166666666656,48
4,8,2016,5.1905625,5.282,0.09143749999999962,48
4,9,2000,4.706875,5.52,0.8131249999999994,48
4,9,2001,4.166041666666667,4.32,0.15395833333333364,48
4,9,2002,5.576041666666667,6.18,0.6039583333333329,48
4,9,2005,3.3449999999999998,3.51,0.16500000000000004,48
4,9,2006,4.683333333333334,4.78,0.09666666666666668,48
4,9,2008,3.68,3.68,0,48
4,9,2009,3.7196041666666666,4.428,0.7083958333333333,48
4,9,2010,3.685833333333333,3.71,0.02416666666666689,48
4,9,2012,6.5618541666666665,6.839,0.27714583333333387,48
4,9,2013,4.724291666666667,4.844,0.11970833333333353,48
4,9,2014,3.229604166666667,3.301,0.07139583333333333,48
4,9,2015,3.4985,3.512,0.013500000000000068,48
4,9,2016,5.244833333333333,5.462,0.2171666666666665,48
4,10,2000,4.723125,5.2,0.4768750000000006,48
4,10,2001,4.265,5.26,0.9950000000000001,48
4,10,2002,5.274583333333333,5.56,0.28541666666666643,48
4,10,2005,3.3341666666666665,3.82,0.48583333333333334,48
4,10,2006,4.88,4.93,0.04999999999999982,48
4,10,2008,3.68,3.68,0,48
4,10,2009,3.8594375,4.48,0.6205625000000006,48
4,10,2010,3.5529166666666665,3.71,0.15708333333333346,48
4,10,2012,6.531791666666667,6.839,0.3072083333333335,48
4,10,2013,4.8269375,5.488,0.6610625000000008,48
4,10,2014,3.2941666666666665,3.406,0.11183333333333367,48
4,10,2015,3.434083333333333,3.485,0.05091666666666672,48
4,10,2016,5.250854166666667,5.437,0.18614583333333368,48
4,11,2000,4.6033333333333335,4.74,0.13666666666666671,48
4,11,2001,4.212083333333333,5.42,1.2079166666666667,48
4,11,2002,5.414583333333334,6.49,1.0754166666666665,48
4,11,2005,3.5614583333333334,3.98,0.4185416666666666,48
4,11,2006,4.8125,4.93,0.11749999999999972,48
4,11,2008,3.6860416666666667,3.97,0.28395833333333353,48
4,11,2009,4.084604166666667,4.636,0.5513958333333333,48
4,11,2010,3.6469565217391304,3.71,0.06304347826086953,46
4,11,2012,6.690916666666666,7.368,0.6770833333333339,48
4,11,2013,4.887645833333333,5.719,0.8313541666666673,48
4,11,2014,3.3172708333333336,3.433,0.11572916666666622,48
4,11,2015,3.3105833333333337,3.538,0.22741666666666616,48
4,11,2016,5.331625,5.565,0.23337500000000055,48
4,12,2000,4.593333333333334,4.74,0.1466666666666665,48
4,12,2001,4.175,4.48,0.3050000000000006,48
4,12,2002,5.510416666666667,6.33,0.8195833333333331,48
4,12,2005,4.3793750000000005,5.23,0.850625,48
4,12,2006,4.71875,4.93,0.21124999999999972,48
4,12,2008,3.7041666666666666,3.97,0.2658333333333336,48
4,12,2009,4.179458333333334,4.61,0.4305416666666666,48
4,12,2012,6.819875,7.142,0.32212500000000066,48
4,12,2013,5.162520833333333,5.36,0.19747916666666754,48
4,12,2014,3.2979166666666666,3.406,0.10808333333333353,48
4,12,2015,3.4485625,3.854,0.4054375000000001,48
4,12,2016,5.305020833333333,5.591,0.28597916666666734,48
4,13,2000,4.863333333333333,5.05,0.18666666666666654,48
4,13,2001,4.135625,4.48,0.3443750000000003,48
4,13,2002,5.543125,5.87,0.32687500000000025,48
4,13,2005,4.7022916666666665,5.85,1.147708333333333,48
4,13,2006,4.7125,4.93,0.21749999999999936,48
4,13,2008,3.68,3.68,0,48
4,13,2009,4.035520833333333,4.428,0.39247916666666693,48
4,13,2012,7.008916666666667,7.444,0.43508333333333304,48
4,13,2013,5.43775,5.539,0.1012499999999994,48
4,13,2014,3.2417291666666666,3.327,0.0852708333333334,48
4,13,2015,3.4195,3.617,0.1974999999999998,48
4,13,2016,5.303833333333333,5.693,0.3891666666666662,48
4,14,2000,5.1025,5.52,0.41749999999999954,48
4,14,2001,4.119375,4.63,0.5106250000000001,48
4,14,2002,5.299166666666666,5.71,0.4108333333333336,48
4,14,2005,4.303541666666667,6,1.6964583333333332,48
4,14,2006,4.649791666666667,4.93,0.2802083333333325,48
4,14,2008,3.7464583333333334,3.97,0.22354166666666675,48
4,14,2009,4.507083333333333,4.766,0.2589166666666669,48
4,14,2012,7.0579374999999995,7.419,0.36106250000000006,48
4,14,2013,5.45,5.565,0.11500000000000021,48
4,14,2014,3.2698750000000003,3.354,0.08412499999999978,48
4,14,2015,3.4496875,3.932,0.4823124999999999,48
4,14,2016,5.518416666666667,5.847,0.32858333333333345,48
4,15,2000,5.310416666666667,5.67,0.35958333333333314,48
4,15,2001,4.469166666666667,4.79,0.32083333333333286,48
4,15,2002,5.474375,6.8,1.3256249999999996,48
4,15,2005,4.237708333333333,4.91,0.6722916666666672,48
4,15,2006,4.586666666666667,4.78,0.19333333333333336,48
4,15,2008,3.7706250000000003,4.26,0.48937499999999945,48
4,15,2009,4.537958333333333,4.766,0.22804166666666692,48
4,15,2012,6.740833333333334,7.066,0.32516666666666616,48
4,15,2013,5.464416666666667,5.796,0.33158333333333356,48
4,15,2014,3.506625,4.22,0.7133749999999996,48
4,15,2015,3.468729166666667,4.063,0.5942708333333329,48
4,15,2016,5.8415,5.949,0.10749999999999993,48
4,16,2000,5.228541666666667,5.52,0.29145833333333293,48
4,16,2001,4.600416666666667,4.95,0.34958333333333336,48
4,16,2002,5.67875,6.49,0.8112500000000002,48
4,16,2005,3.765625,4.6,0.8343749999999996,48
4,16,2006,4.609166666666667,5.09,0.480833333333333,48
4,16,2008,3.698125,3.97,0.2718750000000001,48
4,16,2009,4.698625,4.999,0.30037499999999984,48
4,16,2012,6.712395833333333,7.116,0.40360416666666676,48
4,16,2013,5.4755,5.898,0.42249999999999943,48
4,16,2014,3.4440416666666667,3.775,0.33095833333333324,48
4,16,2015,3.5475416666666666,4.947,1.3994583333333335,48
4,16,2016,5.905583333333333,5.949,0.04341666666666644,48
4,17,2000,5.3464583333333335,5.83,0.48354166666666654,48
4,17,2001,4.388958333333334,4.79,0.4010416666666661,48
4,17,2002,5.722708333333333,6.33,0.6072916666666668,48
4,17,2005,3.6772916666666666,3.98,0.30270833333333336,48
4,17,2006,4.909791666666667,5.24,0.3302083333333332,48
4,17,2008,3.68,3.68,0,48
4,17,2009,4.502395833333333,4.792,0.2896041666666669,48
4,17,2012,6.5155,6.788,0.27249999999999996,48
4,17,2013,5.219145833333333,5.282,0.06285416666666688,48
4,17,2014,3.73625,4.011,0.27475000000000005,48
4,17,2015,3.734958333333333,4.402,0.667041666666667,48
4,17,2016,5.932083333333333,6.051,0.11891666666666723,48
4,18,2000,5.892708333333333,6.14,0.24729166666666647,48
4,18,2001,4.979583333333333,5.57,0.590416666666667,48
4,18,2002,6.548333333333333,8.5,1.951666666666667,48
4,18,2005,3.6185416666666663,3.98,0.36145833333333366,48
4,18,2006,5.77,6.8,1.0300000000000002,48
4,18,2008,3.68,3.68,0,48
4,18,2009,4.086333333333333,4.714,0.6276666666666673,48
4,18,2012,6.4319375,6.763,0.3310624999999998,48
4,18,2013,5.2568125,5.334,0.07718749999999996,48
4,18,2014,4.0847291666666665,4.246,0.16127083333333392,48
4,18,2015,3.7137708333333332,4.636,0.9222291666666669,48
4,18,2016,6.070833333333333,6.255,0.18416666666666703,48
4,19,2000,6.033333333333333,6.14,0.10666666666666647,48
4,19,2001,5.231458333333333,5.57,0.33854166666666696,48
4,19,2002,7.555833333333333,8.19,0.6341666666666663,48
4,19,2005,3.480625,3.67,0.18937500000000007,48
4,19,2006,6.3152083333333335,6.64,0.32479166666666615,48
4,19,2008,3.740416666666667,3.97,0.22958333333333325,48
4,19,2009,4.205770833333333,4.947,0.7412291666666668,48
4,19,2012,6.7085625,7.318,0.6094374999999994,48
4,19,2013,5.2939791666666665,5.36,0.06602083333333386,48
4,19,2014,4.32725,4.558,0.23074999999999957,48
4,19,2015,4.046270833333334,5.514,1.4677291666666665,48
4,19,2016,6.1728958333333335,6.737,0.5641041666666666,48
4,20,2000,5.98,5.98,0,48
4,20,2001,5.171666666666667,5.57,0.39833333333333343,48
4,20,2002,6.419791666666667,7.57,1.1502083333333335,48
4,20,2005,3.3852083333333334,3.67,0.28479166666666655,48
4,20,2006,6.759166666666666,6.95,0.19083333333333385,48
4,20,2008,3.722291666666667,3.97,0.2477083333333332,48
4,20,2009,4.049125,4.506,0.45687500000000014,48
4,20,2012,6.568041666666667,7.167,0.598958333333333,48
4,20,2013,5.280479166666667,5.308,0.027520833333332995,48
4,20,2014,4.533625,4.74,0.20637500000000042,48
4,20,2015,4.529791666666667,5.745,1.215208333333333,48
4,20,2016,6.107208333333333,7.116,1.0087916666666663,48
4,21,2000,6.134375,6.29,0.15562499999999968,48
4,21,2001,5.070416666666667,5.42,0.34958333333333336,48
4,21,2002,6.629375,7.11,0.48062500000000075,48
4,21,2005,4.3585416666666665,7.4,3.041458333333334,48
4,21,2006,6.935625,7.26,0.32437499999999986,48
4,21,2008,3.7041666666666666,3.97,0.2658333333333336,48
4,21,2009,4.7568125,6.204,1.4471875,48
4,21,2012,6.348729166666667,6.712,0.363270833333333,48
4,21,2013,5.26675,5.591,0.32425000000000015,48
4,21,2014,4.396583333333333,4.584,0.18741666666666656,48
4,21,2015,4.410833333333334,5.719,1.3081666666666667,48
4,21,2016,5.935208333333334,6.306,0.3707916666666664,48
4,22,2000,6.099583333333333,6.29,0.19041666666666668,48
4,22,2001,4.78,5.1,0.3199999999999994,48
4,22,2002,8.031666666666666,8.65,0.6183333333333341,48
4,22,2005,3.4970833333333333,3.82,0.3229166666666665,48
4,22,2006,7.269583333333333,7.42,0.15041666666666664,48
4,22,2008,3.740416666666667,3.97,0.22958333333333325,48
4,22,2009,3.76875,3.932,0.16325000000000012,48
4,22,2012,7.145458333333333,8.817,1.6715416666666671,48
4,22,2013,5.699520833333334,6.535,0.8354791666666666,48
4,22,2014,4.1401875,4.246,0.10581250000000075,48
4,22,2015,3.5762916666666666,3.906,0.3297083333333335,48
4,22,2016,5.784625,6.102,0.3173750000000002,48
4,23,2000,5.855,5.98,0.125,48
4,23,2001,4.616875,5.1,0.48312499999999936,48
4,23,2002,7.745625,7.88,0.13437499999999947,48
4,23,2005,3.5056249999999998,3.67,0.16437500000000016,48
4,23,2006,7.32,7.42,0.09999999999999964,48
4,23,2008,3.698125,3.97,0.2718750000000001,48
4,23,2009,3.8355208333333333,3.932,0.09647916666666667,48
4,23,2012,8.252708333333333,8.618,0.3652916666666677,48
4,23,2013,6.414916666666667,6.636,0.22108333333333352,48
4,23,2014,3.979645833333333,4.22,0.24035416666666665,48
4,23,2015,3.562125,3.88,0.3178749999999999,48
4,23,2016,5.874604166666667,6.026,0.15139583333333295,48
4,24,2000,5.83,5.83,0,48
4,24,2001,4.560833333333333,4.95,0.3891666666666671,48
4,24,2002,7.744375,8.04,0.29562499999999936,48
4,24,2005,3.466875,3.67,0.203125,48
4,24,2006,6.8218749999999995,7.26,0.4381250000000003,48
4,24,2008,4.084791666666667,5.13,1.045208333333333,48
4,24,2009,4.042229166666667,4.376,0.33377083333333335,48
4,24,2012,7.709270833333333,8.817,1.107729166666667,48
4,24,2013,6.760416666666667,6.99,0.22958333333333325,48
4,24,2014,3.9308541666666668,4.324,0.3931458333333331,48
4,24,2015,3.785041666666667,4.272,0.4869583333333334,48
4,24,2016,6.6120833333333335,7.745,1.1329166666666666,48
4,25,2000,5.86125,5.98,0.11875000000000036,48
4,25,2001,4.279583333333333,6.51,2.2304166666666667,48
4,25,2002,7.55625,7.88,0.32374999999999954,48
4,25,2005,3.4522916666666665,3.82,0.3677083333333333,48
4,25,2006,6.7195833333333335,6.95,0.23041666666666671,48
4,25,2008,4.22375,4.84,0.61625,48
4,25,2009,4.687854166666667,5.154,0.46614583333333304,48
4,25,2012,7.50975,8.866,1.3562499999999993,48
4,25,2013,6.530375,7.015,0.4846249999999994,48
4,25,2014,4.473791666666667,5.076,0.6022083333333326,48
4,25,2015,4.587395833333333,5.282,0.6946041666666671,48
4,25,2016,6.672458333333333,7.368,0.6955416666666672,48
4,26,2000,5.9750000000000005,6.14,0.16499999999999915,48
4,26,2001,4.5775,5.26,0.6825000000000001,48
4,26,2002,6.985416666666667,7.42,0.4345833333333333,48
4,26,2005,3.648125,3.82,0.171875,48
4,26,2006,7.055833333333333,7.88,0.8241666666666667,48
4,26,2008,4.090833333333333,4.55,0.4591666666666665,48
4,26,2009,4.066958333333333,4.869,0.8020416666666668,48
4,26,2012,7.101666666666667,8.941,1.8393333333333342,48
4,26,2013,6.698895833333333,7.569,0.8701041666666667,48
4,26,2014,4.901625,5.179,0.27737500000000015,48
4,26,2015,4.93525,5.385,0.44974999999999987,48
4,26,2016,7.405833333333333,7.77,0.36416666666666675,48
4,27,2000,5.88,5.98,0.10000000000000053,48
4,27,2001,4.966458333333334,5.57,0.6035416666666666,48
4,27,2002,7.082291666666666,7.57,0.48770833333333385,48
4,27,2005,3.9004166666666666,4.13,0.22958333333333325,48
4,27,2006,7.194791666666667,7.73,0.5352083333333333,48
4,27,2008,4.489583333333333,5.42,0.9304166666666669,48
4,27,2009,3.9872708333333335,4.74,0.7527291666666667,48
4,27,2012,6.7085,7.72,1.0114999999999998,48
4,27,2013,6.894708333333333,7.393,0.4982916666666668,48
4,27,2014,4.9679166666666665,5.128,0.16008333333333358,48
4,27,2015,5.248916666666666,5.821,0.5720833333333335,48
4,27,2016,7.4184375,7.97,0.5515625000000002,48
4,28,2000,5.925833333333333,6.29,0.36416666666666675,48
4,28,2001,4.545208333333333,6.36,1.8147916666666672,48
4,28,2002,7.349375,7.88,0.5306249999999997,48
4,28,2005,3.8295833333333333,4.45,0.6204166666666668,48
4,28,2006,7.304791666666667,7.88,0.5752083333333333,48
4,28,2008,4.51375,5.71,1.19625,48
4,28,2009,3.7695208333333334,4.298,0.5284791666666666,48
4,28,2012,6.619958333333333,7.895,1.2750416666666666,48
4,28,2013,6.966458333333334,8.295,1.3285416666666663,48
4,28,2014,5.1194375,5.514,0.39456250000000015,48
4,28,2015,5.909375,6.408,0.49862500000000054,48
4,28,2016,7.1726875,7.82,0.6473125,48
4,29,2000,5.858333333333333,6.14,0.2816666666666663,48
4,29,2001,4.972708333333333,5.89,0.9172916666666664,48
4,29,2002,7.627916666666667,7.73,0.10208333333333375,48
4,29,2005,3.7385416666666664,4.29,0.5514583333333336,48
4,29,2006,7.427291666666666,8.04,0.612708333333333,48
4,29,2008,3.825,4.55,0.7249999999999996,48
4,29,2009,4.822729166666667,6.661,1.8382708333333326,48
4,29,2012,7.126145833333333,7.995,0.8688541666666669,48
4,29,2013,6.8038541666666665,8.344,1.5401458333333329,48
4,29,2014,5.486958333333333,5.77,0.28304166666666664,48
4,29,2015,5.7781875000000005,6.408,0.6298124999999999,48
4,29,2016,7.0414375,7.695,0.6535625000000005,48
4,30,2000,5.84875,5.98,0.13125000000000053,48
4,30,2001,4.460833333333333,4.95,0.48916666666666675,48
4,30,2002,7.459375,7.73,0.2706250000000008,48
4,30,2005,4.769583333333333,5.23,0.46041666666666714,48
4,30,2006,7.623958333333333,8.04,0.41604166666666575,48
4,30,2008,5.141875,5.99,0.8481250000000005,48
4,30,2009,4.146229166666667,4.869,0.7227708333333327,48
4,30,2012,8.191979166666666,8.668,0.4760208333333331,48
4,30,2013,6.727145833333333,7.619,0.8918541666666666,48
4,30,2014,5.461708333333333,5.565,0.10329166666666723,48
4,30,2015,6.32675,7.116,0.78925,48
4,30,2016,6.830895833333333,7.268,0.43710416666666685,48
5,1,2000,5.940833333333334,6.14,0.19916666666666583,48
5,1,2001,4.486458333333333,4.79,0.3035416666666668,48
5,1,2002,7.02375,7.57,0.5462500000000006,48
5,1,2005,4.829583333333334,5.54,0.7104166666666663,48
5,1,2006,7.7625,8.04,0.27749999999999897,48
5,1,2008,4.984583333333333,5.99,1.005416666666667,48
5,1,2009,3.8457083333333335,4.22,0.37429166666666625,48
5,1,2012,8.314791666666666,8.494,0.17920833333333341,48
5,1,2013,6.563229166666667,7.318,0.7547708333333327,48
5,1,2014,5.511041666666667,5.565,0.05395833333333311,48
5,1,2015,6.541625,7.494,0.952375,48
5,1,2016,6.666729166666666,7.393,0.7262708333333334,48
5,2,2000,6.07625,6.45,0.37375000000000025,48
5,2,2001,4.586458333333334,4.79,0.2035416666666663,48
5,2,2002,6.79875,7.11,0.31125000000000025,48
5,2,2005,4.230208333333334,4.91,0.6797916666666666,48
5,2,2006,7.805,7.88,0.07500000000000018,48
5,2,2008,4.447291666666667,5.42,0.9727083333333333,48
5,2,2009,3.7500416666666667,4.063,0.312958333333333,48
5,2,2012,8.340604166666667,8.543,0.20239583333333222,48
5,2,2013,6.603354166666667,9.262,2.658645833333334,48
5,2,2014,5.459020833333334,5.591,0.13197916666666654,48
5,2,2015,6.406354166666667,7.97,1.5636458333333332,48
5,2,2016,6.483083333333333,6.813,0.32991666666666664,48
5,3,2000,6.037708333333334,6.14,0.102291666666666,48
5,3,2001,4.74,4.79,0.04999999999999982,48
5,3,2002,6.913958333333333,7.57,0.6560416666666669,48
5,3,2005,4.081875,4.6,0.5181249999999995,48
5,3,2006,7.73,7.73,0,48
5,3,2008,4.435,5.99,1.5550000000000006,48
5,3,2009,3.9282708333333334,4.141,0.21272916666666664,48
5,3,2012,8.034,8.618,0.5839999999999996,48
5,3,2013,7.646916666666667,9.386,1.7390833333333324,48
5,3,2014,5.4478333333333335,5.668,0.22016666666666662,48
5,3,2015,5.6935,6.408,0.7145000000000001,48
5,3,2016,6.663104166666667,7.745,1.0818958333333333,48
5,4,2000,6.145,6.45,0.3050000000000006,48
5,4,2001,4.8100000000000005,5.26,0.4499999999999993,48
5,4,2002,7.285208333333333,8.34,1.0547916666666666,48
5,4,2005,4.185833333333333,4.76,0.5741666666666667,48
5,4,2006,7.835208333333334,8.65,0.8147916666666664,48
5,4,2008,4.922291666666666,7.73,2.807708333333334,48
5,4,2009,3.975791666666667,4.115,0.13920833333333338,48
5,4,2012,7.413770833333333,8.742,1.3282291666666675,48
5,4,2013,8.513583333333333,9.312,0.7984166666666663,48
5,4,2014,5.410916666666667,5.565,0.15408333333333335,48
5,4,2015,4.754083333333333,5.282,0.527916666666667,48
5,4,2016,7.251041666666667,8.22,0.968958333333334,48
5,5,2000,5.985625,6.29,0.3043750000000003,48
5,5,2001,4.819166666666667,5.42,0.6008333333333331,48
5,5,2002,7.320416666666667,8.19,0.8695833333333329,48
5,5,2005,4.238333333333333,4.6,0.36166666666666636,48
5,5,2006,7.9714583333333335,8.65,0.6785416666666668,48
5,5,2008,5.074583333333333,6.57,1.4954166666666673,48
5,5,2009,4.450208333333333,7.745,3.294791666666667,48
5,5,2012,6.948479166666667,8.195,1.2465208333333333,48
5,5,2013,9.051729166666666,9.41,0.358270833333334,48
5,5,2014,5.3417916666666665,5.898,0.5562083333333332,48
5,5,2015,4.716625,4.921,0.20437500000000064,48
5,5,2016,7.9324375,8.22,0.28756250000000083,48
5,6,2000,5.858958333333334,6.14,0.28104166666666597,48
5,6,2001,5.687083333333334,7.14,1.452916666666666,48
5,6,2002,6.978541666666667,7.11,0.13145833333333368,48
5,6,2005,4.258125,5.23,0.9718750000000007,48
5,6,2006,7.78625,8.04,0.25374999999999925,48
5,6,2008,4.8625,6.86,1.9975000000000005,48
5,6,2009,5.215083333333333,6.864,1.6489166666666666,48
5,6,2012,7.213125,8.195,0.9818750000000005,48
5,6,2013,9.122666666666667,9.903,0.7803333333333331,48
5,6,2014,5.489583333333333,5.668,0.1784166666666671,48
5,6,2015,4.820854166666667,4.999,0.17814583333333278,48
5,6,2016,7.782375,7.945,0.16262500000000024,48
5,7,2000,5.839375,5.98,0.140625,48
5,7,2001,5.768125,8.69,2.921874999999999,48
5,7,2002,6.394791666666666,6.8,0.4052083333333334,48
5,7,2005,5.734375,7.4,1.6656250000000004,48
5,7,2006,7.310416666666667,8.04,0.7295833333333324,48
5,7,2008,4.453125,6.28,1.8268750000000002,48
5,7,2009,5.4459583333333335,6.914,1.4680416666666662,48
5,7,2012,7.718333333333333,8.12,0.4016666666666664,48
5,7,2013,8.289083333333334,9.336,1.0469166666666663,48
5,7,2014,5.527,5.847,0.3200000000000003,48
5,7,2015,4.984541666666667,5.128,0.14345833333333324,48
5,7,2016,7.807458333333333,7.92,0.11254166666666698,48
5,8,2000,5.839375,5.98,0.140625,48
5,8,2001,4.937916666666667,6.51,1.5720833333333326,48
5,8,2002,6.12625,6.8,0.6737500000000001,48
5,8,2005,6.5093749999999995,6.62,0.11062500000000064,48
5,8,2006,7.513958333333333,8.5,0.9860416666666669,48
5,8,2008,4.284166666666667,4.84,0.5558333333333332,48
5,8,2009,5.0276875,6.661,1.6333124999999997,48
5,8,2012,7.932166666666666,9.657,1.7248333333333337,48
5,8,2013,7.304354166666666,8.295,0.9906458333333337,48
5,8,2014,5.421208333333333,5.847,0.425791666666667,48
5,8,2015,5.6715625,8.369,2.6974374999999995,48
5,8,2016,7.7275625,7.92,0.1924374999999996,48
5,9,2000,5.87375,5.98,0.10625000000000018,48
5,9,2001,4.613333333333333,4.95,0.3366666666666669,48
5,9,2002,6.086875,6.33,0.24312500000000004,48
5,9,2005,6.3081249999999995,6.47,0.1618750000000002,48
5,9,2006,7.858958333333333,8.65,0.7910416666666675,48
5,9,2008,4.846041666666666,5.71,0.8639583333333336,48
5,9,2009,5.059666666666667,6.585,1.5253333333333332,48
5,9,2012,7.573416666666667,8.22,0.646583333333334,48
5,9,2013,6.870895833333333,7.544,0.6731041666666666,48
5,9,2014,4.976458333333333,5.539,0.5625416666666663,48
5,9,2015,6.720375,8.02,1.2996249999999998,48
5,9,2016,7.58,7.945,0.3650000000000002,48
5,10,2000,6.603541666666667,9.54,2.9364583333333325,48
5,10,2001,4.565,4.79,0.22499999999999964,48
5,10,2002,6.074375,6.33,0.2556250000000002,48
5,10,2005,6.070208333333333,6.47,0.3997916666666663,48
5,10,2006,8.527916666666666,8.65,0.12208333333333421,48
5,10,2008,4.779583333333333,5.42,0.6404166666666669,48
5,10,2009,4.60175,6.331,1.7292500000000004,48
5,10,2012,7.199041666666667,7.795,0.5959583333333329,48
5,10,2013,6.589875,7.066,0.4761249999999997,48
5,10,2014,4.830375,5.205,0.374625,48
5,10,2015,5.769041666666666,7.091,1.3219583333333338,48
5,10,2016,7.354729166666667,8.941,1.5862708333333337,48
5,11,2000,7.976458333333333,8.92,0.9435416666666665,48
5,11,2001,4.426458333333334,4.63,0.2035416666666663,48
5,11,2002,5.856458333333333,6.02,0.16354166666666625,48
5,11,2005,5.980416666666667,6.16,0.17958333333333343,48
5,11,2006,8.609375,8.65,0.040625000000000355,48
5,11,2008,5.72375,8.02,2.2962499999999997,48
5,11,2009,5.3819375,7.217,1.8350624999999994,48
5,11,2012,7.300541666666667,8.045,0.7444583333333332,48
5,11,2013,6.755541666666667,7.217,0.46145833333333286,48
5,11,2014,4.738125,4.947,0.20887499999999992,48
5,11,2015,5.455145833333333,6.026,0.5708541666666669,48
5,11,2016,7.316333333333334,8.618,1.3016666666666667,48
5,12,2000,8.684791666666667,9.23,0.5452083333333331,48
5,12,2001,4.492083333333333,4.63,0.13791666666666647,48
5,12,2002,6.416666666666667,7.26,0.8433333333333328,48
5,12,2005,6.264166666666667,7.71,1.4458333333333329,48
5,12,2006,8.571875,8.65,0.078125,48
5,12,2008,7.792916666666667,9.76,1.967083333333333,48
5,12,2009,6.6161875,7.645,1.0288125,48
5,12,2012,7.790520833333333,8.543,0.7524791666666664,48
5,12,2013,6.5516875,7.066,0.5143125,48
5,12,2014,5.047375,5.719,0.6716250000000006,48
5,12,2015,5.9156875,6.56,0.6443124999999998,48
5,12,2016,7.0441666666666665,7.393,0.34883333333333333,48
5,13,2000,8.385833333333332,9.07,0.6841666666666679,48
5,13,2001,4.630208333333333,4.95,0.31979166666666714,48
5,13,2002,7.845416666666667,9.27,1.4245833333333326,48
5,13,2005,6.306666666666667,6.93,0.6233333333333331,48
5,13,2006,8.206875,8.5,0.29312499999999986,48
5,13,2008,7.872083333333333,9.76,1.8879166666666665,48
5,13,2009,6.104,7.293,1.189,48
5,13,2012,8.004729166666667,8.543,0.5382708333333319,48
5,13,2013,6.372583333333333,6.636,0.2634166666666671,48
5,13,2014,5.8215625,6.484,0.6624375000000002,48
5,13,2015,5.879354166666666,8.618,2.738645833333334,48
5,13,2016,6.710020833333333,7.217,0.5069791666666665,48
5,14,2000,7.686875000000001,8.3,0.6131250000000001,48
5,14,2001,5.556875,6.51,0.953125,48
5,14,2002,7.796458333333334,8.81,1.0135416666666668,48
5,14,2005,6.1745833333333335,6.62,0.44541666666666657,48
5,14,2006,8.146875,8.34,0.1931250000000002,48
5,14,2008,6.887708333333333,9.47,2.5822916666666673,48
5,14,2009,4.919604166666667,6,1.0803958333333332,48
5,14,2012,8.307604166666668,8.941,0.6333958333333332,48
5,14,2013,6.7392916666666665,7.82,1.0807083333333338,48
5,14,2014,5.297229166666667,6.153,0.8557708333333327,48
5,14,2015,6.346604166666666,7.92,1.5733958333333335,48
5,14,2016,6.381145833333333,6.712,0.33085416666666667,48
5,15,2000,7.314375,8.61,1.2956249999999994,48
5,15,2001,5.279411764705882,5.73,0.4505882352941182,34
