MM,DD,YY,HRI_AverageTemp,HRI_MaxTemp,HRI_TempDifference,Samples_per_day
2,6,2000,2.501875,2.69,0.18812499999999988,48
2,6,2002,4.65125,4.81,0.1587499999999995,48
2,6,2005,2.530625,2.88,0.34937499999999977,48
2,6,2008,3.4175,3.68,0.2625000000000002,48
2,6,2009,2.3113958333333335,2.637,0.3256041666666665,48
2,6,2010,1.9672916666666667,2.24,0.27270833333333355,48
2,6,2012,5.326083333333333,5.539,0.21291666666666664,48
2,6,2013,4.576229166666667,4.869,0.292770833333333,48
2,6,2014,2.769604166666667,2.823,0.05339583333333309,48
2,6,2015,2.372375,2.557,0.18462500000000004,48
2,6,2016,5.197208333333333,5.898,0.7007916666666665,48
2,7,2000,2.570625,2.85,0.27937499999999993,48
2,7,2002,4.679583333333333,4.97,0.2904166666666663,48
2,7,2005,2.5987500000000003,2.72,0.12124999999999986,48
2,7,2008,3.6237500000000002,3.68,0.05624999999999991,48
2,7,2009,2.3097708333333333,2.61,0.30022916666666655,48
2,7,2010,2.311875,2.53,0.21812499999999968,48
2,7,2012,5.567104166666667,5.796,0.22889583333333352,48
2,7,2013,4.2993958333333335,4.558,0.2586041666666663,48
2,7,2014,2.453375,2.77,0.31662500000000016,48
2,7,2015,2.2722291666666665,2.77,0.4977708333333335,48
2,7,2016,5.470458333333333,6.026,0.5555416666666666,48
2,8,2000,2.8202083333333334,3.01,0.18979166666666636,48
2,8,2002,4.790416666666666,5.13,0.33958333333333357,48
2,8,2005,2.5704166666666666,2.72,0.14958333333333362,48
2,8,2008,3.605,3.68,0.07500000000000018,48
2,8,2009,2.613958333333333,2.877,0.2630416666666666,48
2,8,2010,2.4447916666666667,2.53,0.08520833333333311,48
2,8,2012,5.48425,5.565,0.0807500000000001,48
2,8,2013,4.2539375,4.402,0.14806249999999999,48
2,8,2014,2.474375,2.664,0.18962499999999993,48
2,8,2015,2.4753125,3.459,0.9836875000000003,48
2,8,2016,5.457458333333333,5.796,0.33854166666666696,48
2,9,2000,2.623125,2.85,0.22687500000000016,48
2,9,2002,4.74875,5.13,0.38124999999999964,48
2,9,2005,2.4850000000000003,2.56,0.07499999999999973,48
2,9,2008,3.716041666666667,3.97,0.2539583333333333,48
2,9,2009,2.646916666666667,2.823,0.17608333333333315,48
2,9,2010,2.0708333333333333,2.53,0.4591666666666665,48
2,9,2012,5.0453125,5.488,0.4426875000000008,48
2,9,2013,4.446416666666667,4.74,0.2935833333333333,48
2,9,2014,2.4375625,2.557,0.11943750000000009,48
2,9,2015,2.6171458333333333,2.983,0.3658541666666668,48
2,9,2016,5.426083333333334,5.462,0.03591666666666615,48
2,10,2000,2.8341666666666665,3.01,0.17583333333333329,48
2,10,2002,4.722083333333333,5.13,0.4079166666666669,48
2,10,2005,2.435,2.56,0.125,48
2,10,2008,3.885416666666667,4.26,0.3745833333333328,48
2,10,2009,2.5835833333333333,2.69,0.1064166666666666,48
2,10,2010,2.2189583333333336,2.53,0.3110416666666662,48
2,10,2012,5.1900625,5.462,0.27193749999999994,48
2,10,2013,4.5352500000000004,4.818,0.28274999999999917,48
2,10,2014,2.201020833333333,2.289,0.08797916666666694,48
