Date,Time,Temp
5/18/01,17:00,10.48
5/18/01,17:30,10.64
5/18/01,18:00,10.64
5/18/01,18:30,10.64
5/18/01,19:00,10.48
5/18/01,19:30,10.33
5/18/01,20:00,10.48
5/18/01,20:30,10.48
5/18/01,21:00,10.48
5/18/01,21:30,10.48
5/18/01,22:00,10.64
5/18/01,22:30,10.48
5/18/01,23:00,10.64
5/18/01,23:30,10.64
5/19/01,0:00,10.64
5/19/01,0:30,10.79
5/19/01,1:00,10.79
5/19/01,1:30,10.64
5/19/01,2:00,10.64
5/19/01,2:30,10.64
5/19/01,3:00,10.64
5/19/01,3:30,10.64
5/19/01,4:00,10.64
5/19/01,4:30,10.64
5/19/01,5:00,10.48
5/19/01,5:30,10.33
5/19/01,6:00,10.33
5/19/01,6:30,10.48
5/19/01,7:00,10.64
5/19/01,7:30,10.64
5/19/01,8:00,10.48
5/19/01,8:30,10.48
5/19/01,9:00,10.64
5/19/01,9:30,10.79
5/19/01,10:00,10.79
5/19/01,10:30,10.79
5/19/01,11:00,10.79
5/19/01,11:30,10.79
5/19/01,12:00,10.79
5/19/01,12:30,10.79
5/19/01,13:00,10.64
5/19/01,13:30,10.64
5/19/01,14:00,10.64
5/19/01,14:30,10.64
5/19/01,15:00,10.64
5/19/01,15:30,10.48
5/19/01,16:00,10.33
5/19/01,16:30,10.17
5/19/01,17:00,10.02
5/19/01,17:30,10.02
5/19/01,18:00,10.02
5/19/01,18:30,10.17
5/19/01,19:00,9.86
5/19/01,19:30,9.7
5/19/01,20:00,9.7
5/19/01,20:30,9.86
5/19/01,21:00,9.7
5/19/01,21:30,9.7
5/19/01,22:00,10.02
5/19/01,22:30,10.33
5/19/01,23:00,10.48
5/19/01,23:30,10.33
5/20/01,0:00,10.79
5/20/01,0:30,10.79
5/20/01,1:00,10.95
5/20/01,1:30,10.95
5/20/01,2:00,10.95
5/20/01,2:30,10.95
5/20/01,3:00,11.1
5/20/01,3:30,11.1
5/20/01,4:00,11.1
5/20/01,4:30,11.1
5/20/01,5:00,11.1
5/20/01,5:30,11.1
5/20/01,6:00,11.1
5/20/01,6:30,10.95
5/20/01,7:00,11.1
5/20/01,7:30,11.26
5/20/01,8:00,10.95
5/20/01,8:30,10.79
5/20/01,9:00,10.64
5/20/01,9:30,10.64
5/20/01,10:00,10.48
5/20/01,10:30,10.79
5/20/01,11:00,10.64
5/20/01,11:30,11.1
5/20/01,12:00,11.41
5/20/01,12:30,11.41
5/20/01,13:00,11.1
5/20/01,13:30,11.57
5/20/01,14:00,11.26
5/20/01,14:30,11.1
5/20/01,15:00,11.1
5/20/01,15:30,11.26
5/20/01,16:00,11.1
5/20/01,16:30,10.95
5/20/01,17:00,10.79
5/20/01,17:30,10.33
5/20/01,18:00,10.64
5/20/01,18:30,10.64
5/20/01,19:00,10.48
5/20/01,19:30,10.79
5/20/01,20:00,10.48
5/20/01,20:30,10.64
5/20/01,21:00,10.48
5/20/01,21:30,10.17
5/20/01,22:00,10.48
5/20/01,22:30,10.64
5/20/01,23:00,10.48
5/20/01,23:30,10.64
5/21/01,0:00,11.72
5/21/01,0:30,11.72
5/21/01,1:00,11.72
5/21/01,1:30,11.72
5/21/01,2:00,11.72
5/21/01,2:30,11.72
5/21/01,3:00,11.88
5/21/01,3:30,11.88
5/21/01,4:00,10.79
5/21/01,4:30,10.64
5/21/01,5:00,10.48
5/21/01,5:30,10.95
5/21/01,6:00,11.41
5/21/01,6:30,11.26
5/21/01,7:00,10.79
5/21/01,7:30,10.64
5/21/01,8:00,10.79
5/21/01,8:30,10.48
5/21/01,9:00,10.17
5/21/01,9:30,10.48
5/21/01,10:00,10.33
5/21/01,10:30,10.33
5/21/01,11:00,10.64
5/21/01,11:30,10.64
5/21/01,12:00,10.64
5/21/01,12:30,10.95
5/21/01,13:00,11.1
5/21/01,13:30,12.03
5/21/01,14:00,12.19
5/21/01,14:30,12.03
5/21/01,15:00,12.34
5/21/01,15:30,12.19
5/21/01,16:00,12.19
5/21/01,16:30,12.34
5/21/01,17:00,12.19
5/21/01,17:30,12.19
5/21/01,18:00,12.19
5/21/01,18:30,12.03
5/21/01,19:00,12.03
5/21/01,19:30,10.95
5/21/01,20:00,11.1
5/21/01,20:30,10.64
5/21/01,21:00,10.33
5/21/01,21:30,10.48
5/21/01,22:00,10.48
5/21/01,22:30,10.48
5/21/01,23:00,10.48
5/21/01,23:30,11.72
5/22/01,0:00,11.88
5/22/01,0:30,11.88
5/22/01,1:00,10.95
5/22/01,1:30,10.64
5/22/01,2:00,11.41
5/22/01,2:30,10.79
5/22/01,3:00,12.03
5/22/01,3:30,11.88
5/22/01,4:00,11.1
5/22/01,4:30,11.41
5/22/01,5:00,11.26
5/22/01,5:30,11.41
5/22/01,6:00,11.1
5/22/01,6:30,10.95
5/22/01,7:00,11.41
5/22/01,7:30,11.1
5/22/01,8:00,11.57
5/22/01,8:30,11.72
5/22/01,9:00,11.57
5/22/01,9:30,11.72
5/22/01,10:00,11.26
5/22/01,10:30,10.79
5/22/01,11:00,10.48
5/22/01,11:30,11.1
5/22/01,12:00,11.57
5/22/01,12:30,11.72
5/22/01,13:00,11.72
5/22/01,13:30,11.57
5/22/01,14:00,11.57
5/22/01,14:30,11.57
5/22/01,15:00,11.57
5/22/01,15:30,11.57
5/22/01,16:00,11.57
5/22/01,16:30,11.41
5/22/01,17:00,11.41
5/22/01,17:30,11.41
5/22/01,18:00,11.26
5/22/01,18:30,11.1
5/22/01,19:00,10.79
5/22/01,19:30,11.1
5/22/01,20:00,11.57
5/22/01,20:30,11.26
5/22/01,21:00,11.41
5/22/01,21:30,11.41
5/22/01,22:00,11.57
5/22/01,22:30,11.57
5/22/01,23:00,11.57
5/22/01,23:30,11.41
5/23/01,0:00,11.57
5/23/01,0:30,11.57
5/23/01,1:00,11.57
5/23/01,1:30,11.72
5/23/01,2:00,11.72
5/23/01,2:30,11.57
5/23/01,3:00,11.57
5/23/01,3:30,11.57
5/23/01,4:00,11.57
5/23/01,4:30,11.57
5/23/01,5:00,11.57
5/23/01,5:30,11.41
5/23/01,6:00,11.41
5/23/01,6:30,11.26
5/23/01,7:00,11.26
5/23/01,7:30,11.1
5/23/01,8:00,11.26
5/23/01,8:30,11.41
5/23/01,9:00,11.41
5/23/01,9:30,11.57
5/23/01,10:00,11.57
5/23/01,10:30,11.57
5/23/01,11:00,11.57
5/23/01,11:30,11.57
5/23/01,12:00,11.57
5/23/01,12:30,11.57
5/23/01,13:00,11.41
5/23/01,13:30,11.26
5/23/01,14:00,11.26
5/23/01,14:30,11.26
5/23/01,15:00,11.26
5/23/01,15:30,11.57
5/23/01,16:00,11.57
5/23/01,16:30,11.57
5/23/01,17:00,11.57
5/23/01,17:30,11.57
5/23/01,18:00,11.41
5/23/01,18:30,11.26
5/23/01,19:00,11.41
5/23/01,19:30,11.57
5/23/01,20:00,11.72
5/23/01,20:30,11.72
5/23/01,21:00,11.72
5/23/01,21:30,11.88
5/23/01,22:00,11.72
5/23/01,22:30,11.72
5/23/01,23:00,11.57
5/23/01,23:30,11.26
5/24/01,0:00,11.41
5/24/01,0:30,11.57
5/24/01,1:00,11.26
5/24/01,1:30,11.41
5/24/01,2:00,11.57
5/24/01,2:30,11.57
5/24/01,3:00,11.72
5/24/01,3:30,11.72
5/24/01,4:00,11.72
5/24/01,4:30,11.72
5/24/01,5:00,11.72
5/24/01,5:30,11.72
5/24/01,6:00,11.72
5/24/01,6:30,11.72
5/24/01,7:00,11.72
5/24/01,7:30,11.72
5/24/01,8:00,11.72
5/24/01,8:30,11.72
5/24/01,9:00,11.72
5/24/01,9:30,11.72
5/24/01,10:00,11.88
5/24/01,10:30,11.88
5/24/01,11:00,11.72
5/24/01,11:30,11.72
5/24/01,12:00,11.72
5/24/01,12:30,11.88
5/24/01,13:00,11.88
5/24/01,13:30,11.88
5/24/01,14:00,11.88
5/24/01,14:30,12.03
5/24/01,15:00,12.03
5/24/01,15:30,12.03
5/24/01,16:00,12.19
5/24/01,16:30,12.03
5/24/01,17:00,12.03
5/24/01,17:30,12.03
5/24/01,18:00,12.03
5/24/01,18:30,12.03
5/24/01,19:00,12.03
5/24/01,19:30,12.03
5/24/01,20:00,12.03
5/24/01,20:30,11.88
5/24/01,21:00,11.88
5/24/01,21:30,11.72
5/24/01,22:00,11.41
5/24/01,22:30,11.26
5/24/01,23:00,11.72
5/24/01,23:30,11.72
5/25/01,0:00,11.72
5/25/01,0:30,11.72
5/25/01,1:00,11.72
5/25/01,1:30,11.88
5/25/01,2:00,11.88
5/25/01,2:30,11.88
5/25/01,3:00,11.88
5/25/01,3:30,11.88
5/25/01,4:00,11.88
5/25/01,4:30,11.88
5/25/01,5:00,11.88
5/25/01,5:30,11.88
5/25/01,6:00,11.88
5/25/01,6:30,11.88
5/25/01,7:00,11.88
5/25/01,7:30,11.88
5/25/01,8:00,11.88
5/25/01,8:30,11.88
5/25/01,9:00,11.88
5/25/01,9:30,11.88
5/25/01,10:00,11.88
5/25/01,10:30,11.88
5/25/01,11:00,11.88
5/25/01,11:30,11.41
5/25/01,12:00,11.41
5/25/01,12:30,11.72
5/25/01,13:00,12.19
5/25/01,13:30,12.19
5/25/01,14:00,12.34
5/25/01,14:30,12.34
5/25/01,15:00,12.34
5/25/01,15:30,12.49
5/25/01,16:00,12.49
5/25/01,16:30,12.49
5/25/01,17:00,12.65
5/25/01,17:30,12.34
5/25/01,18:00,12.03
5/25/01,18:30,12.03
5/25/01,19:00,12.03
5/25/01,19:30,12.19
5/25/01,20:00,12.19
5/25/01,20:30,12.19
5/25/01,21:00,12.19
5/25/01,21:30,12.03
5/25/01,22:00,12.19
5/25/01,22:30,12.19
5/25/01,23:00,12.03
5/25/01,23:30,12.03
5/26/01,0:00,12.03
5/26/01,0:30,12.03
5/26/01,1:00,12.03
5/26/01,1:30,10.79
5/26/01,2:00,11.26
5/26/01,2:30,10.95
5/26/01,3:00,11.26
5/26/01,3:30,11.41
5/26/01,4:00,11.41
5/26/01,4:30,11.57
5/26/01,5:00,11.72
5/26/01,5:30,11.72
5/26/01,6:00,11.88
5/26/01,6:30,11.88
5/26/01,7:00,12.03
