long,lat,id,pottmp_c,year,month,depth_m
-70.5,42.49915873575553,pottmp_level=5_1,5.256463623046898,1981,1,5
-70.5,42.49915873575553,pottmp_level=5_2,3.4772583007812727,1981,2,5
-70.5,42.49915873575553,pottmp_level=5_3,2.9660583496093977,1981,3,5
-70.5,42.49915873575553,pottmp_level=5_4,4.098291015625023,1981,4,5
-70.5,42.49915873575553,pottmp_level=5_5,6.793084716796898,1981,5,5
-70.5,42.49915873575553,pottmp_level=5_6,12.117028808593773,1981,6,5
-70.5,42.49915873575553,pottmp_level=5_7,15.640405273437523,1981,7,5
-70.5,42.49915873575553,pottmp_level=5_8,17.589013671875023,1981,8,5
-70.5,42.49915873575553,pottmp_level=5_9,16.204980468750023,1981,9,5
-70.5,42.49915873575553,pottmp_level=5_10,10.810845947265648,1981,10,5
-70.5,42.49915873575553,pottmp_level=5_11,8.511285400390648,1981,11,5
-70.5,42.49915873575553,pottmp_level=5_12,5.836328125000023,1981,12,5
-70.5,42.49915873575553,pottmp_level=15_1,5.254937744140648,1981,1,15
-70.5,42.49915873575553,pottmp_level=15_2,3.4772583007812727,1981,2,15
-70.5,42.49915873575553,pottmp_level=15_3,2.9660583496093977,1981,3,15
-70.5,42.49915873575553,pottmp_level=15_4,4.086083984375023,1981,4,15
-70.5,42.49915873575553,pottmp_level=15_5,6.631341552734398,1981,5,15
-70.5,42.49915873575553,pottmp_level=15_6,10.919183349609398,1981,6,15
-70.5,42.49915873575553,pottmp_level=15_7,14.219750976562523,1981,7,15
-70.5,42.49915873575553,pottmp_level=15_8,15.399316406250023,1981,8,15
-70.5,42.49915873575553,pottmp_level=15_9,15.785363769531273,1981,9,15
-70.5,42.49915873575553,pottmp_level=15_10,10.760491943359398,1981,10,15
-70.5,42.49915873575553,pottmp_level=15_11,8.517388916015648,1981,11,15
-70.5,42.49915873575553,pottmp_level=15_12,5.839379882812523,1981,12,15
-70.5,42.49915873575553,pottmp_level=25_1,5.254937744140648,1981,1,25
-70.5,42.49915873575553,pottmp_level=25_2,3.4772583007812727,1981,2,25
-70.5,42.49915873575553,pottmp_level=25_3,2.9630065917968977,1981,3,25
-70.5,42.49915873575553,pottmp_level=25_4,4.072351074218773,1981,4,25
-70.5,42.49915873575553,pottmp_level=25_5,6.431451416015648,1981,5,25
-70.5,42.49915873575553,pottmp_level=25_6,8.140466308593773,1981,6,25
-70.5,42.49915873575553,pottmp_level=25_7,9.919702148437523,1981,7,25
-70.5,42.49915873575553,pottmp_level=25_8,11.343377685546898,1981,8,25
-70.5,42.49915873575553,pottmp_level=25_9,12.164331054687523,1981,9,25
-70.5,42.49915873575553,pottmp_level=25_10,10.673516845703148,1981,10,25
-70.5,42.49915873575553,pottmp_level=25_11,8.521966552734398,1981,11,25
-70.5,42.49915873575553,pottmp_level=25_12,5.845483398437523,1981,12,25
