long,lat,id,pottmp_c,year,month,depth_m
-70.5,42.49915873575553,pottmp_level=5_1,5.611047363281273,2023,1,5
-70.5,42.49915873575553,pottmp_level=5_2,4.611993408203148,2023,2,5
-70.5,42.49915873575553,pottmp_level=5_3,4.903985595703148,2023,3,5
-70.5,42.49915873575553,pottmp_level=5_4,7.127008056640648,2023,4,5
-70.5,42.49915873575553,pottmp_level=5_5,11.036004638671898,2023,5,5
-70.5,42.49915873575553,pottmp_level=5_6,15.439996337890648,2023,6,5
-70.5,42.49915873575553,pottmp_level=5_7,21.101068115234398,2023,7,5
-70.5,42.49915873575553,pottmp_level=5_8,20.395074462890648,2023,8,5
-70.5,42.49915873575553,pottmp_level=5_9,19.227014160156273,2023,9,5
-70.5,42.49915873575553,pottmp_level=5_10,15.840051269531273,2023,10,5
-70.5,42.49915873575553,pottmp_level=5_11,12.991998291015648,2023,11,5
-70.5,42.49915873575553,pottmp_level=5_12,10.628015136718773,2023,12,5
-70.5,42.49915873575553,pottmp_level=15_1,5.662988281250023,2023,1,15
-70.5,42.49915873575553,pottmp_level=15_2,4.713006591796898,2023,2,15
-70.5,42.49915873575553,pottmp_level=15_3,4.899011230468773,2023,3,15
-70.5,42.49915873575553,pottmp_level=15_4,6.916009521484398,2023,4,15
-70.5,42.49915873575553,pottmp_level=15_5,10.175988769531273,2023,5,15
-70.5,42.49915873575553,pottmp_level=15_6,13.620996093750023,2023,6,15
-70.5,42.49915873575553,pottmp_level=15_7,16.856011962890648,2023,7,15
-70.5,42.49915873575553,pottmp_level=15_8,19.256005859375023,2023,8,15
-70.5,42.49915873575553,pottmp_level=15_9,19.201013183593773,2023,9,15
-70.5,42.49915873575553,pottmp_level=15_10,15.971002197265648,2023,10,15
-70.5,42.49915873575553,pottmp_level=15_11,13.026055908203148,2023,11,15
-70.5,42.49915873575553,pottmp_level=15_12,10.645013427734398,2023,12,15
-70.5,42.49915873575553,pottmp_level=25_1,5.991998291015648,2023,1,25
-70.5,42.49915873575553,pottmp_level=25_2,5.015985107421898,2023,2,25
-70.5,42.49915873575553,pottmp_level=25_3,4.993005371093773,2023,3,25
-70.5,42.49915873575553,pottmp_level=25_4,6.834069824218773,2023,4,25
-70.5,42.49915873575553,pottmp_level=25_5,9.381005859375023,2023,5,25
-70.5,42.49915873575553,pottmp_level=25_6,12.525994873046898,2023,6,25
-70.5,42.49915873575553,pottmp_level=25_7,15.395989990234398,2023,7,25
-70.5,42.49915873575553,pottmp_level=25_8,17.400048828125023,2023,8,25
-70.5,42.49915873575553,pottmp_level=25_9,18.645013427734398,2023,9,25
-70.5,42.49915873575553,pottmp_level=25_10,16.285058593750023,2023,10,25
-70.5,42.49915873575553,pottmp_level=25_11,13.116052246093773,2023,11,25
-70.5,42.49915873575553,pottmp_level=25_12,10.665002441406273,2023,12,25
