long,lat,id,pottmp_c,year,month,depth_m
-70.5,42.49915873575553,pottmp_level=5_1,4.968072509765648,2013,1,5
-70.5,42.49915873575553,pottmp_level=5_2,3.7671752929687727,2013,2,5
-70.5,42.49915873575553,pottmp_level=5_3,3.8724609375000227,2013,3,5
-70.5,42.49915873575553,pottmp_level=5_4,5.282434082031273,2013,4,5
-70.5,42.49915873575553,pottmp_level=5_5,9.014825439453148,2013,5,5
-70.5,42.49915873575553,pottmp_level=5_6,14.329614257812523,2013,6,5
-70.5,42.49915873575553,pottmp_level=5_7,18.899774169921898,2013,7,5
-70.5,42.49915873575553,pottmp_level=5_8,18.124597167968773,2013,8,5
-70.5,42.49915873575553,pottmp_level=5_9,15.588525390625023,2013,9,5
-70.5,42.49915873575553,pottmp_level=5_10,12.783868408203148,2013,10,5
-70.5,42.49915873575553,pottmp_level=5_11,9.457360839843773,2013,11,5
-70.5,42.49915873575553,pottmp_level=5_12,5.856164550781273,2013,12,5
-70.5,42.49915873575553,pottmp_level=15_1,4.977227783203148,2013,1,15
-70.5,42.49915873575553,pottmp_level=15_2,3.7870117187500227,2013,2,15
-70.5,42.49915873575553,pottmp_level=15_3,3.8526245117187727,2013,3,15
-70.5,42.49915873575553,pottmp_level=15_4,5.041314697265648,2013,4,15
-70.5,42.49915873575553,pottmp_level=15_5,8.006188964843773,2013,5,15
-70.5,42.49915873575553,pottmp_level=15_6,11.669946289062523,2013,6,15
-70.5,42.49915873575553,pottmp_level=15_7,12.860162353515648,2013,7,15
-70.5,42.49915873575553,pottmp_level=15_8,12.724359130859398,2013,8,15
-70.5,42.49915873575553,pottmp_level=15_9,12.391717529296898,2013,9,15
-70.5,42.49915873575553,pottmp_level=15_10,12.452752685546898,2013,10,15
-70.5,42.49915873575553,pottmp_level=15_11,9.521447753906273,2013,11,15
-70.5,42.49915873575553,pottmp_level=15_12,5.930932617187523,2013,12,15
-70.5,42.49915873575553,pottmp_level=25_1,5.039788818359398,2013,1,25
-70.5,42.49915873575553,pottmp_level=25_2,3.8236328125000227,2013,2,25
-70.5,42.49915873575553,pottmp_level=25_3,3.8755126953125227,2013,3,25
-70.5,42.49915873575553,pottmp_level=25_4,4.830743408203148,2013,4,25
-70.5,42.49915873575553,pottmp_level=25_5,6.611505126953148,2013,5,25
-70.5,42.49915873575553,pottmp_level=25_6,9.942590332031273,2013,6,25
-70.5,42.49915873575553,pottmp_level=25_7,11.520410156250023,2013,7,25
-70.5,42.49915873575553,pottmp_level=25_8,11.689782714843773,2013,8,25
-70.5,42.49915873575553,pottmp_level=25_9,11.657739257812523,2013,9,25
-70.5,42.49915873575553,pottmp_level=25_10,11.694360351562523,2013,10,25
-70.5,42.49915873575553,pottmp_level=25_11,9.732019042968773,2013,11,25
-70.5,42.49915873575553,pottmp_level=25_12,6.196435546875023,2013,12,25
