long,lat,id,pottmp_c,year,month,depth_m
-70.5,42.49915873575553,pottmp_level=5_1,6.033166503906273,1980,1,5
-70.5,42.49915873575553,pottmp_level=5_2,4.060144042968773,1980,2,5
-70.5,42.49915873575553,pottmp_level=5_3,2.9996276855468977,1980,3,5
-70.5,42.49915873575553,pottmp_level=5_4,3.9762207031250227,1980,4,5
-70.5,42.49915873575553,pottmp_level=5_5,7.023492431640648,1980,5,5
-70.5,42.49915873575553,pottmp_level=5_6,10.426324462890648,1980,6,5
-70.5,42.49915873575553,pottmp_level=5_7,14.947625732421898,1980,7,5
-70.5,42.49915873575553,pottmp_level=5_8,16.195825195312523,1980,8,5
-70.5,42.49915873575553,pottmp_level=5_9,16.365197753906273,1980,9,5
-70.5,42.49915873575553,pottmp_level=5_10,12.603814697265648,1980,10,5
-70.5,42.49915873575553,pottmp_level=5_11,9.707604980468773,1980,11,5
-70.5,42.49915873575553,pottmp_level=5_12,7.568261718750023,1980,12,5
-70.5,42.49915873575553,pottmp_level=15_1,6.034692382812523,1980,1,15
-70.5,42.49915873575553,pottmp_level=15_2,4.054040527343773,1980,2,15
-70.5,42.49915873575553,pottmp_level=15_3,2.9981018066406477,1980,3,15
-70.5,42.49915873575553,pottmp_level=15_4,3.9350219726562727,1980,4,15
-70.5,42.49915873575553,pottmp_level=15_5,6.625238037109398,1980,5,15
-70.5,42.49915873575553,pottmp_level=15_6,9.367333984375023,1980,6,15
-70.5,42.49915873575553,pottmp_level=15_7,12.002587890625023,1980,7,15
-70.5,42.49915873575553,pottmp_level=15_8,13.311822509765648,1980,8,15
-70.5,42.49915873575553,pottmp_level=15_9,16.058496093750023,1980,9,15
-70.5,42.49915873575553,pottmp_level=15_10,12.374932861328148,1980,10,15
-70.5,42.49915873575553,pottmp_level=15_11,9.721337890625023,1980,11,15
-70.5,42.49915873575553,pottmp_level=15_12,7.565209960937523,1980,12,15
-70.5,42.49915873575553,pottmp_level=25_1,6.039270019531273,1980,1,25
-70.5,42.49915873575553,pottmp_level=25_2,4.060144042968773,1980,2,25
-70.5,42.49915873575553,pottmp_level=25_3,2.9981018066406477,1980,3,25
-70.5,42.49915873575553,pottmp_level=25_4,3.9243408203125227,1980,4,25
-70.5,42.49915873575553,pottmp_level=25_5,5.990441894531273,1980,5,25
-70.5,42.49915873575553,pottmp_level=25_6,7.140985107421898,1980,6,25
-70.5,42.49915873575553,pottmp_level=25_7,8.032128906250023,1980,7,25
-70.5,42.49915873575553,pottmp_level=25_8,9.788476562500023,1980,8,25
-70.5,42.49915873575553,pottmp_level=25_9,12.109399414062523,1980,9,25
-70.5,42.49915873575553,pottmp_level=25_10,11.862207031250023,1980,10,25
-70.5,42.49915873575553,pottmp_level=25_11,9.732019042968773,1980,11,25
-70.5,42.49915873575553,pottmp_level=25_12,7.571313476562523,1980,12,25
