long,lat,id,pottmp_c,year,month,depth_m
-70.5,42.49915873575553,pottmp_level=5_1,6.825128173828148,1989,1,5
-70.5,42.49915873575553,pottmp_level=5_2,6.120141601562523,1989,2,5
-70.5,42.49915873575553,pottmp_level=5_3,4.871942138671898,1989,3,5
-70.5,42.49915873575553,pottmp_level=5_4,5.218316650390648,1989,4,5
-70.5,42.49915873575553,pottmp_level=5_5,8.468560791015648,1989,5,5
-70.5,42.49915873575553,pottmp_level=5_6,13.148553466796898,1989,6,5
-70.5,42.49915873575553,pottmp_level=5_7,16.494927978515648,1989,7,5
-70.5,42.49915873575553,pottmp_level=5_8,17.271600341796898,1989,8,5
-70.5,42.49915873575553,pottmp_level=5_9,16.195825195312523,1989,9,5
-70.5,42.49915873575553,pottmp_level=5_10,12.142968750000023,1989,10,5
-70.5,42.49915873575553,pottmp_level=5_11,10.791009521484398,1989,11,5
-70.5,42.49915873575553,pottmp_level=5_12,6.573358154296898,1989,12,5
-70.5,42.49915873575553,pottmp_level=15_1,6.825128173828148,1989,1,15
-70.5,42.49915873575553,pottmp_level=15_2,6.120141601562523,1989,2,15
-70.5,42.49915873575553,pottmp_level=15_3,4.870416259765648,1989,3,15
-70.5,42.49915873575553,pottmp_level=15_4,5.193902587890648,1989,4,15
-70.5,42.49915873575553,pottmp_level=15_5,7.606408691406273,1989,5,15
-70.5,42.49915873575553,pottmp_level=15_6,11.492944335937523,1989,6,15
-70.5,42.49915873575553,pottmp_level=15_7,11.927819824218773,1989,7,15
-70.5,42.49915873575553,pottmp_level=15_8,10.263024902343773,1989,8,15
-70.5,42.49915873575553,pottmp_level=15_9,13.546838378906273,1989,9,15
-70.5,42.49915873575553,pottmp_level=15_10,12.092614746093773,1989,10,15
-70.5,42.49915873575553,pottmp_level=15_11,10.780328369140648,1989,11,15
-70.5,42.49915873575553,pottmp_level=15_12,6.574884033203148,1989,12,15
-70.5,42.49915873575553,pottmp_level=25_1,6.825128173828148,1989,1,25
-70.5,42.49915873575553,pottmp_level=25_2,6.123193359375023,1989,2,25
-70.5,42.49915873575553,pottmp_level=25_3,4.871942138671898,1989,3,25
-70.5,42.49915873575553,pottmp_level=25_4,5.193902587890648,1989,4,25
-70.5,42.49915873575553,pottmp_level=25_5,7.490441894531273,1989,5,25
-70.5,42.49915873575553,pottmp_level=25_6,8.792047119140648,1989,6,25
-70.5,42.49915873575553,pottmp_level=25_7,7.688806152343773,1989,7,25
-70.5,42.49915873575553,pottmp_level=25_8,7.140985107421898,1989,8,25
-70.5,42.49915873575553,pottmp_level=25_9,9.432946777343773,1989,9,25
-70.5,42.49915873575553,pottmp_level=25_10,11.784387207031273,1989,10,25
-70.5,42.49915873575553,pottmp_level=25_11,10.763543701171898,1989,11,25
-70.5,42.49915873575553,pottmp_level=25_12,6.579461669921898,1989,12,25
