long,lat,id,pottmp_c,year,month,depth_m
-70.5,42.49915873575553,pottmp_level=5_1,5.729516601562523,2006,1,5
-70.5,42.49915873575553,pottmp_level=5_2,4.606439208984398,2006,2,5
-70.5,42.49915873575553,pottmp_level=5_3,3.7900634765625227,2006,3,5
-70.5,42.49915873575553,pottmp_level=5_4,5.076409912109398,2006,4,5
-70.5,42.49915873575553,pottmp_level=5_5,7.366845703125023,2006,5,5
-70.5,42.49915873575553,pottmp_level=5_6,11.651635742187523,2006,6,5
-70.5,42.49915873575553,pottmp_level=5_7,15.608361816406273,2006,7,5
-70.5,42.49915873575553,pottmp_level=5_8,16.615472412109398,2006,8,5
-70.5,42.49915873575553,pottmp_level=5_9,14.581414794921898,2006,9,5
-70.5,42.49915873575553,pottmp_level=5_10,13.044793701171898,2006,10,5
-70.5,42.49915873575553,pottmp_level=5_11,10.470574951171898,2006,11,5
-70.5,42.49915873575553,pottmp_level=5_12,8.421258544921898,2006,12,5
-70.5,42.49915873575553,pottmp_level=15_1,5.729516601562523,2006,1,15
-70.5,42.49915873575553,pottmp_level=15_2,4.607965087890648,2006,2,15
-70.5,42.49915873575553,pottmp_level=15_3,3.7839599609375227,2006,3,15
-70.5,42.49915873575553,pottmp_level=15_4,4.980279541015648,2006,4,15
-70.5,42.49915873575553,pottmp_level=15_5,6.858697509765648,2006,5,15
-70.5,42.49915873575553,pottmp_level=15_6,9.104852294921898,2006,6,15
-70.5,42.49915873575553,pottmp_level=15_7,8.935479736328148,2006,7,15
-70.5,42.49915873575553,pottmp_level=15_8,9.690820312500023,2006,8,15
-70.5,42.49915873575553,pottmp_level=15_9,13.731469726562523,2006,9,15
-70.5,42.49915873575553,pottmp_level=15_10,13.191278076171898,2006,10,15
-70.5,42.49915873575553,pottmp_level=15_11,10.478204345703148,2006,11,15
-70.5,42.49915873575553,pottmp_level=15_12,8.413629150390648,2006,12,15
-70.5,42.49915873575553,pottmp_level=25_1,5.732568359375023,2006,1,25
-70.5,42.49915873575553,pottmp_level=25_2,4.607965087890648,2006,2,25
-70.5,42.49915873575553,pottmp_level=25_3,3.7687011718750227,2006,3,25
-70.5,42.49915873575553,pottmp_level=25_4,4.763604736328148,2006,4,25
-70.5,42.49915873575553,pottmp_level=25_5,6.278833007812523,2006,5,25
-70.5,42.49915873575553,pottmp_level=25_6,8.088586425781273,2006,6,25
-70.5,42.49915873575553,pottmp_level=25_7,7.968041992187523,2006,7,25
-70.5,42.49915873575553,pottmp_level=25_8,7.925317382812523,2006,8,25
-70.5,42.49915873575553,pottmp_level=25_9,12.023950195312523,2006,9,25
-70.5,42.49915873575553,pottmp_level=25_10,13.432397460937523,2006,10,25
-70.5,42.49915873575553,pottmp_level=25_11,10.577386474609398,2006,11,25
-70.5,42.49915873575553,pottmp_level=25_12,8.439569091796898,2006,12,25
