long,lat,id,pottmp_c,year,month,depth_m
-70.5,42.49915873575553,pottmp_level=5_1,1.5652709960937727,2009,1,5
-70.5,42.49915873575553,pottmp_level=5_2,1.6293579101562727,2009,2,5
-70.5,42.49915873575553,pottmp_level=5_3,2.0581298828125227,2009,3,5
-70.5,42.49915873575553,pottmp_level=5_4,4.342462158203148,2009,4,5
-70.5,42.49915873575553,pottmp_level=5_5,8.399896240234398,2009,5,5
-70.5,42.49915873575553,pottmp_level=5_6,12.074304199218773,2009,6,5
-70.5,42.49915873575553,pottmp_level=5_7,15.666345214843773,2009,7,5
-70.5,42.49915873575553,pottmp_level=5_8,18.535089111328148,2009,8,5
-70.5,42.49915873575553,pottmp_level=5_9,14.856072998046898,2009,9,5
-70.5,42.49915873575553,pottmp_level=5_10,10.731500244140648,2009,10,5
-70.5,42.49915873575553,pottmp_level=5_11,8.813409423828148,2009,11,5
-70.5,42.49915873575553,pottmp_level=5_12,5.299218750000023,2009,12,5
-70.5,42.49915873575553,pottmp_level=15_1,2.8943420410156477,2009,1,15
-70.5,42.49915873575553,pottmp_level=15_2,2.3358703613281477,2009,2,15
-70.5,42.49915873575553,pottmp_level=15_3,2.7173400878906477,2009,3,15
-70.5,42.49915873575553,pottmp_level=15_4,3.8144775390625227,2009,4,15
-70.5,42.49915873575553,pottmp_level=15_5,4.463006591796898,2009,5,15
-70.5,42.49915873575553,pottmp_level=15_6,8.004663085937523,2009,6,15
-70.5,42.49915873575553,pottmp_level=15_7,10.154687500000023,2009,7,15
-70.5,42.49915873575553,pottmp_level=15_8,9.622155761718773,2009,8,15
-70.5,42.49915873575553,pottmp_level=15_9,9.309320068359398,2009,9,15
-70.5,42.49915873575553,pottmp_level=15_10,9.570275878906273,2009,10,15
-70.5,42.49915873575553,pottmp_level=15_11,9.008721923828148,2009,11,15
-70.5,42.49915873575553,pottmp_level=15_12,5.744775390625023,2009,12,15
-70.5,42.49915873575553,pottmp_level=25_1,4.463006591796898,2009,1,25
-70.5,42.49915873575553,pottmp_level=25_2,3.5703369140625227,2009,2,25
-70.5,42.49915873575553,pottmp_level=25_3,3.3506103515625227,2009,3,25
-70.5,42.49915873575553,pottmp_level=25_4,4.119653320312523,2009,4,25
-70.5,42.49915873575553,pottmp_level=25_5,5.195428466796898,2009,5,25
-70.5,42.49915873575553,pottmp_level=25_6,7.488916015625023,2009,6,25
-70.5,42.49915873575553,pottmp_level=25_7,8.589105224609398,2009,7,25
-70.5,42.49915873575553,pottmp_level=25_8,8.833245849609398,2009,8,25
-70.5,42.49915873575553,pottmp_level=25_9,7.798669433593773,2009,9,25
-70.5,42.49915873575553,pottmp_level=25_10,9.234552001953148,2009,10,25
-70.5,42.49915873575553,pottmp_level=25_11,9.103326416015648,2009,11,25
-70.5,42.49915873575553,pottmp_level=25_12,6.799188232421898,2009,12,25
