long,lat,id,pottmp_c,year,month,depth_m
-70.5,42.49915873575553,pottmp_level=5_1,4.971124267578148,1988,1,5
-70.5,42.49915873575553,pottmp_level=5_2,4.159326171875023,1988,2,5
-70.5,42.49915873575553,pottmp_level=5_3,3.8098999023437727,1988,3,5
-70.5,42.49915873575553,pottmp_level=5_4,4.348565673828148,1988,4,5
-70.5,42.49915873575553,pottmp_level=5_5,7.559106445312523,1988,5,5
-70.5,42.49915873575553,pottmp_level=5_6,11.351037597656273,1988,6,5
-70.5,42.49915873575553,pottmp_level=5_7,16.351464843750023,1988,7,5
-70.5,42.49915873575553,pottmp_level=5_8,16.958795166015648,1988,8,5
-70.5,42.49915873575553,pottmp_level=5_9,14.720269775390648,1988,9,5
-70.5,42.49915873575553,pottmp_level=5_10,11.273187255859398,1988,10,5
-70.5,42.49915873575553,pottmp_level=5_11,9.724389648437523,1988,11,5
-70.5,42.49915873575553,pottmp_level=5_12,8.018395996093773,1988,12,5
-70.5,42.49915873575553,pottmp_level=15_1,4.966546630859398,1988,1,15
-70.5,42.49915873575553,pottmp_level=15_2,4.154748535156273,1988,2,15
-70.5,42.49915873575553,pottmp_level=15_3,3.8053222656250227,1988,3,15
-70.5,42.49915873575553,pottmp_level=15_4,4.308892822265648,1988,4,15
-70.5,42.49915873575553,pottmp_level=15_5,7.134881591796898,1988,5,15
-70.5,42.49915873575553,pottmp_level=15_6,10.307275390625023,1988,6,15
-70.5,42.49915873575553,pottmp_level=15_7,11.268609619140648,1988,7,15
-70.5,42.49915873575553,pottmp_level=15_8,11.027520751953148,1988,8,15
-70.5,42.49915873575553,pottmp_level=15_9,13.704003906250023,1988,9,15
-70.5,42.49915873575553,pottmp_level=15_10,11.236566162109398,1988,10,15
-70.5,42.49915873575553,pottmp_level=15_11,9.724389648437523,1988,11,15
-70.5,42.49915873575553,pottmp_level=15_12,8.022973632812523,1988,12,15
-70.5,42.49915873575553,pottmp_level=25_1,4.971124267578148,1988,1,25
-70.5,42.49915873575553,pottmp_level=25_2,4.156274414062523,1988,2,25
-70.5,42.49915873575553,pottmp_level=25_3,3.8037963867187727,1988,3,25
-70.5,42.49915873575553,pottmp_level=25_4,4.281396484375023,1988,4,25
-70.5,42.49915873575553,pottmp_level=25_5,5.688317871093773,1988,5,25
-70.5,42.49915873575553,pottmp_level=25_6,7.638452148437523,1988,6,25
-70.5,42.49915873575553,pottmp_level=25_7,7.559106445312523,1988,7,25
-70.5,42.49915873575553,pottmp_level=25_8,7.876489257812523,1988,8,25
-70.5,42.49915873575553,pottmp_level=25_9,9.468041992187523,1988,9,25
-70.5,42.49915873575553,pottmp_level=25_10,10.673516845703148,1988,10,25
-70.5,42.49915873575553,pottmp_level=25_11,9.727441406250023,1988,11,25
-70.5,42.49915873575553,pottmp_level=25_12,8.022973632812523,1988,12,25
