"Plot Title: 20443274"
"#","Date Time, GMT-04:00","Temp, °C (LGR S/N: 20443274, SEN S/N: 20443274)","Button Down (LGR S/N: 20443274)","Button Up (LGR S/N: 20443274)","Low Power Warning (LGR S/N: 20443274)","Safe Shutdown - Low Battery (LGR S/N: 20443274)","End Of File (LGR S/N: 20443274)"
5809,12/27/18 03:39:32 AM,6.48,,,,,
5810,12/27/18 04:09:32 AM,6.78,,,,,
5811,12/27/18 04:39:32 AM,6.90,,,,,
5812,12/27/18 05:09:32 AM,6.73,,,,,
5813,12/27/18 05:39:32 AM,6.82,,,,,
5814,12/27/18 06:09:32 AM,6.65,,,,,
5815,12/27/18 06:39:32 AM,6.48,,,,,
5816,12/27/18 07:09:32 AM,6.35,,,,,
5817,12/27/18 07:39:32 AM,6.30,,,,,
5818,12/27/18 08:09:32 AM,6.39,,,,,
5819,12/27/18 08:39:32 AM,6.43,,,,,
5820,12/27/18 09:09:32 AM,6.43,,,,,
5821,12/27/18 09:39:32 AM,6.48,,,,,
5822,12/27/18 10:09:32 AM,6.43,,,,,
5823,12/27/18 10:39:32 AM,6.43,,,,,
5824,12/27/18 11:09:32 AM,6.43,,,,,
5825,12/27/18 11:39:32 AM,6.43,,,,,
5826,12/27/18 12:09:32 PM,6.39,,,,,
5827,12/27/18 12:39:32 PM,6.48,,,,,
5828,12/27/18 01:09:32 PM,6.48,,,,,
5829,12/27/18 01:39:32 PM,6.48,,,,,
5830,12/27/18 02:09:32 PM,6.48,,,,,
5831,12/27/18 02:39:32 PM,6.48,,,,,
5832,12/27/18 03:09:32 PM,6.48,,,,,
5833,12/27/18 03:39:32 PM,6.48,,,,,
5834,12/27/18 04:09:32 PM,6.48,,,,,
5835,12/27/18 04:39:32 PM,6.48,,,,,
5836,12/27/18 05:09:32 PM,6.43,,,,,
5837,12/27/18 05:39:32 PM,6.48,,,,,
5838,12/27/18 06:09:32 PM,6.48,,,,,
5839,12/27/18 06:39:32 PM,6.43,,,,,
5840,12/27/18 07:09:32 PM,6.43,,,,,
5841,12/27/18 07:39:32 PM,6.48,,,,,
5842,12/27/18 08:09:32 PM,6.48,,,,,
5843,12/27/18 08:39:32 PM,6.52,,,,,
5844,12/27/18 09:09:32 PM,6.43,,,,,
5845,12/27/18 09:39:32 PM,6.52,,,,,
5846,12/27/18 10:09:32 PM,6.43,,,,,
5847,12/27/18 10:39:32 PM,6.43,,,,,
5848,12/27/18 11:09:32 PM,6.35,,,,,
5849,12/27/18 11:39:32 PM,6.39,,,,,
5850,12/28/18 12:09:32 AM,6.39,,,,,
5851,12/28/18 12:39:32 AM,6.39,,,,,
5852,12/28/18 01:09:32 AM,6.35,,,,,
5853,12/28/18 01:39:32 AM,6.39,,,,,
5854,12/28/18 02:09:32 AM,6.39,,,,,
5855,12/28/18 02:39:32 AM,6.43,,,,,
5856,12/28/18 03:09:32 AM,6.43,,,,,
5857,12/28/18 03:39:32 AM,6.43,,,,,
5858,12/28/18 04:09:32 AM,6.43,,,,,
5859,12/28/18 04:39:32 AM,6.39,,,,,
5860,12/28/18 05:09:32 AM,6.39,,,,,
5861,12/28/18 05:39:32 AM,6.43,,,,,
5862,12/28/18 06:09:32 AM,6.48,,,,,
5863,12/28/18 06:39:32 AM,6.43,,,,,
5864,12/28/18 07:09:32 AM,6.52,,,,,
5865,12/28/18 07:39:32 AM,6.48,,,,,
5866,12/28/18 08:09:32 AM,6.52,,,,,
5867,12/28/18 08:39:32 AM,6.48,,,,,
5868,12/28/18 09:09:32 AM,6.48,,,,,
5869,12/28/18 09:39:32 AM,6.52,,,,,
5870,12/28/18 10:09:32 AM,6.52,,,,,
5871,12/28/18 10:39:32 AM,6.52,,,,,
5872,12/28/18 11:09:32 AM,6.52,,,,,
5873,12/28/18 11:39:32 AM,6.52,,,,,
5874,12/28/18 12:09:32 PM,6.52,,,,,
5875,12/28/18 12:39:32 PM,6.52,,,,,
5876,12/28/18 01:09:32 PM,6.52,,,,,
5877,12/28/18 01:39:32 PM,6.48,,,,,
5878,12/28/18 02:09:32 PM,6.52,,,,,
5879,12/28/18 02:39:32 PM,6.52,,,,,
5880,12/28/18 03:09:32 PM,6.48,,,,,
5881,12/28/18 03:39:32 PM,6.52,,,,,
5882,12/28/18 04:09:32 PM,6.52,,,,,
5883,12/28/18 04:39:32 PM,6.56,,,,,
5884,12/28/18 05:09:32 PM,6.52,,,,,
5885,12/28/18 05:39:32 PM,6.52,,,,,
5886,12/28/18 06:09:32 PM,6.52,,,,,
5887,12/28/18 06:39:32 PM,6.56,,,,,
5888,12/28/18 07:09:32 PM,6.60,,,,,
5889,12/28/18 07:39:32 PM,6.52,,,,,
5890,12/28/18 08:09:32 PM,6.56,,,,,
5891,12/28/18 08:39:32 PM,6.48,,,,,
5892,12/28/18 09:09:32 PM,6.56,,,,,
5893,12/28/18 09:39:32 PM,6.56,,,,,
5894,12/28/18 10:09:32 PM,6.56,,,,,
5895,12/28/18 10:39:32 PM,6.52,,,,,
5896,12/28/18 11:09:32 PM,6.52,,,,,
5897,12/28/18 11:39:32 PM,6.48,,,,,
5898,12/29/18 12:09:32 AM,6.43,,,,,
5899,12/29/18 12:39:32 AM,6.48,,,,,
5900,12/29/18 01:09:32 AM,6.52,,,,,
5901,12/29/18 01:39:32 AM,6.48,,,,,
5902,12/29/18 02:09:32 AM,6.43,,,,,
5903,12/29/18 02:39:32 AM,6.30,,,,,
5904,12/29/18 03:09:32 AM,6.30,,,,,
5905,12/29/18 03:39:32 AM,6.30,,,,,
5906,12/29/18 04:09:32 AM,6.30,,,,,
5907,12/29/18 04:39:32 AM,6.35,,,,,
5908,12/29/18 05:09:32 AM,6.05,,,,,
5909,12/29/18 05:39:32 AM,6.05,,,,,
5910,12/29/18 06:09:32 AM,6.05,,,,,
5911,12/29/18 06:39:32 AM,6.05,,,,,
5912,12/29/18 07:09:32 AM,6.05,,,,,
5913,12/29/18 07:39:32 AM,5.92,,,,,
5914,12/29/18 08:09:32 AM,5.96,,,,,
5915,12/29/18 08:39:32 AM,5.96,,,,,
5916,12/29/18 09:09:32 AM,6.05,,,,,
5917,12/29/18 09:39:32 AM,6.26,,,,,
5918,12/29/18 10:09:32 AM,6.30,,,,,
5919,12/29/18 10:39:32 AM,6.26,,,,,
5920,12/29/18 11:09:32 AM,6.30,,,,,
5921,12/29/18 11:39:32 AM,6.35,,,,,
5922,12/29/18 12:09:32 PM,6.39,,,,,
5923,12/29/18 12:39:32 PM,6.35,,,,,
5924,12/29/18 01:09:32 PM,6.39,,,,,
5925,12/29/18 01:39:32 PM,6.39,,,,,
5926,12/29/18 02:09:32 PM,6.48,,,,,
5927,12/29/18 02:39:32 PM,6.52,,,,,
5928,12/29/18 03:09:32 PM,6.52,,,,,
5929,12/29/18 03:39:32 PM,6.48,,,,,
5930,12/29/18 04:09:32 PM,6.52,,,,,
5931,12/29/18 04:39:32 PM,6.52,,,,,
5932,12/29/18 05:09:32 PM,6.48,,,,,
5933,12/29/18 05:39:32 PM,6.56,,,,,
5934,12/29/18 06:09:32 PM,6.26,,,,,
5935,12/29/18 06:39:32 PM,6.48,,,,,
5936,12/29/18 07:09:32 PM,6.39,,,,,
5937,12/29/18 07:39:32 PM,6.39,,,,,
5938,12/29/18 08:09:32 PM,6.43,,,,,
5939,12/29/18 08:39:32 PM,6.30,,,,,
5940,12/29/18 09:09:32 PM,6.30,,,,,
5941,12/29/18 09:39:32 PM,6.26,,,,,
5942,12/29/18 10:09:32 PM,6.22,,,,,
5943,12/29/18 10:39:32 PM,6.26,,,,,
5944,12/29/18 11:09:32 PM,6.39,,,,,
5945,12/29/18 11:39:32 PM,6.39,,,,,
5946,12/30/18 12:09:32 AM,6.35,,,,,
5947,12/30/18 12:39:32 AM,6.35,,,,,
5948,12/30/18 01:09:32 AM,6.48,,,,,
5949,12/30/18 01:39:32 AM,6.48,,,,,
5950,12/30/18 02:09:32 AM,6.35,,,,,
5951,12/30/18 02:39:32 AM,6.22,,,,,
5952,12/30/18 03:09:32 AM,6.26,,,,,
5953,12/30/18 03:39:32 AM,6.26,,,,,
5954,12/30/18 04:09:32 AM,6.35,,,,,
5955,12/30/18 04:39:32 AM,6.43,,,,,
5956,12/30/18 05:09:32 AM,6.30,,,,,
5957,12/30/18 05:39:32 AM,6.26,,,,,
5958,12/30/18 06:09:32 AM,6.26,,,,,
5959,12/30/18 06:39:32 AM,6.17,,,,,
5960,12/30/18 07:09:32 AM,6.26,,,,,
5961,12/30/18 07:39:32 AM,6.35,,,,,
5962,12/30/18 08:09:32 AM,6.30,,,,,
5963,12/30/18 08:39:32 AM,6.30,,,,,
5964,12/30/18 09:09:32 AM,6.30,,,,,
5965,12/30/18 09:39:32 AM,6.22,,,,,
5966,12/30/18 10:09:32 AM,6.17,,,,,
5967,12/30/18 10:39:32 AM,6.17,,,,,
5968,12/30/18 11:09:32 AM,6.17,,,,,
5969,12/30/18 11:39:32 AM,6.17,,,,,
5970,12/30/18 12:09:32 PM,6.17,,,,,
5971,12/30/18 12:39:32 PM,6.17,,,,,
5972,12/30/18 01:09:32 PM,6.22,,,,,
5973,12/30/18 01:39:32 PM,6.22,,,,,
5974,12/30/18 02:09:32 PM,6.22,,,,,
5975,12/30/18 02:39:32 PM,6.17,,,,,
5976,12/30/18 03:09:32 PM,6.17,,,,,
5977,12/30/18 03:39:32 PM,6.22,,,,,
5978,12/30/18 04:09:32 PM,6.22,,,,,
5979,12/30/18 04:39:32 PM,6.17,,,,,
5980,12/30/18 05:09:32 PM,6.13,,,,,
5981,12/30/18 05:39:32 PM,6.22,,,,,
5982,12/30/18 06:09:32 PM,6.17,,,,,
5983,12/30/18 06:39:32 PM,6.26,,,,,
5984,12/30/18 07:09:32 PM,6.17,,,,,
5985,12/30/18 07:39:32 PM,6.13,,,,,
5986,12/30/18 08:09:32 PM,6.17,,,,,
5987,12/30/18 08:39:32 PM,6.13,,,,,
5988,12/30/18 09:09:32 PM,6.22,,,,,
5989,12/30/18 09:39:32 PM,6.17,,,,,
5990,12/30/18 10:09:32 PM,6.13,,,,,
5991,12/30/18 10:39:32 PM,6.13,,,,,
5992,12/30/18 11:09:32 PM,6.17,,,,,
5993,12/30/18 11:39:32 PM,6.17,,,,,
5994,12/31/18 12:09:32 AM,6.17,,,,,
5995,12/31/18 12:39:32 AM,6.17,,,,,
5996,12/31/18 01:09:32 AM,6.13,,,,,
5997,12/31/18 01:39:32 AM,6.13,,,,,
5998,12/31/18 02:09:32 AM,6.09,,,,,
5999,12/31/18 02:39:32 AM,6.13,,,,,
6000,12/31/18 03:09:32 AM,6.13,,,,,
6001,12/31/18 03:39:32 AM,6.17,,,,,
6002,12/31/18 04:09:32 AM,6.13,,,,,
6003,12/31/18 04:39:32 AM,6.13,,,,,
6004,12/31/18 05:09:32 AM,6.13,,,,,
6005,12/31/18 05:39:32 AM,6.13,,,,,
6006,12/31/18 06:09:32 AM,6.13,,,,,
6007,12/31/18 06:39:32 AM,6.13,,,,,
6008,12/31/18 07:09:32 AM,6.13,,,,,
6009,12/31/18 07:39:32 AM,6.13,,,,,
6010,12/31/18 08:09:32 AM,6.13,,,,,
6011,12/31/18 08:39:32 AM,6.17,,,,,
6012,12/31/18 09:09:32 AM,6.13,,,,,
6013,12/31/18 09:39:32 AM,6.09,,,,,
6014,12/31/18 10:09:32 AM,6.13,,,,,
6015,12/31/18 10:39:32 AM,6.13,,,,,
6016,12/31/18 11:09:32 AM,6.09,,,,,
6017,12/31/18 11:39:32 AM,6.13,,,,,
6018,12/31/18 12:09:32 PM,6.13,,,,,
6019,12/31/18 12:39:32 PM,6.13,,,,,
6020,12/31/18 01:09:32 PM,6.17,,,,,
6021,12/31/18 01:39:32 PM,6.09,,,,,
6022,12/31/18 02:09:32 PM,6.13,,,,,
6023,12/31/18 02:39:32 PM,6.09,,,,,
6024,12/31/18 03:09:32 PM,6.13,,,,,
6025,12/31/18 03:39:32 PM,6.13,,,,,
6026,12/31/18 04:09:32 PM,6.13,,,,,
6027,12/31/18 04:39:32 PM,6.13,,,,,
6028,12/31/18 05:09:32 PM,6.09,,,,,
6029,12/31/18 05:39:32 PM,6.13,,,,,
6030,12/31/18 06:09:32 PM,6.13,,,,,
6031,12/31/18 06:39:32 PM,6.09,,,,,
6032,12/31/18 07:09:32 PM,6.13,,,,,
6033,12/31/18 07:39:32 PM,6.13,,,,,
6034,12/31/18 08:09:32 PM,6.13,,,,,
6035,12/31/18 08:39:32 PM,6.17,,,,,
6036,12/31/18 09:09:32 PM,6.13,,,,,
6037,12/31/18 09:39:32 PM,6.05,,,,,
6038,12/31/18 10:09:32 PM,6.05,,,,,
6039,12/31/18 10:39:32 PM,6.09,,,,,
6040,12/31/18 11:09:32 PM,6.09,,,,,
6041,12/31/18 11:39:32 PM,6.09,,,,,
6042,01/01/19 12:09:32 AM,6.05,,,,,
6043,01/01/19 12:39:32 AM,5.87,,,,,
6044,01/01/19 01:09:32 AM,5.83,,,,,
6045,01/01/19 01:39:32 AM,5.83,,,,,
6046,01/01/19 02:09:32 AM,5.79,,,,,
6047,01/01/19 02:39:32 AM,5.79,,,,,
6048,01/01/19 03:09:32 AM,5.75,,,,,
6049,01/01/19 03:39:32 AM,5.87,,,,,
6050,01/01/19 04:09:32 AM,5.96,,,,,
6051,01/01/19 04:39:32 AM,5.87,,,,,
6052,01/01/19 05:09:32 AM,5.87,,,,,
6053,01/01/19 05:39:32 AM,5.79,,,,,
6054,01/01/19 06:09:32 AM,5.92,,,,,
6055,01/01/19 06:39:32 AM,5.92,,,,,
6056,01/01/19 07:09:32 AM,6.00,,,,,
6057,01/01/19 07:39:32 AM,6.00,,,,,
6058,01/01/19 08:09:32 AM,6.05,,,,,
6059,01/01/19 08:39:32 AM,5.96,,,,,
6060,01/01/19 09:09:32 AM,6.00,,,,,
6061,01/01/19 09:39:32 AM,5.87,,,,,
6062,01/01/19 10:09:32 AM,5.87,,,,,
6063,01/01/19 10:39:32 AM,5.92,,,,,
6064,01/01/19 11:09:32 AM,5.96,,,,,
6065,01/01/19 11:39:32 AM,6.00,,,,,
6066,01/01/19 12:09:32 PM,5.96,,,,,
6067,01/01/19 12:39:32 PM,5.96,,,,,
6068,01/01/19 01:09:32 PM,6.05,,,,,
6069,01/01/19 01:39:32 PM,6.09,,,,,
6070,01/01/19 02:09:32 PM,6.05,,,,,
6071,01/01/19 02:39:32 PM,6.13,,,,,
6072,01/01/19 03:09:32 PM,6.13,,,,,
6073,01/01/19 03:39:32 PM,6.26,,,,,
6074,01/01/19 04:09:32 PM,6.48,,,,,
6075,01/01/19 04:39:32 PM,6.95,,,,,
6076,01/01/19 05:09:32 PM,6.86,,,,,
6077,01/01/19 05:39:32 PM,6.86,,,,,
6078,01/01/19 06:09:32 PM,6.95,,,,,
6079,01/01/19 06:39:32 PM,7.08,,,,,
6080,01/01/19 07:09:32 PM,6.95,,,,,
6081,01/01/19 07:39:32 PM,6.82,,,,,
6082,01/01/19 08:09:32 PM,6.65,,,,,
6083,01/01/19 08:39:32 PM,6.48,,,,,
6084,01/01/19 09:09:32 PM,6.48,,,,,
6085,01/01/19 09:39:32 PM,6.48,,,,,
6086,01/01/19 10:09:32 PM,6.43,,,,,
6087,01/01/19 10:39:32 PM,6.35,,,,,
6088,01/01/19 11:09:32 PM,6.30,,,,,
6089,01/01/19 11:39:32 PM,6.30,,,,,
6090,01/02/19 12:09:32 AM,6.30,,,,,
6091,01/02/19 12:39:32 AM,6.22,,,,,
6092,01/02/19 01:09:32 AM,6.09,,,,,
6093,01/02/19 01:39:32 AM,6.17,,,,,
6094,01/02/19 02:09:32 AM,6.17,,,,,
6095,01/02/19 02:39:32 AM,6.09,,,,,
6096,01/02/19 03:09:32 AM,6.13,,,,,
6097,01/02/19 03:39:32 AM,6.13,,,,,
6098,01/02/19 04:09:32 AM,6.26,,,,,
6099,01/02/19 04:39:32 AM,6.39,,,,,
6100,01/02/19 05:09:32 AM,6.17,,,,,
6101,01/02/19 05:39:32 AM,6.13,,,,,
6102,01/02/19 06:09:32 AM,6.13,,,,,
6103,01/02/19 06:39:32 AM,5.92,,,,,
6104,01/02/19 07:09:32 AM,5.96,,,,,
6105,01/02/19 07:39:32 AM,5.83,,,,,
6106,01/02/19 08:09:32 AM,5.83,,,,,
6107,01/02/19 08:39:32 AM,5.92,,,,,
6108,01/02/19 09:09:32 AM,6.00,,,,,
6109,01/02/19 09:39:32 AM,5.87,,,,,
6110,01/02/19 10:09:32 AM,5.92,,,,,
6111,01/02/19 10:39:32 AM,5.96,,,,,
6112,01/02/19 11:09:32 AM,6.00,,,,,
6113,01/02/19 11:39:32 AM,6.00,,,,,
6114,01/02/19 12:09:32 PM,5.92,,,,,
6115,01/02/19 12:39:32 PM,5.83,,,,,
6116,01/02/19 01:09:32 PM,5.87,,,,,
6117,01/02/19 01:39:32 PM,5.92,,,,,
6118,01/02/19 02:09:32 PM,5.92,,,,,
6119,01/02/19 02:39:32 PM,5.92,,,,,
6120,01/02/19 03:09:32 PM,5.96,,,,,
6121,01/02/19 03:39:32 PM,6.00,,,,,
6122,01/02/19 04:09:32 PM,5.96,,,,,
6123,01/02/19 04:39:32 PM,6.05,,,,,
6124,01/02/19 05:09:32 PM,5.92,,,,,
6125,01/02/19 05:39:32 PM,5.92,,,,,
6126,01/02/19 06:09:32 PM,5.92,,,,,
6127,01/02/19 06:39:32 PM,5.96,,,,,
6128,01/02/19 07:09:32 PM,5.96,,,,,
6129,01/02/19 07:39:32 PM,5.87,,,,,
6130,01/02/19 08:09:32 PM,5.92,,,,,
6131,01/02/19 08:39:32 PM,5.96,,,,,
6132,01/02/19 09:09:32 PM,5.96,,,,,
6133,01/02/19 09:39:32 PM,5.92,,,,,
6134,01/02/19 10:09:32 PM,5.92,,,,,
6135,01/02/19 10:39:32 PM,6.00,,,,,
6136,01/02/19 11:09:32 PM,5.96,,,,,
6137,01/02/19 11:39:32 PM,5.96,,,,,
6138,01/03/19 12:09:32 AM,6.00,,,,,
6139,01/03/19 12:39:32 AM,6.05,,,,,
6140,01/03/19 01:09:32 AM,6.05,,,,,
6141,01/03/19 01:39:32 AM,6.09,,,,,
6142,01/03/19 02:09:32 AM,6.09,,,,,
6143,01/03/19 02:39:32 AM,6.05,,,,,
6144,01/03/19 03:09:32 AM,6.05,,,,,
6145,01/03/19 03:39:32 AM,6.00,,,,,
6146,01/03/19 04:09:32 AM,5.96,,,,,
6147,01/03/19 04:39:32 AM,5.92,,,,,
6148,01/03/19 05:09:32 AM,5.92,,,,,
6149,01/03/19 05:39:32 AM,5.96,,,,,
6150,01/03/19 06:09:32 AM,5.92,,,,,
6151,01/03/19 06:39:32 AM,5.96,,,,,
6152,01/03/19 07:09:32 AM,6.05,,,,,
6153,01/03/19 07:39:32 AM,6.39,,,,,
6154,01/03/19 08:09:32 AM,6.26,,,,,
6155,01/03/19 08:39:32 AM,6.13,,,,,
6156,01/03/19 09:09:32 AM,6.13,,,,,
6157,01/03/19 09:39:32 AM,6.05,,,,,
6158,01/03/19 10:09:32 AM,6.05,,,,,
6159,01/03/19 10:39:32 AM,6.13,,,,,
6160,01/03/19 11:09:32 AM,6.09,,,,,
6161,01/03/19 11:39:32 AM,6.05,,,,,
6162,01/03/19 12:09:32 PM,6.05,,,,,
6163,01/03/19 12:39:32 PM,6.05,,,,,
6164,01/03/19 01:09:32 PM,6.00,,,,,
6165,01/03/19 01:39:32 PM,6.09,,,,,
6166,01/03/19 02:09:32 PM,6.09,,,,,
6167,01/03/19 02:39:32 PM,6.09,,,,,
6168,01/03/19 03:09:32 PM,6.00,,,,,
6169,01/03/19 03:39:32 PM,6.09,,,,,
6170,01/03/19 04:09:32 PM,6.17,,,,,
6171,01/03/19 04:39:32 PM,6.09,,,,,
6172,01/03/19 05:09:32 PM,6.13,,,,,
6173,01/03/19 05:39:32 PM,6.35,,,,,
6174,01/03/19 06:09:32 PM,6.39,,,,,
6175,01/03/19 06:39:32 PM,6.30,,,,,
6176,01/03/19 07:09:32 PM,6.30,,,,,
6177,01/03/19 07:39:32 PM,6.09,,,,,
6178,01/03/19 08:09:32 PM,6.22,,,,,
6179,01/03/19 08:39:32 PM,6.09,,,,,
6180,01/03/19 09:09:32 PM,6.13,,,,,
6181,01/03/19 09:39:32 PM,6.09,,,,,
6182,01/03/19 10:09:32 PM,6.13,,,,,
6183,01/03/19 10:39:32 PM,6.09,,,,,
6184,01/03/19 11:09:32 PM,6.13,,,,,
6185,01/03/19 11:39:32 PM,6.17,,,,,
6186,01/04/19 12:09:32 AM,6.13,,,,,
6187,01/04/19 12:39:32 AM,6.09,,,,,
6188,01/04/19 01:09:32 AM,6.09,,,,,
6189,01/04/19 01:39:32 AM,6.05,,,,,
6190,01/04/19 02:09:32 AM,6.05,,,,,
6191,01/04/19 02:39:32 AM,6.05,,,,,
6192,01/04/19 03:09:32 AM,6.05,,,,,
6193,01/04/19 03:39:32 AM,6.05,,,,,
6194,01/04/19 04:09:32 AM,6.05,,,,,
6195,01/04/19 04:39:32 AM,6.09,,,,,
6196,01/04/19 05:09:32 AM,6.17,,,,,
6197,01/04/19 05:39:32 AM,6.13,,,,,
6198,01/04/19 06:09:32 AM,6.13,,,,,
6199,01/04/19 06:39:32 AM,6.22,,,,,
6200,01/04/19 07:09:32 AM,6.39,,,,,
6201,01/04/19 07:39:32 AM,6.30,,,,,
6202,01/04/19 08:09:32 AM,6.30,,,,,
6203,01/04/19 08:39:32 AM,6.26,,,,,
6204,01/04/19 09:09:32 AM,6.22,,,,,
6205,01/04/19 09:39:32 AM,6.13,,,,,
6206,01/04/19 10:09:32 AM,6.13,,,,,
6207,01/04/19 10:39:32 AM,6.09,,,,,
6208,01/04/19 11:09:32 AM,6.13,,,,,
6209,01/04/19 11:39:32 AM,6.13,,,,,
6210,01/04/19 12:09:32 PM,6.09,,,,,
6211,01/04/19 12:39:32 PM,6.17,,,,,
6212,01/04/19 01:09:32 PM,6.00,,,,,
6213,01/04/19 01:39:32 PM,6.09,,,,,
6214,01/04/19 02:09:32 PM,6.09,,,,,
6215,01/04/19 02:39:32 PM,6.05,,,,,
6216,01/04/19 03:09:32 PM,6.00,,,,,
6217,01/04/19 03:39:32 PM,6.05,,,,,
6218,01/04/19 04:09:32 PM,6.00,,,,,
6219,01/04/19 04:39:32 PM,6.05,,,,,
6220,01/04/19 05:09:32 PM,6.09,,,,,
6221,01/04/19 05:39:32 PM,6.00,,,,,
6222,01/04/19 06:09:32 PM,6.05,,,,,
6223,01/04/19 06:39:32 PM,6.05,,,,,
6224,01/04/19 07:09:32 PM,6.05,,,,,
6225,01/04/19 07:39:32 PM,6.26,,,,,
6226,01/04/19 08:09:32 PM,6.22,,,,,
6227,01/04/19 08:39:32 PM,6.17,,,,,
6228,01/04/19 09:09:32 PM,6.13,,,,,
6229,01/04/19 09:39:32 PM,6.05,,,,,
6230,01/04/19 10:09:32 PM,6.05,,,,,
6231,01/04/19 10:39:32 PM,6.05,,,,,
6232,01/04/19 11:09:32 PM,5.92,,,,,
6233,01/04/19 11:39:32 PM,5.92,,,,,
6234,01/05/19 12:09:32 AM,6.30,,,,,
6235,01/05/19 12:39:32 AM,5.96,,,,,
6236,01/05/19 01:09:32 AM,5.96,,,,,
6237,01/05/19 01:39:32 AM,5.83,,,,,
6238,01/05/19 02:09:32 AM,5.83,,,,,
6239,01/05/19 02:39:32 AM,5.83,,,,,
6240,01/05/19 03:09:32 AM,5.96,,,,,
6241,01/05/19 03:39:32 AM,6.05,,,,,
6242,01/05/19 04:09:32 AM,6.09,,,,,
6243,01/05/19 04:39:32 AM,6.09,,,,,
6244,01/05/19 05:09:32 AM,6.13,,,,,
6245,01/05/19 05:39:32 AM,6.13,,,,,
6246,01/05/19 06:09:32 AM,6.13,,,,,
6247,01/05/19 06:39:32 AM,6.13,,,,,
6248,01/05/19 07:09:32 AM,6.13,,,,,
6249,01/05/19 07:39:32 AM,6.17,,,,,
6250,01/05/19 08:09:32 AM,6.30,,,,,
6251,01/05/19 08:39:32 AM,6.30,,,,,
6252,01/05/19 09:09:32 AM,6.17,,,,,
6253,01/05/19 09:39:32 AM,6.13,,,,,
6254,01/05/19 10:09:32 AM,6.30,,,,,
6255,01/05/19 10:39:32 AM,6.22,,,,,
6256,01/05/19 11:09:32 AM,6.13,,,,,
6257,01/05/19 11:39:32 AM,6.05,,,,,
6258,01/05/19 12:09:32 PM,6.09,,,,,
6259,01/05/19 12:39:32 PM,6.26,,,,,
6260,01/05/19 01:09:32 PM,6.30,,,,,
6261,01/05/19 01:39:32 PM,6.17,,,,,
6262,01/05/19 02:09:32 PM,6.17,,,,,
6263,01/05/19 02:39:32 PM,6.09,,,,,
6264,01/05/19 03:09:32 PM,6.05,,,,,
6265,01/05/19 03:39:32 PM,6.13,,,,,
6266,01/05/19 04:09:32 PM,6.05,,,,,
6267,01/05/19 04:39:32 PM,6.09,,,,,
6268,01/05/19 05:09:32 PM,6.13,,,,,
6269,01/05/19 05:39:32 PM,6.13,,,,,
6270,01/05/19 06:09:32 PM,6.26,,,,,
6271,01/05/19 06:39:32 PM,6.30,,,,,
6272,01/05/19 07:09:32 PM,6.43,,,,,
6273,01/05/19 07:39:32 PM,6.05,,,,,
6274,01/05/19 08:09:32 PM,6.00,,,,,
6275,01/05/19 08:39:32 PM,6.00,,,,,
6276,01/05/19 09:09:32 PM,6.00,,,,,
6277,01/05/19 09:39:32 PM,6.00,,,,,
6278,01/05/19 10:09:32 PM,6.00,,,,,
6279,01/05/19 10:39:32 PM,6.00,,,,,
6280,01/05/19 11:09:32 PM,6.05,,,,,
6281,01/05/19 11:39:32 PM,6.05,,,,,
6282,01/06/19 12:09:32 AM,6.05,,,,,
6283,01/06/19 12:39:32 AM,6.09,,,,,
6284,01/06/19 01:09:32 AM,6.13,,,,,
6285,01/06/19 01:39:32 AM,6.13,,,,,
6286,01/06/19 02:09:32 AM,6.26,,,,,
6287,01/06/19 02:39:32 AM,6.09,,,,,
6288,01/06/19 03:09:32 AM,6.09,,,,,
6289,01/06/19 03:39:32 AM,6.09,,,,,
6290,01/06/19 04:09:32 AM,6.05,,,,,
6291,01/06/19 04:39:32 AM,6.09,,,,,
6292,01/06/19 05:09:32 AM,6.09,,,,,
6293,01/06/19 05:39:32 AM,6.09,,,,,
6294,01/06/19 06:09:32 AM,6.09,,,,,
6295,01/06/19 06:39:32 AM,6.05,,,,,
6296,01/06/19 07:09:32 AM,6.05,,,,,
6297,01/06/19 07:39:32 AM,5.96,,,,,
6298,01/06/19 08:09:32 AM,6.00,,,,,
6299,01/06/19 08:39:32 AM,6.26,,,,,
6300,01/06/19 09:09:32 AM,6.35,,,,,
6301,01/06/19 09:39:32 AM,6.17,,,,,
6302,01/06/19 10:09:32 AM,6.22,,,,,
6303,01/06/19 10:39:32 AM,6.09,,,,,
6304,01/06/19 11:09:32 AM,6.17,,,,,
6305,01/06/19 11:39:32 AM,6.17,,,,,
6306,01/06/19 12:09:32 PM,6.22,,,,,
6307,01/06/19 12:39:32 PM,6.17,,,,,
6308,01/06/19 01:09:32 PM,6.17,,,,,
6309,01/06/19 01:39:32 PM,6.17,,,,,
6310,01/06/19 02:09:32 PM,6.22,,,,,
6311,01/06/19 02:39:32 PM,6.35,,,,,
6312,01/06/19 03:09:32 PM,6.09,,,,,
6313,01/06/19 03:39:32 PM,6.05,,,,,
6314,01/06/19 04:09:32 PM,6.00,,,,,
6315,01/06/19 04:39:32 PM,6.05,,,,,
6316,01/06/19 05:09:32 PM,6.00,,,,,
6317,01/06/19 05:39:32 PM,6.05,,,,,
6318,01/06/19 06:09:32 PM,6.17,,,,,
6319,01/06/19 06:39:32 PM,6.17,,,,,
6320,01/06/19 07:09:32 PM,6.17,,,,,
