"Plot Title: 20443274"
"#","Date Time, GMT-04:00","Temp, °C (LGR S/N: 20443274, SEN S/N: 20443274)","Button Down (LGR S/N: 20443274)","Button Up (LGR S/N: 20443274)","Low Power Warning (LGR S/N: 20443274)","Safe Shutdown - Low Battery (LGR S/N: 20443274)","End Of File (LGR S/N: 20443274)"
1,08/28/18 09:39:32 AM,26.98,,,,,
2,08/28/18 10:09:32 AM,32.17,,,,,
3,08/28/18 10:39:32 AM,37.71,,,,,
4,08/28/18 11:09:32 AM,36.42,,,,,
5,08/28/18 11:39:32 AM,39.85,,,,,
6,08/28/18 12:09:32 PM,40.32,,,,,
7,08/28/18 12:39:32 PM,42.43,,,,,
8,08/28/18 01:09:32 PM,37.19,,,,,
9,08/28/18 01:39:32 PM,34.19,,,,,
10,08/28/18 02:09:32 PM,32.00,,,,,
11,08/28/18 02:39:32 PM,26.55,,,,,
12,08/28/18 02:54:22 PM,,Logged,,,,
13,08/28/18 02:54:23 PM,,Logged,Logged,,,
14,08/28/18 02:54:25 PM,,Logged,Logged,,,
15,08/28/18 02:54:26 PM,,Logged,Logged,,,
16,08/28/18 02:54:27 PM,,Logged,Logged,,,
17,08/28/18 02:54:35 PM,,Logged,Logged,,,
18,08/28/18 02:54:42 PM,,Logged,Logged,,,
19,08/28/18 02:55:18 PM,,Logged,,,,
20,08/28/18 02:55:20 PM,,,Logged,,,
21,08/28/18 02:55:27 PM,,Logged,,,,
22,08/28/18 02:55:32 PM,,,Logged,,,
23,08/28/18 02:55:37 PM,,Logged,,,,
24,08/28/18 03:09:32 PM,15.61,,,,,
25,08/28/18 03:39:32 PM,14.71,,,,,
26,08/28/18 04:09:32 PM,13.81,,,,,
27,08/28/18 04:39:32 PM,12.65,,,,,
28,08/28/18 05:09:32 PM,14.97,,,,,
29,08/28/18 05:39:32 PM,14.24,,,,,
30,08/28/18 06:09:32 PM,17.33,,,,,
31,08/28/18 06:39:32 PM,13.17,,,,,
32,08/28/18 07:09:32 PM,13.17,,,,,
33,08/28/18 07:39:32 PM,13.98,,,,,
34,08/28/18 08:09:32 PM,14.97,,,,,
35,08/28/18 08:39:32 PM,12.91,,,,,
36,08/28/18 09:09:32 PM,12.48,,,,,
37,08/28/18 09:39:32 PM,12.87,,,,,
38,08/28/18 10:09:32 PM,12.61,,,,,
39,08/28/18 10:39:32 PM,12.48,,,,,
40,08/28/18 11:09:32 PM,12.31,,,,,
41,08/28/18 11:39:32 PM,11.84,,,,,
42,08/29/18 12:09:32 AM,12.74,,,,,
43,08/29/18 12:39:32 AM,11.79,,,,,
44,08/29/18 01:09:32 AM,13.94,,,,,
45,08/29/18 01:39:32 AM,13.73,,,,,
46,08/29/18 02:09:32 AM,12.05,,,,,
47,08/29/18 02:39:32 AM,12.18,,,,,
48,08/29/18 03:09:32 AM,13.85,,,,,
49,08/29/18 03:39:32 AM,14.41,,,,,
50,08/29/18 04:09:32 AM,16.39,,,,,
51,08/29/18 04:39:32 AM,15.31,,,,,
52,08/29/18 05:09:32 AM,17.46,,,,,
53,08/29/18 05:39:32 AM,15.70,,,,,
54,08/29/18 06:09:32 AM,15.40,,,,,
55,08/29/18 06:39:32 AM,14.58,,,,,
56,08/29/18 07:09:32 AM,12.91,,,,,
57,08/29/18 07:39:32 AM,14.45,,,,,
58,08/29/18 08:09:32 AM,15.01,,,,,
59,08/29/18 08:39:32 AM,14.84,,,,,
60,08/29/18 09:09:32 AM,13.43,,,,,
61,08/29/18 09:39:32 AM,12.91,,,,,
62,08/29/18 10:09:32 AM,12.48,,,,,
63,08/29/18 10:39:32 AM,12.18,,,,,
64,08/29/18 11:09:32 AM,11.49,,,,,
65,08/29/18 11:39:32 AM,11.79,,,,,
66,08/29/18 12:09:32 PM,11.84,,,,,
67,08/29/18 12:39:32 PM,11.92,,,,,
68,08/29/18 01:09:32 PM,11.71,,,,,
69,08/29/18 01:39:32 PM,12.31,,,,,
70,08/29/18 02:09:32 PM,13.17,,,,,
71,08/29/18 02:39:32 PM,12.31,,,,,
72,08/29/18 03:09:32 PM,13.17,,,,,
73,08/29/18 03:39:32 PM,14.20,,,,,
74,08/29/18 04:09:32 PM,15.44,,,,,
75,08/29/18 04:39:32 PM,15.87,,,,,
76,08/29/18 05:09:32 PM,16.56,,,,,
77,08/29/18 05:39:32 PM,16.34,,,,,
78,08/29/18 06:09:32 PM,17.03,,,,,
79,08/29/18 06:39:32 PM,15.48,,,,,
80,08/29/18 07:09:32 PM,16.17,,,,,
81,08/29/18 07:39:32 PM,15.53,,,,,
82,08/29/18 08:09:32 PM,16.17,,,,,
83,08/29/18 08:39:32 PM,15.57,,,,,
84,08/29/18 09:09:32 PM,15.06,,,,,
85,08/29/18 09:39:32 PM,13.51,,,,,
86,08/29/18 10:09:32 PM,14.20,,,,,
87,08/29/18 10:39:32 PM,12.31,,,,,
88,08/29/18 11:09:32 PM,12.18,,,,,
89,08/29/18 11:39:32 PM,12.18,,,,,
90,08/30/18 12:09:32 AM,12.14,,,,,
91,08/30/18 12:39:32 AM,11.92,,,,,
92,08/30/18 01:09:32 AM,11.45,,,,,
93,08/30/18 01:39:32 AM,11.62,,,,,
94,08/30/18 02:09:32 AM,11.58,,,,,
95,08/30/18 02:39:32 AM,12.31,,,,,
96,08/30/18 03:09:32 AM,15.18,,,,,
97,08/30/18 03:39:32 AM,13.98,,,,,
98,08/30/18 04:09:32 AM,13.21,,,,,
99,08/30/18 04:39:32 AM,13.47,,,,,
100,08/30/18 05:09:32 AM,13.60,,,,,
101,08/30/18 05:39:32 AM,14.80,,,,,
102,08/30/18 06:09:32 AM,14.71,,,,,
103,08/30/18 06:39:32 AM,14.71,,,,,
104,08/30/18 07:09:32 AM,13.90,,,,,
105,08/30/18 07:39:32 AM,13.81,,,,,
106,08/30/18 08:09:32 AM,14.37,,,,,
107,08/30/18 08:39:32 AM,14.93,,,,,
108,08/30/18 09:09:32 AM,14.97,,,,,
109,08/30/18 09:39:32 AM,14.58,,,,,
110,08/30/18 10:09:32 AM,13.47,,,,,
111,08/30/18 10:39:32 AM,13.30,,,,,
112,08/30/18 11:09:32 AM,12.82,,,,,
113,08/30/18 11:39:32 AM,12.95,,,,,
114,08/30/18 12:09:32 PM,12.70,,,,,
115,08/30/18 12:39:32 PM,12.40,,,,,
116,08/30/18 01:09:32 PM,12.87,,,,,
117,08/30/18 01:39:32 PM,11.28,,,,,
118,08/30/18 02:09:32 PM,12.05,,,,,
119,08/30/18 02:39:32 PM,12.57,,,,,
120,08/30/18 03:09:32 PM,12.57,,,,,
121,08/30/18 03:39:32 PM,12.48,,,,,
122,08/30/18 04:09:32 PM,13.43,,,,,
123,08/30/18 04:39:32 PM,13.38,,,,,
124,08/30/18 05:09:32 PM,13.12,,,,,
125,08/30/18 05:39:32 PM,13.21,,,,,
126,08/30/18 06:09:32 PM,13.25,,,,,
127,08/30/18 06:39:32 PM,14.67,,,,,
128,08/30/18 07:09:32 PM,14.67,,,,,
129,08/30/18 07:39:32 PM,14.28,,,,,
130,08/30/18 08:09:32 PM,14.88,,,,,
131,08/30/18 08:39:32 PM,16.69,,,,,
132,08/30/18 09:09:32 PM,15.44,,,,,
133,08/30/18 09:39:32 PM,14.41,,,,,
134,08/30/18 10:09:32 PM,13.90,,,,,
135,08/30/18 10:39:32 PM,13.30,,,,,
136,08/30/18 11:09:32 PM,12.91,,,,,
137,08/30/18 11:39:32 PM,12.70,,,,,
138,08/31/18 12:09:32 AM,12.78,,,,,
139,08/31/18 12:39:32 AM,12.87,,,,,
140,08/31/18 01:09:32 AM,12.95,,,,,
141,08/31/18 01:39:32 AM,13.81,,,,,
142,08/31/18 02:09:32 AM,13.64,,,,,
143,08/31/18 02:39:32 AM,13.98,,,,,
144,08/31/18 03:09:32 AM,14.33,,,,,
145,08/31/18 03:39:32 AM,14.84,,,,,
146,08/31/18 04:09:32 AM,16.00,,,,,
147,08/31/18 04:39:32 AM,21.36,,,,,
148,08/31/18 05:09:32 AM,20.25,,,,,
149,08/31/18 05:39:32 AM,16.77,,,,,
150,08/31/18 06:09:32 AM,17.33,,,,,
151,08/31/18 06:39:32 AM,16.99,,,,,
152,08/31/18 07:09:32 AM,16.69,,,,,
153,08/31/18 07:39:32 AM,16.81,,,,,
154,08/31/18 08:09:32 AM,16.51,,,,,
155,08/31/18 08:39:32 AM,17.54,,,,,
156,08/31/18 09:09:32 AM,16.26,,,,,
157,08/31/18 09:39:32 AM,16.08,,,,,
158,08/31/18 10:09:32 AM,14.71,,,,,
159,08/31/18 10:39:32 AM,16.30,,,,,
160,08/31/18 11:09:32 AM,16.47,,,,,
161,08/31/18 11:39:32 AM,16.64,,,,,
162,08/31/18 12:09:32 PM,16.69,,,,,
163,08/31/18 12:39:32 PM,15.87,,,,,
164,08/31/18 01:09:32 PM,15.96,,,,,
165,08/31/18 01:39:32 PM,16.56,,,,,
166,08/31/18 02:09:32 PM,17.50,,,,,
167,08/31/18 02:39:32 PM,16.60,,,,,
168,08/31/18 03:09:32 PM,17.50,,,,,
169,08/31/18 03:39:32 PM,21.28,,,,,
170,08/31/18 04:09:32 PM,21.66,,,,,
171,08/31/18 04:39:32 PM,21.70,,,,,
172,08/31/18 05:09:32 PM,17.63,,,,,
173,08/31/18 05:39:32 PM,17.33,,,,,
174,08/31/18 06:09:32 PM,16.13,,,,,
175,08/31/18 06:39:32 PM,17.29,,,,,
176,08/31/18 07:09:32 PM,17.59,,,,,
177,08/31/18 07:39:32 PM,16.64,,,,,
178,08/31/18 08:09:32 PM,17.63,,,,,
179,08/31/18 08:39:32 PM,16.69,,,,,
180,08/31/18 09:09:32 PM,17.84,,,,,
181,08/31/18 09:39:32 PM,17.50,,,,,
182,08/31/18 10:09:32 PM,17.37,,,,,
183,08/31/18 10:39:32 PM,17.72,,,,,
184,08/31/18 11:09:32 PM,17.24,,,,,
185,08/31/18 11:39:32 PM,18.96,,,,,
186,09/01/18 12:09:32 AM,18.83,,,,,
187,09/01/18 12:39:32 AM,19.22,,,,,
188,09/01/18 01:09:32 AM,18.66,,,,,
189,09/01/18 01:39:32 AM,19.09,,,,,
190,09/01/18 02:09:32 AM,18.74,,,,,
191,09/01/18 02:39:32 AM,17.72,,,,,
192,09/01/18 03:09:32 AM,16.90,,,,,
193,09/01/18 03:39:32 AM,17.72,,,,,
194,09/01/18 04:09:32 AM,19.65,,,,,
195,09/01/18 04:39:32 AM,18.83,,,,,
196,09/01/18 05:09:32 AM,17.07,,,,,
197,09/01/18 05:39:32 AM,16.56,,,,,
198,09/01/18 06:09:32 AM,17.11,,,,,
199,09/01/18 06:39:32 AM,16.34,,,,,
200,09/01/18 07:09:32 AM,15.78,,,,,
201,09/01/18 07:39:32 AM,16.60,,,,,
202,09/01/18 08:09:32 AM,16.17,,,,,
203,09/01/18 08:39:32 AM,16.26,,,,,
204,09/01/18 09:09:32 AM,16.17,,,,,
205,09/01/18 09:39:32 AM,16.26,,,,,
206,09/01/18 10:09:32 AM,16.94,,,,,
207,09/01/18 10:39:32 AM,17.07,,,,,
208,09/01/18 11:09:32 AM,17.76,,,,,
209,09/01/18 11:39:32 AM,17.16,,,,,
210,09/01/18 12:09:32 PM,15.96,,,,,
211,09/01/18 12:39:32 PM,16.00,,,,,
212,09/01/18 01:09:32 PM,16.86,,,,,
213,09/01/18 01:39:32 PM,16.00,,,,,
214,09/01/18 02:09:32 PM,15.91,,,,,
215,09/01/18 02:39:32 PM,15.44,,,,,
216,09/01/18 03:09:32 PM,19.73,,,,,
217,09/01/18 03:39:32 PM,18.02,,,,,
218,09/01/18 04:09:32 PM,16.26,,,,,
219,09/01/18 04:39:32 PM,16.47,,,,,
220,09/01/18 05:09:32 PM,16.39,,,,,
221,09/01/18 05:39:32 PM,17.50,,,,,
222,09/01/18 06:09:32 PM,18.06,,,,,
223,09/01/18 06:39:32 PM,18.62,,,,,
224,09/01/18 07:09:32 PM,15.14,,,,,
225,09/01/18 07:39:32 PM,17.07,,,,,
226,09/01/18 08:09:32 PM,16.51,,,,,
227,09/01/18 08:39:32 PM,16.56,,,,,
228,09/01/18 09:09:32 PM,17.24,,,,,
229,09/01/18 09:39:32 PM,16.77,,,,,
230,09/01/18 10:09:32 PM,17.20,,,,,
231,09/01/18 10:39:32 PM,16.99,,,,,
232,09/01/18 11:09:32 PM,17.16,,,,,
233,09/01/18 11:39:32 PM,17.84,,,,,
234,09/02/18 12:09:32 AM,18.32,,,,,
235,09/02/18 12:39:32 AM,18.10,,,,,
236,09/02/18 01:09:32 AM,17.76,,,,,
237,09/02/18 01:39:32 AM,16.60,,,,,
238,09/02/18 02:09:32 AM,16.86,,,,,
239,09/02/18 02:39:32 AM,16.69,,,,,
240,09/02/18 03:09:32 AM,15.87,,,,,
241,09/02/18 03:39:32 AM,18.49,,,,,
242,09/02/18 04:09:32 AM,17.80,,,,,
243,09/02/18 04:39:32 AM,16.77,,,,,
244,09/02/18 05:09:32 AM,18.49,,,,,
245,09/02/18 05:39:32 AM,17.50,,,,,
246,09/02/18 06:09:32 AM,19.04,,,,,
247,09/02/18 06:39:32 AM,18.06,,,,,
248,09/02/18 07:09:32 AM,16.56,,,,,
249,09/02/18 07:39:32 AM,17.37,,,,,
250,09/02/18 08:09:32 AM,15.53,,,,,
251,09/02/18 08:39:32 AM,16.26,,,,,
252,09/02/18 09:09:32 AM,15.91,,,,,
253,09/02/18 09:39:32 AM,16.26,,,,,
254,09/02/18 10:09:32 AM,15.70,,,,,
255,09/02/18 10:39:32 AM,16.39,,,,,
256,09/02/18 11:09:32 AM,16.13,,,,,
257,09/02/18 11:39:32 AM,15.78,,,,,
258,09/02/18 12:09:32 PM,14.37,,,,,
259,09/02/18 12:39:32 PM,14.93,,,,,
260,09/02/18 01:09:32 PM,13.81,,,,,
261,09/02/18 01:39:32 PM,14.84,,,,,
262,09/02/18 02:09:32 PM,13.85,,,,,
263,09/02/18 02:39:32 PM,13.55,,,,,
264,09/02/18 03:09:32 PM,14.45,,,,,
265,09/02/18 03:39:32 PM,14.41,,,,,
266,09/02/18 04:09:32 PM,15.10,,,,,
267,09/02/18 04:39:32 PM,16.04,,,,,
268,09/02/18 05:09:32 PM,17.07,,,,,
269,09/02/18 05:39:32 PM,17.76,,,,,
270,09/02/18 06:09:32 PM,16.30,,,,,
271,09/02/18 06:39:32 PM,15.66,,,,,
272,09/02/18 07:09:32 PM,17.50,,,,,
273,09/02/18 07:39:32 PM,18.87,,,,,
274,09/02/18 08:09:32 PM,19.47,,,,,
275,09/02/18 08:39:32 PM,14.58,,,,,
276,09/02/18 09:09:32 PM,15.48,,,,,
277,09/02/18 09:39:32 PM,15.74,,,,,
278,09/02/18 10:09:32 PM,16.04,,,,,
279,09/02/18 10:39:32 PM,15.66,,,,,
280,09/02/18 11:09:32 PM,14.58,,,,,
281,09/02/18 11:39:32 PM,13.98,,,,,
282,09/03/18 12:09:32 AM,14.67,,,,,
283,09/03/18 12:39:32 AM,13.55,,,,,
284,09/03/18 01:09:32 AM,14.41,,,,,
285,09/03/18 01:39:32 AM,14.33,,,,,
286,09/03/18 02:09:32 AM,12.95,,,,,
287,09/03/18 02:39:32 AM,13.34,,,,,
288,09/03/18 03:09:32 AM,14.37,,,,,
289,09/03/18 03:39:32 AM,13.30,,,,,
290,09/03/18 04:09:32 AM,13.21,,,,,
291,09/03/18 04:39:32 AM,17.59,,,,,
292,09/03/18 05:09:32 AM,13.98,,,,,
293,09/03/18 05:39:32 AM,13.77,,,,,
294,09/03/18 06:09:32 AM,15.74,,,,,
295,09/03/18 06:39:32 AM,14.07,,,,,
296,09/03/18 07:09:32 AM,14.97,,,,,
297,09/03/18 07:39:32 AM,16.69,,,,,
298,09/03/18 08:09:32 AM,15.44,,,,,
299,09/03/18 08:39:32 AM,18.19,,,,,
300,09/03/18 09:09:32 AM,15.14,,,,,
301,09/03/18 09:39:32 AM,15.10,,,,,
302,09/03/18 10:09:32 AM,14.63,,,,,
303,09/03/18 10:39:32 AM,14.24,,,,,
304,09/03/18 11:09:32 AM,14.84,,,,,
305,09/03/18 11:39:32 AM,15.01,,,,,
306,09/03/18 12:09:32 PM,14.50,,,,,
307,09/03/18 12:39:32 PM,14.45,,,,,
308,09/03/18 01:09:32 PM,13.60,,,,,
309,09/03/18 01:39:32 PM,13.04,,,,,
310,09/03/18 02:09:32 PM,13.30,,,,,
311,09/03/18 02:39:32 PM,12.40,,,,,
312,09/03/18 03:09:32 PM,12.65,,,,,
313,09/03/18 03:39:32 PM,12.35,,,,,
314,09/03/18 04:09:32 PM,12.48,,,,,
315,09/03/18 04:39:32 PM,12.18,,,,,
316,09/03/18 05:09:32 PM,12.18,,,,,
317,09/03/18 05:39:32 PM,16.04,,,,,
318,09/03/18 06:09:32 PM,13.17,,,,,
319,09/03/18 06:39:32 PM,15.70,,,,,
320,09/03/18 07:09:32 PM,16.39,,,,,
321,09/03/18 07:39:32 PM,14.07,,,,,
322,09/03/18 08:09:32 PM,14.15,,,,,
323,09/03/18 08:39:32 PM,14.75,,,,,
324,09/03/18 09:09:32 PM,16.17,,,,,
325,09/03/18 09:39:32 PM,14.97,,,,,
326,09/03/18 10:09:32 PM,14.67,,,,,
327,09/03/18 10:39:32 PM,14.75,,,,,
328,09/03/18 11:09:32 PM,14.80,,,,,
329,09/03/18 11:39:32 PM,14.54,,,,,
330,09/04/18 12:09:32 AM,14.45,,,,,
331,09/04/18 12:39:32 AM,14.45,,,,,
332,09/04/18 01:09:32 AM,14.37,,,,,
333,09/04/18 01:39:32 AM,13.90,,,,,
334,09/04/18 02:09:32 AM,13.85,,,,,
335,09/04/18 02:39:32 AM,13.68,,,,,
336,09/04/18 03:09:32 AM,13.77,,,,,
337,09/04/18 03:39:32 AM,13.08,,,,,
338,09/04/18 04:09:32 AM,12.22,,,,,
339,09/04/18 04:39:32 AM,12.27,,,,,
340,09/04/18 05:09:32 AM,12.52,,,,,
341,09/04/18 05:39:32 AM,12.48,,,,,
342,09/04/18 06:09:32 AM,12.61,,,,,
343,09/04/18 06:39:32 AM,12.65,,,,,
344,09/04/18 07:09:32 AM,12.70,,,,,
345,09/04/18 07:39:32 AM,14.63,,,,,
346,09/04/18 08:09:32 AM,12.95,,,,,
347,09/04/18 08:39:32 AM,14.28,,,,,
348,09/04/18 09:09:32 AM,15.14,,,,,
349,09/04/18 09:39:32 AM,15.44,,,,,
350,09/04/18 10:09:32 AM,16.81,,,,,
351,09/04/18 10:39:32 AM,14.67,,,,,
352,09/04/18 11:09:32 AM,14.93,,,,,
353,09/04/18 11:39:32 AM,15.10,,,,,
354,09/04/18 12:09:32 PM,14.58,,,,,
355,09/04/18 12:39:32 PM,15.01,,,,,
356,09/04/18 01:09:32 PM,15.10,,,,,
357,09/04/18 01:39:32 PM,14.50,,,,,
358,09/04/18 02:09:32 PM,14.37,,,,,
359,09/04/18 02:39:32 PM,14.11,,,,,
360,09/04/18 03:09:32 PM,13.64,,,,,
361,09/04/18 03:39:32 PM,13.38,,,,,
362,09/04/18 04:09:32 PM,13.12,,,,,
363,09/04/18 04:39:32 PM,13.34,,,,,
364,09/04/18 05:09:32 PM,13.85,,,,,
365,09/04/18 05:39:32 PM,13.55,,,,,
366,09/04/18 06:09:32 PM,13.94,,,,,
367,09/04/18 06:39:32 PM,14.11,,,,,
368,09/04/18 07:09:32 PM,16.08,,,,,
369,09/04/18 07:39:32 PM,14.41,,,,,
370,09/04/18 08:09:32 PM,14.58,,,,,
371,09/04/18 08:39:32 PM,15.23,,,,,
372,09/04/18 09:09:32 PM,15.31,,,,,
373,09/04/18 09:39:32 PM,15.23,,,,,
374,09/04/18 10:09:32 PM,15.70,,,,,
375,09/04/18 10:39:32 PM,15.36,,,,,
376,09/04/18 11:09:32 PM,15.40,,,,,
377,09/04/18 11:39:32 PM,15.44,,,,,
378,09/05/18 12:09:32 AM,14.97,,,,,
379,09/05/18 12:39:32 AM,15.53,,,,,
380,09/05/18 01:09:32 AM,15.87,,,,,
381,09/05/18 01:39:32 AM,15.74,,,,,
382,09/05/18 02:09:32 AM,15.40,,,,,
383,09/05/18 02:39:32 AM,15.31,,,,,
384,09/05/18 03:09:32 AM,14.84,,,,,
385,09/05/18 03:39:32 AM,14.58,,,,,
386,09/05/18 04:09:32 AM,14.54,,,,,
387,09/05/18 04:39:32 AM,14.37,,,,,
388,09/05/18 05:09:32 AM,14.80,,,,,
389,09/05/18 05:39:32 AM,14.41,,,,,
390,09/05/18 06:09:32 AM,13.98,,,,,
391,09/05/18 06:39:32 AM,13.51,,,,,
392,09/05/18 07:09:32 AM,14.41,,,,,
393,09/05/18 07:39:32 AM,14.37,,,,,
394,09/05/18 08:09:32 AM,14.07,,,,,
395,09/05/18 08:39:32 AM,14.20,,,,,
396,09/05/18 09:09:32 AM,14.63,,,,,
397,09/05/18 09:39:32 AM,15.01,,,,,
398,09/05/18 10:09:32 AM,15.74,,,,,
399,09/05/18 10:39:32 AM,14.93,,,,,
400,09/05/18 11:09:32 AM,15.74,,,,,
401,09/05/18 11:39:32 AM,15.96,,,,,
402,09/05/18 12:09:32 PM,14.67,,,,,
403,09/05/18 12:39:32 PM,15.70,,,,,
404,09/05/18 01:09:32 PM,14.54,,,,,
405,09/05/18 01:39:32 PM,15.10,,,,,
406,09/05/18 02:09:32 PM,14.45,,,,,
407,09/05/18 02:39:32 PM,14.88,,,,,
408,09/05/18 03:09:32 PM,14.67,,,,,
409,09/05/18 03:39:32 PM,14.28,,,,,
410,09/05/18 04:09:32 PM,14.20,,,,,
411,09/05/18 04:39:32 PM,14.24,,,,,
412,09/05/18 05:09:32 PM,13.55,,,,,
413,09/05/18 05:39:32 PM,13.00,,,,,
414,09/05/18 06:09:32 PM,13.55,,,,,
415,09/05/18 06:39:32 PM,13.21,,,,,
416,09/05/18 07:09:32 PM,15.57,,,,,
417,09/05/18 07:39:32 PM,13.55,,,,,
418,09/05/18 08:09:32 PM,13.81,,,,,
419,09/05/18 08:39:32 PM,13.64,,,,,
420,09/05/18 09:09:32 PM,14.11,,,,,
421,09/05/18 09:39:32 PM,15.66,,,,,
422,09/05/18 10:09:32 PM,14.88,,,,,
423,09/05/18 10:39:32 PM,14.54,,,,,
424,09/05/18 11:09:32 PM,15.27,,,,,
425,09/05/18 11:39:32 PM,13.90,,,,,
426,09/06/18 12:09:32 AM,14.41,,,,,
427,09/06/18 12:39:32 AM,13.98,,,,,
428,09/06/18 01:09:32 AM,15.10,,,,,
429,09/06/18 01:39:32 AM,15.10,,,,,
430,09/06/18 02:09:32 AM,15.31,,,,,
431,09/06/18 02:39:32 AM,14.33,,,,,
432,09/06/18 03:09:32 AM,14.54,,,,,
433,09/06/18 03:39:32 AM,14.41,,,,,
434,09/06/18 04:09:32 AM,14.41,,,,,
435,09/06/18 04:39:32 AM,13.43,,,,,
436,09/06/18 05:09:32 AM,13.43,,,,,
437,09/06/18 05:39:32 AM,13.00,,,,,
438,09/06/18 06:09:32 AM,12.44,,,,,
439,09/06/18 06:39:32 AM,12.14,,,,,
440,09/06/18 07:09:32 AM,11.97,,,,,
441,09/06/18 07:39:32 AM,12.05,,,,,
442,09/06/18 08:09:32 AM,12.61,,,,,
443,09/06/18 08:39:32 AM,12.10,,,,,
444,09/06/18 09:09:32 AM,12.18,,,,,
445,09/06/18 09:39:32 AM,13.04,,,,,
446,09/06/18 10:09:32 AM,11.92,,,,,
447,09/06/18 10:39:32 AM,13.30,,,,,
448,09/06/18 11:09:32 AM,12.95,,,,,
449,09/06/18 11:39:32 AM,14.45,,,,,
450,09/06/18 12:09:32 PM,13.81,,,,,
451,09/06/18 12:39:32 PM,14.20,,,,,
452,09/06/18 01:09:32 PM,16.13,,,,,
453,09/06/18 01:39:32 PM,13.94,,,,,
454,09/06/18 02:09:32 PM,14.07,,,,,
455,09/06/18 02:39:32 PM,13.90,,,,,
456,09/06/18 03:09:32 PM,14.58,,,,,
457,09/06/18 03:39:32 PM,14.54,,,,,
458,09/06/18 04:09:32 PM,13.73,,,,,
459,09/06/18 04:39:32 PM,13.55,,,,,
460,09/06/18 05:09:32 PM,13.12,,,,,
461,09/06/18 05:39:32 PM,12.48,,,,,
462,09/06/18 06:09:32 PM,12.10,,,,,
463,09/06/18 06:39:32 PM,11.71,,,,,
464,09/06/18 07:09:32 PM,11.62,,,,,
465,09/06/18 07:39:32 PM,11.62,,,,,
466,09/06/18 08:09:32 PM,11.79,,,,,
467,09/06/18 08:39:32 PM,11.84,,,,,
468,09/06/18 09:09:32 PM,11.92,,,,,
469,09/06/18 09:39:32 PM,12.14,,,,,
470,09/06/18 10:09:32 PM,12.22,,,,,
471,09/06/18 10:39:32 PM,12.65,,,,,
472,09/06/18 11:09:32 PM,12.78,,,,,
473,09/06/18 11:39:32 PM,12.70,,,,,
474,09/07/18 12:09:32 AM,13.00,,,,,
475,09/07/18 12:39:32 AM,15.10,,,,,
476,09/07/18 01:09:32 AM,14.75,,,,,
477,09/07/18 01:39:32 AM,14.88,,,,,
478,09/07/18 02:09:32 AM,14.07,,,,,
479,09/07/18 02:39:32 AM,13.30,,,,,
480,09/07/18 03:09:32 AM,13.77,,,,,
481,09/07/18 03:39:32 AM,13.73,,,,,
482,09/07/18 04:09:32 AM,13.51,,,,,
483,09/07/18 04:39:32 AM,13.68,,,,,
484,09/07/18 05:09:32 AM,13.21,,,,,
485,09/07/18 05:39:32 AM,13.25,,,,,
486,09/07/18 06:09:32 AM,13.08,,,,,
487,09/07/18 06:39:32 AM,12.91,,,,,
488,09/07/18 07:09:32 AM,12.52,,,,,
489,09/07/18 07:39:32 AM,12.44,,,,,
490,09/07/18 08:09:32 AM,12.70,,,,,
491,09/07/18 08:39:32 AM,12.82,,,,,
492,09/07/18 09:09:32 AM,13.55,,,,,
493,09/07/18 09:39:32 AM,14.45,,,,,
494,09/07/18 10:09:32 AM,18.32,,,,,
495,09/07/18 10:39:32 AM,18.06,,,,,
496,09/07/18 11:09:32 AM,18.70,,,,,
497,09/07/18 11:39:32 AM,18.87,,,,,
498,09/07/18 12:09:32 PM,19.00,,,,,
499,09/07/18 12:39:32 PM,19.04,,,,,
500,09/07/18 01:09:32 PM,18.92,,,,,
501,09/07/18 01:39:32 PM,18.53,,,,,
502,09/07/18 02:09:32 PM,17.50,,,,,
503,09/07/18 02:39:32 PM,16.69,,,,,
504,09/07/18 03:09:32 PM,15.70,,,,,
505,09/07/18 03:39:32 PM,16.26,,,,,
506,09/07/18 04:09:32 PM,16.47,,,,,
507,09/07/18 04:39:32 PM,14.28,,,,,
508,09/07/18 05:09:32 PM,13.08,,,,,
509,09/07/18 05:39:32 PM,13.47,,,,,
510,09/07/18 06:09:32 PM,13.81,,,,,
511,09/07/18 06:39:32 PM,14.54,,,,,
512,09/07/18 07:09:32 PM,14.28,,,,,
513,09/07/18 07:39:32 PM,15.36,,,,,
514,09/07/18 08:09:32 PM,16.04,,,,,
515,09/07/18 08:39:32 PM,15.53,,,,,
516,09/07/18 09:09:32 PM,14.28,,,,,
517,09/07/18 09:39:32 PM,15.78,,,,,
518,09/07/18 10:09:32 PM,15.53,,,,,
519,09/07/18 10:39:32 PM,16.00,,,,,
520,09/07/18 11:09:32 PM,16.08,,,,,
521,09/07/18 11:39:32 PM,16.04,,,,,
522,09/08/18 12:09:32 AM,16.08,,,,,
523,09/08/18 12:39:32 AM,15.96,,,,,
524,09/08/18 01:09:32 AM,16.60,,,,,
525,09/08/18 01:39:32 AM,15.44,,,,,
526,09/08/18 02:09:32 AM,15.66,,,,,
527,09/08/18 02:39:32 AM,15.40,,,,,
528,09/08/18 03:09:32 AM,16.56,,,,,
529,09/08/18 03:39:32 AM,15.83,,,,,
530,09/08/18 04:09:32 AM,16.17,,,,,
531,09/08/18 04:39:32 AM,15.96,,,,,
